Genotype,Area
Cultivar_B,21.92
Cultivar_B,19.96
Cultivar_B,13.26
Cultivar_B,19.05
Cultivar_B,17.16
Cultivar_B,20.40
Cultivar_B,18.04
Cultivar_B,21.51
Cultivar_B,18.61
Cultivar_B,12.28
Cultivar_B,15.59
Cultivar_B,20.60
Cultivar_B,14.85
Cultivar_B,13.41
Cultivar_B,19.62
Cultivar_B,21.62
Cultivar_B,14.56
Cultivar_B,20.07
Cultivar_B,11.84
Cultivar_B,18.58
Cultivar_B,19.45
Cultivar_B,18.62
Cultivar_B,22.39
Cultivar_B,21.11
Cultivar_B,10.17
Cultivar_B,20.57
Cultivar_B,14.33
Cultivar_B,20.72
Cultivar_B,16.82
Cultivar_B,16.77
Cultivar_B,21.71
Cultivar_B,17.19
Cultivar_B,19.04
Cultivar_B,17.97
Cultivar_B,20.79
Cultivar_B,18.91
Cultivar_B,21.89
Cultivar_B,18.56
Cultivar_B,14.97
Cultivar_B,18.41
Cultivar_B,16.61
Cultivar_B,14.87
Cultivar_B,18.50
Cultivar_B,20.75
Cultivar_B,15.25
Cultivar_B,17.36
Cultivar_B,18.88
Cultivar_B,11.63
Cultivar_B,22.20
Cultivar_B,22.74
Cultivar_B,17.72
Cultivar_B,24.61
Cultivar_B,9.08
Cultivar_B,17.88
Cultivar_B,19.39
Cultivar_B,20.42
Cultivar_B,16.66
Cultivar_B,19.11
Cultivar_B,21.04
Cultivar_B,20.72
Cultivar_B,18.74
Cultivar_B,16.22
Cultivar_B,13.08
Cultivar_B,14.71
Cultivar_B,17.79
Cultivar_B,21.03
Cultivar_B,21.36
Cultivar_B,18.12
Cultivar_B,14.38
Cultivar_B,18.96
Cultivar_B,12.37
Cultivar_B,19.27
Cultivar_B,17.64
Cultivar_B,11.69
Cultivar_B,21.14
Cultivar_B,18.35
Cultivar_B,17.52
Cultivar_B,17.89
Cultivar_B,21.52
Cultivar_B,17.36
Cultivar_B,21.35
Cultivar_B,19.34
Cultivar_B,15.92
Cultivar_B,16.92
Cultivar_B,15.46
Cultivar_B,18.40
Cultivar_B,14.93
Cultivar_B,18.02
Cultivar_B,19.14
Cultivar_B,19.64
Cultivar_B,13.60
Cultivar_B,20.79
Cultivar_B,17.10
Cultivar_B,21.89
Cultivar_B,18.77
Cultivar_B,21.69
Cultivar_B,9.43
Cultivar_B,21.62
Cultivar_B,14.30
Cultivar_B,14.85
Cultivar_B,19.34
Cultivar_B,15.85
Cultivar_B,10.64
Cultivar_B,16.95
Cultivar_B,20.83
Cultivar_B,13.47
Cultivar_B,12.90
Cultivar_B,21.51
Cultivar_B,19.65
Cultivar_B,19.19
Cultivar_B,16.64
Cultivar_B,12.46
Cultivar_B,22.05
Cultivar_B,18.45
Cultivar_B,16.69
Cultivar_B,17.02
Cultivar_B,17.81
Cultivar_B,19.70
Cultivar_B,18.81
Cultivar_B,12.12
Cultivar_B,10.42
Cultivar_B,12.05
Cultivar_B,11.52
Cultivar_B,19.80
Cultivar_B,21.73
Cultivar_B,18.84
Cultivar_B,18.79
Cultivar_B,16.66
Cultivar_B,17.61
Cultivar_B,18.57
Cultivar_B,17.38
Cultivar_B,19.14
Cultivar_B,15.64
Cultivar_B,14.01
Cultivar_B,19.66
Cultivar_B,13.08
Cultivar_B,12.48
Cultivar_B,13.40
Cultivar_B,22.87
Cultivar_B,20.72
Cultivar_B,14.89
Cultivar_B,15.05
Cultivar_B,18.61
Cultivar_B,12.28
Cultivar_B,10.27
Cultivar_B,19.44
Cultivar_B,12.71
Cultivar_B,14.44
Cultivar_B,22.70
Cultivar_B,20.14
Cultivar_B,10.78
Cultivar_B,20.69
Cultivar_B,15.54
Cultivar_B,21.65
Cultivar_B,16.17
Cultivar_B,17.23
Cultivar_B,18.11
Cultivar_B,21.12
Cultivar_B,15.95
Cultivar_B,20.85
Cultivar_B,11.85
Cultivar_B,21.66
Cultivar_B,18.67
Cultivar_B,20.17
Cultivar_B,21.26
Cultivar_B,17.80
Cultivar_B,16.96
Cultivar_B,21.29
Cultivar_B,21.50
Cultivar_B,18.47
Cultivar_B,15.28
Cultivar_B,19.23
Cultivar_B,16.61
Cultivar_B,13.44
Cultivar_B,18.52
Cultivar_B,19.35
Cultivar_B,22.68
Cultivar_B,24.43
Cultivar_B,18.98
Cultivar_B,15.71
Cultivar_B,20.15
Cultivar_B,15.27
Cultivar_B,18.58
Cultivar_B,15.81
Cultivar_B,16.09
Cultivar_B,18.98
Cultivar_B,15.71
Cultivar_B,20.15
Cultivar_B,15.27
Cultivar_B,18.58
Cultivar_B,15.81
Cultivar_B,16.09
Cultivar_B,21.11
Cultivar_B,20.92
Cultivar_B,16.78
Cultivar_B,16.85
Cultivar_B,8.33
Cultivar_B,17.30
Cultivar_B,17.52
Cultivar_B,19.65
Cultivar_B,20.60
Cultivar_B,13.92
Cultivar_B,20.27
Cultivar_B,16.00
Cultivar_B,16.50
Cultivar_B,18.55
Cultivar_B,13.05
Cultivar_B,19.62
Cultivar_B,18.96
Cultivar_B,16.15
Cultivar_B,21.82
Cultivar_B,17.41
Cultivar_B,14.22
Cultivar_B,16.12
Cultivar_B,17.58
Cultivar_B,20.24
Cultivar_B,18.47
Cultivar_B,8.29
Cultivar_B,21.19
Cultivar_B,18.28
Cultivar_B,20.14
Cultivar_B,19.17
Cultivar_B,16.25
Cultivar_B,11.24
Cultivar_B,21.25
Cultivar_B,20.00
Cultivar_B,16.83
Cultivar_B,10.35
Cultivar_B,21.27
Cultivar_B,20.43
Cultivar_B,14.24
Cultivar_B,10.54
Cultivar_B,10.45
Cultivar_B,21.55
Cultivar_B,16.63
Cultivar_B,16.55
Cultivar_B,20.24
Cultivar_B,15.57
Cultivar_B,15.67
Cultivar_B,16.90
Cultivar_B,14.27
Cultivar_B,13.90
Cultivar_B,18.83
Cultivar_B,17.30
Cultivar_B,21.27
Cultivar_B,18.03
Cultivar_B,14.40
Cultivar_B,19.92
Cultivar_B,18.55
Cultivar_B,20.31
Cultivar_B,20.88
Cultivar_B,15.08
Cultivar_B,19.11
Cultivar_B,17.49
Cultivar_B,15.75
Cultivar_B,20.42
Cultivar_B,19.19
Cultivar_B,10.59
Cultivar_B,13.47
Cultivar_B,18.73
Cultivar_B,16.49
Cultivar_B,18.82
Cultivar_B,17.51
Cultivar_B,22.74
Cultivar_B,18.18
Cultivar_B,16.80
Cultivar_B,16.30
Cultivar_B,10.73
Cultivar_B,15.87
Cultivar_B,16.52
Cultivar_B,18.10
Cultivar_B,18.10
Cultivar_B,19.48
Cultivar_B,16.10
Cultivar_B,19.62
Cultivar_B,13.24
Cultivar_B,23.67
Cultivar_B,10.77
Cultivar_B,9.92
Cultivar_B,20.29
Cultivar_B,19.81
Cultivar_B,20.32
Cultivar_B,16.19
Cultivar_B,14.37
Cultivar_B,19.12
Cultivar_B,20.30
Cultivar_B,18.56
Cultivar_B,19.83
Cultivar_B,18.08
Cultivar_B,16.11
Cultivar_B,12.63
Cultivar_B,13.64
Cultivar_B,13.35
Cultivar_B,21.18
Cultivar_B,20.91
Cultivar_B,14.05
Cultivar_B,19.39
Cultivar_B,17.08
Cultivar_B,14.87
Cultivar_B,19.86
Cultivar_B,13.08
Cultivar_B,19.39
Cultivar_B,11.93
Cultivar_B,15.33
Cultivar_B,8.38
Cultivar_B,21.17
Cultivar_B,17.49
Cultivar_B,17.52
Cultivar_B,19.42
Cultivar_B,13.46
Cultivar_B,18.17
Cultivar_B,8.63
Cultivar_B,20.20
Cultivar_B,17.08
Cultivar_B,18.34
Cultivar_B,18.25
Cultivar_B,13.17
Cultivar_B,19.84
Cultivar_B,14.40
Cultivar_B,16.42
Cultivar_B,13.19
Cultivar_B,12.28
Cultivar_B,20.45
Cultivar_B,14.79
Cultivar_B,17.70
Cultivar_B,17.38
Cultivar_B,14.32
Cultivar_B,10.01
Cultivar_B,20.20
Cultivar_B,14.96
Cultivar_B,14.77
Cultivar_B,13.00
Cultivar_B,17.92
Cultivar_B,20.53
Cultivar_B,17.57
Cultivar_B,21.02
Cultivar_B,15.05
Cultivar_B,19.93
Cultivar_B,18.88
Cultivar_B,20.12
Cultivar_B,17.89
Cultivar_B,18.47
Cultivar_B,21.81
Cultivar_B,13.48
Cultivar_B,15.37
Cultivar_B,18.75
Cultivar_B,21.27
Cultivar_B,17.76
Cultivar_B,17.77
Cultivar_B,16.87
Cultivar_B,18.67
Cultivar_B,18.90
Cultivar_B,14.64
Cultivar_B,20.32
Cultivar_B,9.65
Cultivar_B,13.83
Cultivar_B,18.26
Cultivar_B,14.31
Cultivar_B,14.82
Cultivar_B,17.28
Cultivar_B,9.68
Cultivar_B,18.70
Cultivar_B,8.65
Cultivar_B,16.63
Cultivar_B,16.59
Cultivar_B,18.17
Cultivar_B,17.86
Cultivar_B,20.46
Cultivar_B,16.38
Cultivar_B,18.73
Cultivar_B,19.01
Cultivar_B,8.19
Cultivar_B,20.06
Cultivar_B,16.10
Cultivar_B,17.06
Cultivar_B,19.81
Cultivar_B,21.30
Cultivar_B,18.15
Cultivar_B,17.02
Cultivar_B,11.27
Cultivar_B,18.46
Cultivar_B,18.91
Cultivar_B,15.78
Cultivar_B,22.97
Cultivar_B,19.48
Cultivar_B,16.17
Cultivar_B,18.89
Cultivar_B,17.30
Cultivar_B,20.13
Cultivar_B,18.18
Cultivar_B,13.46
Cultivar_B,16.90
Cultivar_B,14.23
Cultivar_B,17.80
Cultivar_B,20.52
Cultivar_B,21.67
Cultivar_B,14.61
Cultivar_B,16.05
Cultivar_B,19.52
Cultivar_B,19.03
Cultivar_B,16.08
Cultivar_B,15.03
Cultivar_B,12.80
Cultivar_B,8.80
Cultivar_B,12.13
Cultivar_B,13.57
Cultivar_B,20.23
Cultivar_B,19.32
Cultivar_B,19.19
Cultivar_B,17.38
Cultivar_B,18.29
Cultivar_B,18.10
Cultivar_B,17.80
Cultivar_B,20.73
Cultivar_B,14.72
Cultivar_B,16.96
Cultivar_B,19.14
Cultivar_B,11.78
Cultivar_B,11.73
Cultivar_B,17.78
Cultivar_B,16.24
Cultivar_B,9.28
Cultivar_B,16.02
Cultivar_B,19.25
Cultivar_B,19.06
Cultivar_B,18.01
Cultivar_B,17.10
Cultivar_B,16.06
Cultivar_B,15.10
Cultivar_B,20.79
Cultivar_B,18.57
Cultivar_B,13.51
Cultivar_B,17.20
Cultivar_B,19.53
Cultivar_B,19.80
Cultivar_B,20.74
Cultivar_B,18.81
Cultivar_B,15.84
Cultivar_B,16.90
Cultivar_B,21.12
Cultivar_B,11.35
Cultivar_B,13.44
Cultivar_B,17.26
Cultivar_B,19.46
Cultivar_B,9.00
Cultivar_B,14.67
Cultivar_B,11.92
Cultivar_B,17.34
Cultivar_B,19.39
Cultivar_B,20.13
Cultivar_B,11.80
Cultivar_B,10.64
Cultivar_B,20.62
Cultivar_B,18.44
Cultivar_B,14.82
Cultivar_B,15.71
Cultivar_B,11.84
Cultivar_B,14.99
Cultivar_B,8.58
Cultivar_B,9.97
Cultivar_B,15.02
Cultivar_B,18.82
Cultivar_B,12.72
Cultivar_B,15.87
Cultivar_B,19.08
Cultivar_B,17.12
Cultivar_B,19.86
Cultivar_B,12.90
Cultivar_B,19.30
Cultivar_B,18.86
Cultivar_B,13.44
Cultivar_B,16.21
Cultivar_B,16.73
Cultivar_B,14.37
Cultivar_B,16.77
Cultivar_B,18.39
Cultivar_B,14.15
Cultivar_B,15.32
Cultivar_B,13.24
Cultivar_B,20.03
Cultivar_B,14.48
Cultivar_B,18.70
Cultivar_B,16.97
Cultivar_B,15.39
Cultivar_B,16.04
Cultivar_B,13.01
Cultivar_B,20.12
Cultivar_B,19.73
Cultivar_B,19.88
Cultivar_B,22.05
Cultivar_B,19.04
Cultivar_B,14.98
Cultivar_B,18.03
Cultivar_B,16.75
Cultivar_B,18.91
Cultivar_B,18.27
Cultivar_B,19.69
Cultivar_B,11.83
Cultivar_B,12.50
Cultivar_B,11.18
Cultivar_B,18.84
Cultivar_B,17.49
Cultivar_B,13.40
Cultivar_B,12.13
Cultivar_B,19.78
Cultivar_B,13.96
Cultivar_B,13.35
Cultivar_B,16.36
Cultivar_B,19.54
Cultivar_B,18.23
Cultivar_B,19.55
Cultivar_B,13.80
Cultivar_B,13.16
Cultivar_B,21.59
Cultivar_B,20.05
Cultivar_B,21.30
Cultivar_B,15.56
Cultivar_B,12.41
Cultivar_B,20.42
Cultivar_B,16.85
Cultivar_B,18.18
Cultivar_B,17.63
Cultivar_B,16.67
Cultivar_B,18.66
Cultivar_B,18.71
Cultivar_B,11.76
Cultivar_B,19.52
Cultivar_B,16.98
Cultivar_B,10.10
Cultivar_B,14.41
Cultivar_B,17.57
Cultivar_B,18.87
Cultivar_B,18.49
Cultivar_B,15.33
Cultivar_B,17.85
Cultivar_B,16.28
Cultivar_B,18.65
Cultivar_B,8.43
Cultivar_B,17.35
Cultivar_B,17.57
Cultivar_B,22.03
Cultivar_B,19.41
Cultivar_B,17.01
Cultivar_B,19.03
Cultivar_B,11.02
Cultivar_B,20.69
Cultivar_B,19.34
Cultivar_B,17.32
Cultivar_B,15.25
Cultivar_B,14.22
Cultivar_B,16.08
Cultivar_B,18.48
Cultivar_B,20.88
Cultivar_B,15.84
Cultivar_B,20.38
Cultivar_B,17.07
Cultivar_B,17.80
Cultivar_B,17.99
Cultivar_B,8.97
Cultivar_B,11.71
Cultivar_B,16.99
Cultivar_B,15.92
Cultivar_B,17.36
Cultivar_B,19.16
Cultivar_B,19.72
Cultivar_B,14.72
Cultivar_B,21.60
Cultivar_B,14.97
Cultivar_B,20.59
Cultivar_B,17.00
Cultivar_B,10.85
Cultivar_B,18.35
Cultivar_B,13.54
Cultivar_B,19.25
Cultivar_B,20.45
Cultivar_B,12.16
Cultivar_B,16.34
Cultivar_B,14.24
Cultivar_B,20.66
Cultivar_B,19.70
Cultivar_B,17.67
Cultivar_B,20.14
Cultivar_B,21.35
Cultivar_B,20.61
Cultivar_B,15.17
Cultivar_B,14.24
Cultivar_B,18.33
Cultivar_B,19.24
Cultivar_B,17.50
Cultivar_B,18.47
Cultivar_B,19.72
Cultivar_B,21.13
Cultivar_B,9.92
Cultivar_B,16.91
Cultivar_B,23.21
Cultivar_B,8.69
Cultivar_B,17.57
Cultivar_B,19.54
Cultivar_B,13.87
Cultivar_B,16.21
Cultivar_B,13.99
Cultivar_B,18.77
Cultivar_B,11.15
Cultivar_B,16.96
Cultivar_B,21.27
Cultivar_B,19.26
Cultivar_B,13.41
Cultivar_B,21.27
Cultivar_B,18.60
Cultivar_B,19.47
Cultivar_B,11.86
Cultivar_B,19.14
Cultivar_B,18.20
Cultivar_B,11.32
Cultivar_B,8.57
Cultivar_B,20.08
Cultivar_B,17.92
Cultivar_B,12.14
Cultivar_B,17.31
Cultivar_B,19.31
Cultivar_B,13.38
Cultivar_B,9.69
Cultivar_B,19.53
Cultivar_B,12.28
Cultivar_B,20.12
Cultivar_B,18.22
Cultivar_B,19.07
Cultivar_B,12.73
Cultivar_B,15.09
Cultivar_B,11.30
Cultivar_B,13.94
Cultivar_B,11.35
Cultivar_B,16.57
Cultivar_B,18.05
Cultivar_B,21.35
Cultivar_B,16.19
Cultivar_B,19.46
Cultivar_B,14.86
Cultivar_B,11.50
Cultivar_B,20.64
Cultivar_B,11.06
Cultivar_B,9.67
Cultivar_B,13.50
Cultivar_B,12.00
Cultivar_B,13.51
Cultivar_B,21.63
Cultivar_B,14.11
Cultivar_B,13.23
Cultivar_B,21.89
Cultivar_B,20.79
Cultivar_B,20.58
Cultivar_B,20.03
Cultivar_B,16.96
Cultivar_B,16.41
Cultivar_B,15.86
Cultivar_B,16.37
Cultivar_B,12.08
Cultivar_B,15.65
Cultivar_B,13.19
Cultivar_B,22.11
Cultivar_B,18.50
Cultivar_B,18.50
Cultivar_B,13.49
Cultivar_B,15.48
Cultivar_B,17.81
Cultivar_B,20.28
Cultivar_B,17.87
Cultivar_B,13.60
Cultivar_B,20.54
Cultivar_B,23.03
Cultivar_B,14.84
Cultivar_B,15.96
Cultivar_B,18.84
Cultivar_B,22.13
Cultivar_B,19.20
Cultivar_B,13.72
Cultivar_B,18.35
Cultivar_B,12.56
Cultivar_B,19.50
Cultivar_B,18.04
Cultivar_B,17.90
Cultivar_B,14.93
Cultivar_B,13.00
Cultivar_B,12.02
Cultivar_B,22.30
Cultivar_B,18.58
Cultivar_B,17.77
Cultivar_B,15.74
Cultivar_B,18.32
Cultivar_B,16.18
Cultivar_B,18.72
Cultivar_B,17.24
Cultivar_B,13.61
Cultivar_B,14.74
Cultivar_B,18.60
Cultivar_B,20.67
Cultivar_B,16.65
Cultivar_B,18.87
Cultivar_B,12.16
Cultivar_B,16.95
Cultivar_B,21.21
Cultivar_B,17.70
Cultivar_B,19.40
Cultivar_B,17.42
Cultivar_B,20.27
Cultivar_B,20.12
Cultivar_B,16.56
Cultivar_B,23.51
Cultivar_B,12.86
Cultivar_B,8.67
Cultivar_B,11.85
Cultivar_B,16.13
Cultivar_B,20.65
Cultivar_B,18.71
Cultivar_B,18.76
Cultivar_B,18.45
Cultivar_B,20.74
Cultivar_B,20.43
Cultivar_B,8.20
Cultivar_B,13.38
Cultivar_B,11.35
Cultivar_B,15.52
Cultivar_B,15.18
Cultivar_B,14.86
Cultivar_B,15.65
Cultivar_B,17.33
Cultivar_B,13.25
Cultivar_B,15.18
Cultivar_B,14.86
Cultivar_B,15.65
Cultivar_B,17.33
Cultivar_B,13.25
Cultivar_B,14.41
Cultivar_B,14.41
Cultivar_B,14.41
