type,genotype,block,heat_stress,ht,agw
Triticum aestivum,cv_1,II,control,0,35.09
Triticum aestivum,cv_1,II,control,0,29.58
Triticum aestivum,cv_1,II,control,0,34.53
Triticum aestivum,cv_1,II,control,0,52.72
Triticum aestivum,cv_1,II,control,0,39.29
Triticum aestivum,cv_1,II,control,0,33.62
Triticum aestivum,cv_1,II,control,0,47.38
Triticum aestivum,cv_1,II,control,0,37.42
Triticum aestivum,cv_1,II,control,0,63.13
Triticum aestivum,cv_1,II,control,0,40.9
Triticum aestivum,cv_1,II,control,0,43.38
Triticum aestivum,cv_1,II,control,0,52.11
Triticum aestivum,cv_1,II,control,0,32.93
Triticum aestivum,cv_1,II,control,0,38.84
Triticum aestivum,cv_1,II,control,0,21.92
Triticum aestivum,cv_1,II,control,0,42.79
Triticum aestivum,cv_1,II,control,0,45.95
Triticum aestivum,cv_1,II,control,0,51.04
Triticum aestivum,cv_1,II,control,0,37.59
Triticum aestivum,cv_1,II,control,0,48.67
Triticum aestivum,cv_1,II,control,0,32.49
Triticum aestivum,cv_1,II,control,0,41.51
Triticum aestivum,cv_1,II,control,0,43.35
Triticum aestivum,cv_1,II,control,0,26.52
Triticum aestivum,cv_1,II,control,0,43.82
Triticum aestivum,cv_1,II,control,0,33.04
Triticum aestivum,cv_1,II,control,0,28.06
Triticum aestivum,cv_1,II,control,0,45.74
Triticum aestivum,cv_1,II,control,0,55.48
Triticum aestivum,cv_1,II,control,0,55.38
Triticum aestivum,cv_1,II,control,0,32.63
Triticum aestivum,cv_1,II,control,0,28.56
Triticum aestivum,cv_1,II,control,0,48.64
Triticum aestivum,cv_1,II,control,0,43
Triticum aestivum,cv_1,II,control,0,27.77
Triticum aestivum,cv_1,II,control,0,37.3
Triticum aestivum,cv_1,II,control,0,37.67
Triticum aestivum,cv_1,II,control,0,30.35
Triticum aestivum,cv_1,II,control,0,53.83
Triticum aestivum,cv_1,II,control,0,37.22
Triticum aestivum,cv_1,II,control,0,42.01
Triticum aestivum,cv_1,II,control,0,49.85
Triticum aestivum,cv_1,II,control,0,40.1
Triticum aestivum,cv_1,II,control,0,39.52
Triticum aestivum,cv_1,II,control,0,37.84
Triticum aestivum,cv_1,II,control,0,39.69
Triticum aestivum,cv_1,II,control,0,45.71
Triticum aestivum,cv_1,II,control,0,43.44
Triticum aestivum,cv_1,II,control,0,53.03
Triticum aestivum,cv_1,II,control,0,45.44
Triticum aestivum,cv_1,II,control,0,49.67
Triticum aestivum,cv_1,II,control,0,20.41
Triticum aestivum,cv_1,II,control,0,31.92
Triticum aestivum,cv_1,II,control,0,43.47
Triticum aestivum,cv_1,II,control,0,23.67
Triticum aestivum,cv_1,II,control,0,32.77
Triticum aestivum,cv_1,II,control,0,43.97
Triticum aestivum,cv_1,II,control,0,25.66
Triticum aestivum,cv_1,II,control,0,39.32
Triticum aestivum,cv_1,II,control,0,30.62
Triticum aestivum,cv_1,II,control,0,42.01
Triticum aestivum,cv_1,II,control,0,35.98
Triticum aestivum,cv_1,II,control,0,51.77
Triticum aestivum,cv_1,II,control,0,24.71
Triticum aestivum,cv_1,II,control,0,46.42
Triticum aestivum,cv_1,II,control,0,46.13
Triticum aestivum,cv_1,II,control,0,29.55
Triticum aestivum,cv_1,II,control,0,35.48
Triticum aestivum,cv_1,II,control,0,49.25
Triticum aestivum,cv_1,II,control,0,54.7
Triticum aestivum,cv_1,II,control,0,33.62
Triticum aestivum,cv_1,II,control,0,54.73
Triticum aestivum,cv_1,II,control,0,39.78
Triticum aestivum,cv_1,II,control,0,47.11
Triticum aestivum,cv_1,II,control,0,29.31
Triticum aestivum,cv_1,II,control,0,59.37
Triticum aestivum,cv_1,II,control,0,46.54
Triticum aestivum,cv_1,II,control,0,30.46
Triticum aestivum,cv_1,II,control,0,36.63
Triticum aestivum,cv_1,II,control,0,34.14
Triticum aestivum,cv_1,II,control,0,31.03
Triticum aestivum,cv_1,II,control,0,42.5
Triticum aestivum,cv_1,II,control,0,55.2
Triticum aestivum,cv_1,II,control,0,50.12
Triticum aestivum,cv_1,II,control,0,53.15
Triticum aestivum,cv_1,II,control,0,39.98
Triticum aestivum,cv_1,II,control,0,60.99
Triticum aestivum,cv_1,II,control,0,36.01
Triticum aestivum,cv_1,II,control,0,36.26
Triticum aestivum,cv_1,II,control,0,50.55
Triticum aestivum,cv_1,II,control,0,42.38
Triticum aestivum,cv_1,II,control,0,26.15
Triticum aestivum,cv_1,II,control,0,15.45
Triticum aestivum,cv_1,II,control,0,50.19
Triticum aestivum,cv_1,II,control,0,59.02
Triticum aestivum,cv_1,II,control,0,55.01
Triticum aestivum,cv_1,II,control,0,46.21
Triticum aestivum,cv_1,II,control,0,56.69
Triticum aestivum,cv_1,II,control,0,53.86
Triticum aestivum,cv_1,II,control,0,40.04
Triticum aestivum,cv_1,II,control,0,51.1
Triticum aestivum,cv_1,II,control,0,57.35
Triticum aestivum,cv_1,II,control,0,41.66
Triticum aestivum,cv_1,II,control,0,39.9
Triticum aestivum,cv_1,II,control,0,54.85
Triticum aestivum,cv_1,II,control,0,21.77
Triticum aestivum,cv_1,II,control,0,49.31
Triticum aestivum,cv_1,II,control,0,36.65
Triticum aestivum,cv_1,II,control,0,52.51
Triticum aestivum,cv_1,II,control,0,59.02
Triticum aestivum,cv_1,II,control,0,41.19
Triticum aestivum,cv_1,II,control,0,31.84
Triticum aestivum,cv_1,II,control,0,46.24
Triticum aestivum,cv_1,II,control,0,41.95
Triticum aestivum,cv_1,II,control,0,55.51
Triticum aestivum,cv_1,II,control,0,47.95
Triticum aestivum,cv_1,II,control,0,38.64
Triticum aestivum,cv_1,II,control,0,61.37
Triticum aestivum,cv_1,II,control,0,37.19
Triticum aestivum,cv_1,II,control,0,40.87
Triticum aestivum,cv_1,II,control,0,58.64
Triticum aestivum,cv_1,II,control,0,34.03
Triticum aestivum,cv_1,II,control,0,50.55
Triticum aestivum,cv_1,II,control,0,52.2
Triticum aestivum,cv_1,II,control,0,59.05
Triticum aestivum,cv_1,II,control,0,43.99
Triticum aestivum,cv_1,II,control,0,36.18
Triticum aestivum,cv_1,II,control,0,33.67
Triticum aestivum,cv_1,II,control,0,52.11
Triticum aestivum,cv_1,II,control,0,30.78
Triticum aestivum,cv_1,II,control,0,48.34
Triticum aestivum,cv_1,II,control,0,41.48
Triticum aestivum,cv_1,II,control,0,29.04
Triticum aestivum,cv_1,II,control,0,47.62
Triticum aestivum,cv_1,II,control,0,49.67
Triticum aestivum,cv_1,II,control,0,46.01
Triticum aestivum,cv_1,II,control,0,42.88
Triticum aestivum,cv_1,II,control,0,48.28
Triticum aestivum,cv_1,II,control,0,49.85
Triticum aestivum,cv_1,II,control,0,35.73
Triticum aestivum,cv_1,II,control,0,56.35
Triticum aestivum,cv_1,II,control,0,51.71
Triticum aestivum,cv_1,II,control,0,60.83
Triticum aestivum,cv_1,II,control,0,55.94
Triticum aestivum,cv_1,II,control,0,31.76
Triticum aestivum,cv_1,II,control,0,48.82
Triticum aestivum,cv_1,II,control,0,41.48
Triticum aestivum,cv_1,II,control,0,40.85
Triticum aestivum,cv_1,II,control,0,51.59
Triticum aestivum,cv_1,II,control,0,41.89
Triticum aestivum,cv_1,II,control,0,37.73
Triticum aestivum,cv_1,II,control,0,44.61
Triticum aestivum,cv_1,II,control,0,40.85
Triticum aestivum,cv_1,II,control,0,47.32
Triticum aestivum,cv_1,II,control,0,59.81
Triticum aestivum,cv_1,II,control,0,47.8
Triticum aestivum,cv_1,II,control,0,53.89
Triticum aestivum,cv_1,II,control,0,55.32
Triticum aestivum,cv_1,II,control,0,48.76
Triticum aestivum,cv_1,II,control,0,50.76
Triticum aestivum,cv_1,II,control,0,41.6
Triticum aestivum,cv_1,II,control,0,35.42
Triticum aestivum,cv_1,II,control,0,49.88
Triticum aestivum,cv_1,II,control,0,45.03
Triticum aestivum,cv_1,II,control,0,34.95
Triticum aestivum,cv_1,II,control,0,33.87
Triticum aestivum,cv_1,II,control,0,48.31
Triticum aestivum,cv_1,II,control,0,52.66
Triticum aestivum,cv_1,II,control,0,48.13
Triticum aestivum,cv_1,II,control,0,43.47
Triticum aestivum,cv_1,II,control,0,49.76
Triticum aestivum,cv_1,II,control,0,55.79
Triticum aestivum,cv_1,II,control,0,45.12
Triticum aestivum,cv_1,II,control,0,46.16
Triticum aestivum,cv_1,II,control,0,45.03
Triticum aestivum,cv_1,II,control,0,40.85
Triticum aestivum,cv_1,II,control,0,33.78
Triticum aestivum,cv_1,II,control,0,26.47
Triticum aestivum,cv_1,II,control,0,46.3
Triticum aestivum,cv_1,II,control,0,56.07
Triticum aestivum,cv_1,II,control,0,53.62
Triticum aestivum,cv_1,II,control,0,43.03
Triticum aestivum,cv_1,II,control,0,18.82
Triticum aestivum,cv_1,II,control,0,50.22
Triticum aestivum,cv_1,II,control,0,48.43
Triticum aestivum,cv_1,II,control,0,28.19
Triticum aestivum,cv_1,II,control,0,31.68
Triticum aestivum,cv_1,II,control,0,45.44
Triticum aestivum,cv_1,II,control,0,25.1
Triticum aestivum,cv_1,II,control,0,51.95
Triticum aestivum,cv_1,II,control,0,35.39
Triticum aestivum,cv_1,II,control,0,39.55
Triticum aestivum,cv_1,II,control,0,54.2
Triticum aestivum,cv_1,II,control,0,55.2
Triticum aestivum,cv_1,II,control,0,48.85
Triticum aestivum,cv_1,II,control,0,30.76
Triticum aestivum,cv_1,II,control,0,44.7
Triticum aestivum,cv_1,II,control,0,34.39
Triticum aestivum,cv_1,II,control,0,33.43
Triticum aestivum,cv_1,II,control,0,35.81
Triticum aestivum,cv_1,II,control,0,50.58
Triticum aestivum,cv_1,II,control,0,48.64
Triticum aestivum,cv_1,II,control,0,31.43
Triticum aestivum,cv_1,II,control,0,53.99
Triticum aestivum,cv_1,II,control,0,62.87
Triticum aestivum,cv_1,II,control,0,41.92
Triticum aestivum,cv_1,II,control,0,22.36
Triticum aestivum,cv_1,II,control,0,40.93
Triticum aestivum,cv_1,II,control,0,54.33
Triticum aestivum,cv_1,II,control,0,28.35
Triticum aestivum,cv_1,II,control,0,45.65
Triticum aestivum,cv_1,II,control,0,48.88
Triticum aestivum,cv_1,II,control,0,39.67
Triticum aestivum,cv_1,II,control,0,41.25
Triticum aestivum,cv_1,II,control,0,32.99
Triticum aestivum,cv_1,II,control,0,40.56
Triticum aestivum,cv_1,II,control,0,37.53
Triticum aestivum,cv_1,II,control,0,46.27
Triticum aestivum,cv_1,II,control,0,47.14
Triticum aestivum,cv_1,II,control,0,51.28
Triticum aestivum,cv_1,II,control,0,55.85
Triticum aestivum,cv_1,II,control,0,40.13
Triticum aestivum,cv_1,II,control,0,46.51
Triticum aestivum,cv_1,II,control,0,45.09
Triticum aestivum,cv_1,II,control,0,40.9
Triticum aestivum,cv_1,II,control,0,51.34
Triticum aestivum,cv_1,II,control,0,59.43
Triticum aestivum,cv_1,II,control,0,40.73
Triticum aestivum,cv_1,II,control,0,50.4
Triticum aestivum,cv_1,II,control,0,53.49
Triticum aestivum,cv_1,II,control,0,52.29
Triticum aestivum,cv_1,II,control,0,47.23
Triticum aestivum,cv_1,II,control,0,51.86
Triticum aestivum,cv_1,II,control,0,44.02
Triticum aestivum,cv_1,II,control,0,44.29
Triticum aestivum,cv_1,II,control,0,54.23
Triticum aestivum,cv_1,II,control,0,58.29
Triticum aestivum,cv_1,II,control,0,58.29
Triticum aestivum,cv_1,II,control,0,41.92
Triticum aestivum,cv_1,II,control,0,61.43
Triticum aestivum,cv_1,II,control,0,55.79
Triticum aestivum,cv_1,II,control,0,60.1
Triticum aestivum,cv_1,II,control,0,40.67
Triticum aestivum,cv_1,II,control,0,43.09
Triticum aestivum,cv_1,II,control,0,52.02
Triticum aestivum,cv_1,II,control,0,52.14
Triticum aestivum,cv_1,II,control,0,33.78
Triticum aestivum,cv_1,II,control,0,48.88
Triticum aestivum,cv_1,II,control,0,57.29
Triticum aestivum,cv_1,II,control,0,42.68
Triticum aestivum,cv_1,II,control,0,44.35
Triticum aestivum,cv_1,II,control,0,35.17
Triticum aestivum,cv_1,II,control,0,47.95
Triticum aestivum,cv_1,II,control,0,39.78
Triticum aestivum,cv_1,II,control,0,46.99
Triticum aestivum,cv_1,II,control,0,34.92
Triticum aestivum,cv_1,II,control,0,33.21
Triticum aestivum,cv_1,II,control,0,53.43
Triticum aestivum,cv_1,II,control,0,56.47
Triticum aestivum,cv_1,II,control,0,54.11
Triticum aestivum,cv_1,II,control,0,41.54
Triticum aestivum,cv_1,II,control,0,58.33
Triticum aestivum,cv_1,II,control,0,52.38
Triticum aestivum,cv_1,II,control,0,38.89
Triticum aestivum,cv_1,II,control,0,41.45
Triticum aestivum,cv_1,II,control,0,55.82
Triticum aestivum,cv_1,II,control,0,37.84
Triticum aestivum,cv_1,II,control,0,55.29
Triticum aestivum,cv_1,II,control,0,51.34
Triticum aestivum,cv_1,II,control,0,45.21
Triticum aestivum,cv_1,II,control,0,37.73
Triticum aestivum,cv_1,II,control,0,55.72
Triticum aestivum,cv_1,II,control,0,52.97
Triticum aestivum,cv_1,II,control,0,50.46
Triticum aestivum,cv_1,II,control,0,44.94
Triticum aestivum,cv_1,II,control,0,51.59
Triticum aestivum,cv_1,II,control,0,56.94
Triticum aestivum,cv_1,II,control,0,47.59
Triticum aestivum,cv_1,II,control,0,48.49
Triticum aestivum,cv_1,II,control,0,42.12
Triticum aestivum,cv_1,II,control,0,51.34
Triticum aestivum,cv_1,II,control,0,62.58
Triticum aestivum,cv_1,II,control,0,56.44
Triticum aestivum,cv_1,II,control,0,62.71
Triticum aestivum,cv_1,II,control,0,32.11
Triticum aestivum,cv_1,II,control,0,59.94
Triticum aestivum,cv_1,II,control,0,52.32
Triticum aestivum,cv_1,II,control,0,48.16
Triticum aestivum,cv_1,II,control,0,51.68
Triticum aestivum,cv_1,II,control,0,57.07
Triticum aestivum,cv_1,II,control,0,55.63
Triticum aestivum,cv_1,II,control,0,38.84
Triticum aestivum,cv_1,II,control,0,50.58
Triticum aestivum,cv_1,II,control,0,62.36
Triticum aestivum,cv_1,II,control,0,44.53
Triticum aestivum,cv_1,II,control,0,57.41
Triticum aestivum,cv_1,II,control,0,46.27
Triticum aestivum,cv_1,II,control,0,43.85
Triticum aestivum,cv_1,II,control,0,51.99
Triticum aestivum,cv_1,II,control,0,61.15
Triticum aestivum,cv_1,II,control,0,51.37
Triticum aestivum,cv_1,II,control,0,57.79
Triticum aestivum,cv_1,II,control,0,52.51
Triticum aestivum,cv_1,II,control,0,40.56
Triticum aestivum,cv_1,II,control,0,53.77
Triticum aestivum,cv_1,II,control,0,52.6
Triticum aestivum,cv_1,II,control,0,32.52
Triticum aestivum,cv_1,II,control,0,35.95
Triticum aestivum,cv_1,II,control,0,52.81
Triticum aestivum,cv_1,II,control,0,51.65
Triticum aestivum,cv_1,II,control,0,51.89
Triticum aestivum,cv_1,II,control,0,48.52
Triticum aestivum,cv_1,II,control,0,48.37
Triticum aestivum,cv_1,II,control,0,46.93
Triticum aestivum,cv_1,II,control,0,37.27
Triticum aestivum,cv_1,II,control,0,41.14
Triticum aestivum,cv_1,II,control,0,59.18
Triticum aestivum,cv_1,II,control,0,36.57
Triticum aestivum,cv_1,II,control,0,59.84
Triticum aestivum,cv_1,II,control,0,56.79
Triticum aestivum,cv_1,II,control,0,44.73
Triticum aestivum,cv_1,II,control,0,54.33
Triticum aestivum,cv_1,II,control,0,28.94
Triticum aestivum,cv_1,II,control,0,39.06
Triticum aestivum,cv_1,II,control,0,34.81
Triticum aestivum,cv_1,II,control,0,59.27
Triticum aestivum,cv_1,II,control,0,41.77
Triticum aestivum,cv_1,II,control,0,32.6
Triticum aestivum,cv_1,II,control,0,40.53
Triticum aestivum,cv_1,II,control,0,31.24
Triticum aestivum,cv_1,II,control,0,44.47
Triticum aestivum,cv_1,II,control,0,51.65
Triticum aestivum,cv_1,II,control,0,49.46
Triticum aestivum,cv_1,II,control,0,56.19
Triticum aestivum,cv_1,II,control,0,62.07
Triticum aestivum,cv_1,II,control,0,48.91
Triticum aestivum,cv_1,II,control,0,45.83
Triticum aestivum,cv_1,II,control,0,64.16
Triticum aestivum,cv_1,II,control,0,55.2
Triticum aestivum,cv_1,II,control,0,39.41
Triticum aestivum,cv_1,II,control,0,55.1
Triticum aestivum,cv_1,II,control,0,47.44
Triticum aestivum,cv_1,II,control,0,41.31
Triticum aestivum,cv_1,II,control,0,36.74
Triticum aestivum,cv_1,II,control,0,45.21
Triticum aestivum,cv_1,II,control,0,52.94
Triticum aestivum,cv_1,II,control,0,40.27
Triticum aestivum,cv_1,II,control,0,31.76
Triticum aestivum,cv_1,II,control,0,50.09
Triticum aestivum,cv_1,II,control,0,48.1
Triticum aestivum,cv_1,II,control,0,59.15
Triticum aestivum,cv_1,II,control,0,30
Triticum aestivum,cv_1,II,control,0,52.05
Triticum aestivum,cv_1,II,control,0,40.07
Triticum aestivum,cv_1,II,control,0,43.55
Triticum aestivum,cv_1,II,control,0,57.07
Triticum aestivum,cv_1,II,control,0,42.27
Triticum aestivum,cv_1,II,control,0,53.71
Triticum aestivum,cv_1,II,control,0,31.24
Triticum aestivum,cv_1,II,control,0,51.74
Triticum aestivum,cv_1,II,control,0,33.18
Triticum aestivum,cv_1,II,control,0,48.4
Triticum aestivum,cv_1,II,control,0,28.17
Triticum aestivum,cv_1,II,control,0,45.23
Triticum aestivum,cv_1,II,control,0,61.08
Triticum aestivum,cv_1,II,control,0,42.36
Triticum aestivum,cv_1,II,control,0,53.77
Triticum aestivum,cv_1,II,control,0,50.25
Triticum aestivum,cv_1,II,control,0,60.19
Triticum aestivum,cv_1,II,control,0,49.46
Triticum aestivum,cv_1,II,control,0,64.35
Triticum aestivum,cv_1,II,control,0,48.16
Triticum aestivum,cv_1,II,control,0,43.79
Triticum aestivum,cv_1,II,control,0,57.82
Triticum aestivum,cv_1,II,control,0,40.87
Triticum aestivum,cv_1,II,control,0,52.78
Triticum aestivum,cv_1,II,control,0,40.1
Triticum aestivum,cv_1,II,control,0,48.07
Triticum aestivum,cv_1,II,control,0,42.73
Triticum aestivum,cv_1,II,control,0,24.08
Triticum aestivum,cv_1,II,control,0,54.05
Triticum aestivum,cv_1,II,control,0,53.4
Triticum aestivum,cv_1,II,control,0,26.05
Triticum aestivum,cv_1,II,control,0,40.07
Triticum aestivum,cv_1,II,control,0,43.11
Triticum aestivum,cv_1,II,control,0,26.15
Triticum aestivum,cv_1,II,control,0,41.19
Triticum aestivum,cv_1,II,control,0,57.66
Triticum aestivum,cv_1,II,control,0,47.35
Triticum aestivum,cv_1,II,control,0,46.84
Triticum aestivum,cv_1,II,control,0,40.15
Triticum aestivum,cv_1,II,control,0,50.31
Triticum aestivum,cv_1,II,control,0,54.54
Triticum aestivum,cv_1,II,control,0,37.7
Triticum aestivum,cv_1,II,control,0,50.73
Triticum aestivum,cv_1,II,control,0,48.55
Triticum aestivum,cv_1,II,control,0,46.36
Triticum aestivum,cv_1,II,control,0,44.53
Triticum aestivum,cv_1,II,control,0,50.61
Triticum aestivum,cv_1,II,control,0,48.25
Triticum aestivum,cv_1,II,control,0,46.24
Triticum aestivum,cv_1,II,control,0,48.16
Triticum aestivum,cv_1,II,control,0,42.94
Triticum aestivum,cv_1,II,control,0,33.23
Triticum aestivum,cv_1,II,control,0,52.6
Triticum aestivum,cv_1,II,control,0,47.05
Triticum aestivum,cv_1,II,control,0,54.14
Triticum aestivum,cv_1,II,control,0,51.22
Triticum aestivum,cv_1,II,control,0,49.64
Triticum aestivum,cv_1,II,control,0,52.08
Triticum aestivum,cv_1,II,control,0,49.49
Triticum aestivum,cv_1,II,control,0,41.25
Triticum aestivum,cv_1,II,control,0,55.26
Triticum aestivum,cv_1,II,control,0,48.58
Triticum aestivum,cv_1,II,control,0,44.41
Triticum aestivum,cv_1,II,control,0,45.26
Triticum aestivum,cv_1,II,control,0,56.07
Triticum aestivum,cv_1,II,control,0,56.07
Triticum aestivum,cv_1,II,control,0,61.91
Triticum aestivum,cv_1,II,control,0,49.67
Triticum aestivum,cv_1,II,control,0,38.1
Triticum aestivum,cv_1,II,control,0,39.87
Triticum aestivum,cv_1,II,control,0,53.4
Triticum aestivum,cv_1,II,control,0,59.08
Triticum aestivum,cv_1,II,control,0,46.69
Triticum aestivum,cv_1,II,control,0,42.53
Triticum aestivum,cv_1,II,control,0,49.31
Triticum aestivum,cv_1,II,control,0,57.98
Triticum aestivum,cv_1,II,control,0,47.53
Triticum aestivum,cv_1,II,control,0,53.15
Triticum aestivum,cv_1,II,control,0,22.99
Triticum aestivum,cv_1,II,control,0,31.46
Triticum aestivum,cv_1,II,control,0,47.83
Triticum aestivum,cv_1,II,control,0,41.74
Triticum aestivum,cv_1,II,control,0,44.97
Triticum aestivum,cv_1,II,control,0,39.09
Triticum aestivum,cv_1,II,control,0,41.63
Triticum aestivum,cv_1,II,control,0,45.86
Triticum aestivum,cv_1,II,control,0,40.1
Triticum aestivum,cv_1,II,control,0,51.07
Triticum aestivum,cv_1,II,control,0,43.91
Triticum aestivum,cv_1,II,control,0,46.45
Triticum aestivum,cv_1,II,control,0,53.77
Triticum aestivum,cv_1,II,control,0,56.04
Triticum aestivum,cv_1,II,control,0,49.37
Triticum aestivum,cv_1,II,control,0,46.51
Triticum aestivum,cv_1,II,control,0,47.11
Triticum aestivum,cv_1,II,control,0,31.95
Triticum aestivum,cv_1,II,control,0,46.27
Triticum aestivum,cv_1,II,control,0,50.22
Triticum aestivum,cv_1,II,control,0,30.49
Triticum aestivum,cv_1,II,control,0,46.04
Triticum aestivum,cv_1,II,control,0,55.29
Triticum aestivum,cv_1,II,control,0,41.54
Triticum aestivum,cv_1,II,control,0,57.35
Triticum aestivum,cv_1,II,control,0,56.91
Triticum aestivum,cv_1,II,control,0,54.17
Triticum aestivum,cv_1,II,control,0,29.34
Triticum aestivum,cv_1,II,control,0,48.85
Triticum aestivum,cv_1,II,control,0,58.14
Triticum aestivum,cv_1,II,control,0,50.49
Triticum aestivum,cv_1,II,control,0,53.34
Triticum aestivum,cv_1,II,control,0,46.75
Triticum aestivum,cv_1,II,control,0,41.16
Triticum aestivum,cv_1,II,control,0,46.93
Triticum aestivum,cv_1,II,control,0,54.45
Triticum aestivum,cv_1,II,control,0,22.91
Triticum aestivum,cv_1,II,control,0,37.02
Triticum aestivum,cv_1,II,control,0,25.79
Triticum aestivum,cv_1,II,control,0,52.97
Triticum aestivum,cv_1,II,control,0,34.17
Triticum aestivum,cv_1,II,control,0,52.29
Triticum aestivum,cv_1,II,control,0,37.98
Triticum aestivum,cv_1,II,control,0,53.55
Triticum aestivum,cv_1,II,control,0,35.06
Triticum aestivum,cv_1,II,control,0,41.92
Triticum aestivum,cv_1,II,control,0,53.71
Triticum aestivum,cv_1,II,control,0,53.18
Triticum aestivum,cv_1,II,control,0,52.97
Triticum aestivum,cv_1,II,control,0,50.19
Triticum aestivum,cv_1,II,control,0,52.38
Triticum aestivum,cv_1,II,control,0,43.64
Triticum aestivum,cv_1,II,control,0,40.82
Triticum aestivum,cv_1,II,control,0,48.52
Triticum aestivum,cv_1,II,control,0,45.53
Triticum aestivum,cv_1,II,control,0,41.37
Triticum aestivum,cv_1,II,control,0,49.67
Triticum aestivum,cv_1,II,control,0,57.29
Triticum aestivum,cv_1,II,control,0,44.47
Triticum aestivum,cv_1,II,control,0,47.23
Triticum aestivum,cv_1,II,control,0,38.72
Triticum aestivum,cv_1,II,control,0,40.73
Triticum aestivum,cv_1,II,control,0,47.68
Triticum aestivum,cv_1,II,control,0,34.48
Triticum aestivum,cv_1,II,control,0,29.76
Triticum aestivum,cv_1,II,control,0,52.35
Triticum aestivum,cv_1,II,control,0,44.29
Triticum aestivum,cv_1,II,control,0,45.59
Triticum aestivum,cv_1,II,control,0,57.01
Triticum aestivum,cv_1,II,control,0,29.26
Triticum aestivum,cv_1,II,control,0,49.22
Triticum aestivum,cv_1,II,control,0,52.02
Triticum aestivum,cv_1,II,control,0,48.64
Triticum aestivum,cv_1,II,control,0,53.86
Triticum aestivum,cv_1,II,control,0,50.46
Triticum aestivum,cv_1,II,control,0,39.78
Triticum aestivum,cv_1,II,control,0,51.56
Triticum aestivum,cv_1,II,control,0,52.94
Triticum aestivum,cv_1,II,control,0,56.35
Triticum aestivum,cv_1,II,control,0,24.13
Triticum aestivum,cv_1,II,control,0,42.33
Triticum aestivum,cv_1,II,control,0,40.13
Triticum aestivum,cv_1,II,control,0,54.05
Triticum aestivum,cv_1,II,control,0,53.89
Triticum aestivum,cv_1,II,control,0,44.61
Triticum aestivum,cv_1,II,control,0,58.61
Triticum aestivum,cv_1,II,control,0,25.61
Triticum aestivum,cv_1,II,control,0,27.98
Triticum aestivum,cv_1,II,control,0,47.44
Triticum aestivum,cv_1,II,control,0,44.76
Triticum aestivum,cv_1,II,control,0,42.41
Triticum aestivum,cv_1,II,control,0,57.13
Triticum aestivum,cv_1,II,control,0,41.48
Triticum aestivum,cv_1,II,control,0,50.12
Triticum aestivum,cv_1,II,control,0,49.31
Triticum aestivum,cv_1,II,control,0,35.81
Triticum aestivum,cv_1,II,control,0,56.47
Triticum aestivum,cv_1,II,control,0,53.18
Triticum aestivum,cv_1,II,control,0,37.95
Triticum aestivum,cv_1,II,control,0,32.68
Triticum aestivum,cv_1,II,control,0,47.74
Triticum aestivum,cv_1,II,control,0,52.81
Triticum aestivum,cv_1,II,control,0,52.11
Triticum aestivum,cv_1,II,control,0,42.76
Triticum aestivum,cv_1,II,control,0,52.51
Triticum aestivum,cv_1,II,control,0,40.59
Triticum aestivum,cv_1,II,control,0,49.73
Triticum aestivum,cv_1,II,control,0,49.34
Triticum aestivum,cv_1,II,control,0,51.4
Triticum aestivum,cv_1,II,control,0,48.82
Triticum aestivum,cv_1,II,control,0,44.94
Triticum aestivum,cv_1,II,control,0,34.78
Triticum aestivum,cv_1,II,control,0,49.61
Triticum aestivum,cv_1,II,control,0,32.38
Triticum aestivum,cv_1,II,control,0,39.75
Triticum aestivum,cv_1,II,control,0,46.01
Triticum aestivum,cv_1,II,control,0,31.27
Triticum aestivum,cv_1,II,control,0,57.01
Triticum aestivum,cv_1,II,control,0,35.81
Triticum aestivum,cv_1,II,control,0,38.01
Triticum aestivum,cv_1,II,control,0,53.92
Triticum aestivum,cv_1,II,control,0,44.23
Triticum aestivum,cv_1,II,control,0,45.44
Triticum aestivum,cv_1,II,control,0,18.08
Triticum aestivum,cv_1,II,control,0,42.47
Triticum aestivum,cv_1,II,control,0,53.18
Triticum aestivum,cv_1,II,control,0,44.91
Triticum aestivum,cv_1,II,control,0,54.17
Triticum aestivum,cv_1,II,control,0,40.64
Triticum aestivum,cv_1,II,control,0,57.85
Triticum aestivum,cv_1,II,control,0,49.03
Triticum aestivum,cv_1,II,control,0,34.28
Triticum aestivum,cv_1,II,control,0,51.68
Triticum aestivum,cv_1,II,control,0,56.54
Triticum aestivum,cv_1,II,control,0,51.95
Triticum aestivum,cv_1,II,control,0,49.22
Triticum aestivum,cv_1,II,control,0,40.3
Triticum aestivum,cv_1,II,control,0,61.62
Triticum aestivum,cv_1,II,control,0,46.93
Triticum aestivum,cv_1,II,control,0,45.03
Triticum aestivum,cv_1,II,control,0,50.61
Triticum aestivum,cv_1,II,control,0,34.95
Triticum aestivum,cv_1,II,control,0,47.2
Triticum aestivum,cv_1,II,control,0,52.08
Triticum aestivum,cv_1,II,control,0,39.78
Triticum aestivum,cv_1,II,control,0,40.15
Triticum aestivum,cv_1,II,control,0,28.19
Triticum aestivum,cv_1,II,control,0,45.47
Triticum aestivum,cv_1,II,control,0,38.69
Triticum aestivum,cv_1,II,control,0,27.38
Triticum aestivum,cv_1,II,control,0,53.62
Triticum aestivum,cv_1,II,control,0,46.21
