Genotype,Nitrogen_Level,Replicate,Yield
CV5,100,71,4.71
CV5,100,72,4.33
CV5,100,73,4.49
CV5,100,74,4.57
CV5,100,75,4.35
CV5,100,76,4.54
CV5,100,77,4.48
CV5,100,78,4.19
CV5,100,79,4.53
CV5,100,80,4.25
CV5,100,81,4.62
CV5,100,82,4.33
CV5,100,83,4.42
CV5,100,84,4.69
CV5,100,85,4.54
CV5,100,86,4.25
CV5,100,87,4.27
CV5,100,88,4.34
CV5,100,89,4.52
CV5,100,90,4.51
CV5,100,91,4.30
CV5,100,92,4.25
CV5,100,93,4.50
CV5,100,94,4.41
CV5,100,95,4.83
CV5,100,96,4.46
CV5,100,97,4.77
CV5,100,98,4.25
CV5,100,99,4.17
CV5,100,100,4.25
CV5,100,101,4.66
CV5,100,102,4.76
CV5,100,103,4.31
CV5,100,104,4.37
CV5,100,105,4.25
CV5,100,106,4.13
CV5,100,107,4.57
CV5,100,108,4.49
CV5,100,109,4.45
CV5,100,110,4.20
CV5,100,111,4.74
CV5,100,112,4.36
CV5,100,113,4.55
CV5,100,114,4.19
CV5,100,115,4.41
CV5,100,116,4.50
CV5,100,117,4.51
CV5,100,118,4.48
CV5,100,119,4.54
CV5,100,120,4.25
CV5,100,121,4.49
CV5,100,122,4.47
CV5,100,123,4.49
CV5,100,124,4.46
CV5,100,125,4.23
CV5,100,126,4.22
CV5,100,127,4.06
CV5,100,128,4.59
CV5,100,129,4.60
CV5,100,130,4.60
CV5,100,131,4.50
CV5,100,132,4.07
CV5,100,133,4.26
CV5,100,134,4.48
CV5,100,135,4.48
CV5,100,136,4.41
CV5,100,137,4.51
CV5,100,138,4.45
CV5,100,139,4.47
CV5,100,140,4.33
CV5,100,141,4.63
CV5,100,142,4.37
CV5,100,143,4.21
CV5,100,144,4.32
CV5,100,145,4.39
CV5,100,146,4.63
CV5,100,147,4.44
CV5,100,148,4.41
CV5,100,149,4.23
CV5,100,150,4.59
CV5,100,151,4.33
CV5,100,152,4.43
CV5,100,153,4.72
CV5,100,154,4.54
CV5,100,155,4.16
CV5,100,156,4.14
CV5,100,157,4.44
CV5,100,158,4.24
CV5,100,159,4.57
CV5,100,160,4.46
CV5,100,161,4.48
CV5,100,162,4.33
CV5,100,163,4.76
CV5,100,164,4.96
CV5,100,165,4.40
CV5,100,166,4.51
CV5,100,167,4.47
CV5,100,168,4.41
CV5,100,169,4.30
CV5,100,170,4.25
CV5,100,171,4.25
CV5,100,172,4.52
CV5,100,173,4.36
CV5,100,174,3.99
CV5,100,175,4.53
CV5,100,176,4.44
CV5,100,177,4.69
CV5,100,178,4.51
CV5,100,179,4.18
CV5,100,180,4.05
CV5,100,181,4.33
CV5,100,182,4.33
CV5,100,183,4.62
CV5,100,184,4.45
CV5,100,185,4.65
CV5,100,186,4.22
CV5,100,187,4.62
CV5,100,188,4.57
CV5,100,189,4.09
CV5,100,190,4.68
CV5,100,191,4.47
CV5,100,192,4.52
CV5,100,193,4.30
CV5,100,194,4.68
CV5,100,195,4.24
CV5,100,196,4.60
CV5,100,197,4.59
CV5,100,198,4.28
CV5,100,199,4.81
CV5,100,200,4.49
CV5,100,201,4.57
CV5,100,202,4.17
CV5,100,203,4.82
CV5,100,204,4.24
CV5,100,205,4.63
CV5,100,206,4.27
CV5,100,207,4.34
CV5,100,208,4.59
CV5,100,209,4.64
CV5,100,210,4.23
CV5,100,211,4.65
CV5,100,212,4.64
CV5,100,213,4.28
CV5,100,214,4.73
CV5,100,215,4.19
CV5,100,216,4.34
CV5,100,217,4.54
CV5,100,218,4.30
CV5,100,219,4.49
CV5,100,220,4.49
CV5,100,221,4.41
CV5,100,222,4.60
CV5,100,223,4.41
CV5,100,224,4.49
CV5,100,225,4.65
CV5,100,226,4.59
CV5,100,227,4.59
CV5,100,228,4.25
CV5,100,229,4.54
CV5,100,230,4.29
CV5,100,231,4.22
CV5,100,232,4.44
CV5,100,233,4.29
CV5,100,234,4.59
CV5,100,235,4.59
CV5,100,236,4.11
CV5,100,237,4.30
CV5,100,238,4.19
CV5,100,239,4.37
CV5,100,240,4.53
CV5,100,241,4.41
CV5,100,242,4.34
CV5,100,243,4.68
CV5,100,244,4.04
CV5,100,245,4.67
CV5,100,246,4.35
CV5,100,247,4.43
CV5,100,248,4.35
CV5,100,249,4.73
CV5,100,250,4.23
CV5,100,251,4.45
CV5,100,252,4.55
CV5,100,253,4.17
CV5,100,254,4.29
CV5,100,255,4.42
CV5,100,256,4.29
CV5,100,257,4.31
CV5,100,258,4.39
CV5,100,259,4.57
CV5,100,260,4.39
CV5,100,261,4.65
CV5,100,262,4.27
CV5,100,263,4.23
CV5,100,264,4.80
CV5,100,265,4.33
CV5,100,266,4.22
CV5,100,267,4.14
CV5,100,268,4.65
CV5,100,269,4.39
CV5,100,270,4.41
CV5,100,271,4.42
CV5,100,272,4.63
CV5,100,273,4.41
CV5,100,274,4.87
CV5,100,275,4.48
CV5,100,276,4.64
CV5,100,277,4.59
CV5,100,278,4.44
CV5,100,279,4.34
CV5,100,280,4.51
CV5,100,281,4.54
CV5,100,282,4.35
CV5,100,283,4.48
CV5,100,284,4.67
CV5,100,285,4.81
CV5,100,286,4.60
CV5,100,287,4.78
CV5,100,288,4.33
CV5,100,289,4.57
CV5,100,290,4.69
CV5,100,291,4.29
CV5,100,292,4.36
CV5,100,293,4.76
CV5,100,294,4.27
CV5,100,295,4.21
CV5,100,296,4.73
CV5,100,297,4.66
CV5,100,298,4.53
CV5,100,299,4.44
CV5,100,300,4.37
CV5,100,301,4.50
CV5,100,302,4.73
CV5,100,303,4.49
CV5,100,304,4.83
CV5,100,305,4.29
CV5,100,306,4.45
CV5,100,307,4.39
CV5,100,308,4.25
CV5,100,309,4.42
CV5,100,310,4.52
CV5,100,311,4.54
CV5,100,312,4.83
CV5,100,313,4.53
CV5,100,314,4.65
CV5,100,315,4.46
CV5,100,316,4.75
CV5,100,317,4.88
CV5,100,318,4.55
CV5,100,319,4.27
CV5,100,320,4.35
CV5,100,321,4.50
CV5,100,322,4.53
CV5,100,323,4.57
CV5,100,324,4.53
CV5,100,325,4.45
CV5,100,326,4.33
CV5,100,327,4.52
CV5,100,328,4.78
CV5,100,329,4.63
CV5,100,330,4.55
CV5,100,331,4.64
CV5,100,332,4.39
CV5,100,333,4.36
CV5,100,334,4.32
CV5,100,335,4.42
CV5,100,336,4.38
CV5,100,337,4.66
CV5,100,338,4.36
CV5,100,339,4.31
CV5,100,340,4.80
CV5,100,341,4.37
CV5,100,342,4.48
CV5,100,343,4.53
CV5,100,344,4.25
CV5,100,345,4.67
CV5,100,346,4.57
CV5,100,347,4.73
CV5,100,348,4.33
CV5,100,349,4.47
CV5,100,350,4.46
CV5,100,351,4.49
CV5,100,352,4.19
CV5,100,353,4.47
CV5,100,354,4.19
CV5,100,355,4.51
CV5,100,356,4.07
CV5,100,357,4.12
CV5,100,358,4.59
CV5,100,359,4.35
CV5,100,360,4.27
CV5,100,361,4.67
CV5,100,362,4.51
CV5,100,363,4.60
CV5,100,364,4.42
CV5,100,365,4.93
CV5,100,366,4.34
CV5,100,367,4.76
CV5,100,368,4.44
CV5,100,369,4.16
CV5,100,370,4.54
CV5,100,371,4.50
CV5,100,372,4.26
CV5,100,373,4.29
CV5,100,374,4.45
CV5,100,375,4.51
CV5,100,376,4.01
CV5,100,377,4.64
CV5,100,378,4.36
CV5,100,379,4.21
CV5,100,380,4.62
CV5,100,381,4.45
CV5,100,382,4.66
CV5,100,383,4.53
CV5,100,384,4.45
CV5,100,385,4.42
CV5,100,386,4.54
CV5,100,387,4.38
CV5,100,388,4.30
CV5,100,389,4.56
CV5,100,390,4.42
CV5,100,391,4.46
CV5,100,392,4.65
CV5,100,393,4.43
CV5,100,394,4.45
CV5,100,395,4.34
CV5,100,396,4.53
CV5,100,397,4.51
CV5,100,398,4.61
CV5,100,399,4.34
CV5,100,400,4.37
CV5,100,401,4.59
CV5,100,402,4.49
CV5,100,403,4.29
CV5,100,404,4.68
CV5,100,405,4.15
CV5,100,406,4.59
CV5,100,407,4.23
CV5,100,408,4.79
CV5,100,409,4.17
CV5,100,410,4.65
CV5,100,411,4.43
CV5,100,412,4.39
CV5,100,413,4.49
CV5,100,414,4.57
CV5,100,415,4.29
CV5,100,416,4.31
CV5,100,417,4.57
CV5,100,418,4.15
CV5,100,419,4.34
CV5,100,420,5.61
CV5,100,421,4.81
CV5,100,422,5.23
CV5,100,423,4.88
CV5,100,424,5.10
CV5,100,425,5.13
CV5,100,426,5.23
CV5,100,427,4.96
CV5,100,428,5.40
CV5,100,429,4.88
CV5,100,430,5.05
CV5,100,431,5.05
CV5,100,432,4.78
CV5,100,433,4.94
CV5,100,434,5.03
CV5,100,435,4.91
CV5,100,436,5.49
CV5,100,437,4.83
CV5,100,438,5.24
CV5,100,439,5.17
CV5,100,440,5.00
CV5,100,441,4.83
CV5,100,442,4.85
CV5,100,443,4.90
CV5,100,444,4.64
CV5,100,445,4.80
CV5,100,446,4.70
CV5,100,447,5.27
CV5,100,448,5.12
CV5,100,449,5.16
CV5,100,450,5.12
CV5,100,451,5.03
CV5,100,452,5.29
CV5,100,453,4.88
CV5,100,454,5.02
CV5,100,455,5.15
CV5,100,456,4.74
CV5,100,457,5.62
CV5,100,458,5.01
CV5,100,459,5.03
CV5,100,460,5.25
CV5,100,461,5.18
CV5,100,462,5.01
CV5,100,463,5.03
CV5,100,464,4.70
CV5,100,465,4.89
CV5,100,466,5.10
CV5,100,467,5.09
CV5,100,468,5.24
CV5,100,469,4.98
CV5,100,470,4.72
CV5,100,471,5.21
CV5,100,472,5.29
CV5,100,473,5.18
CV5,100,474,4.97
CV5,100,475,5.21
CV5,100,476,5.69
CV5,100,477,5.02
CV5,100,478,4.74
CV5,100,479,4.88
CV5,100,480,5.13
CV5,100,481,4.68
CV5,100,482,5.03
CV5,100,483,5.08
CV5,100,484,5.31
CV5,100,485,5.26
CV5,100,486,5.17
CV5,100,487,4.57
CV5,100,488,5.18
CV5,100,489,5.14
CV5,100,490,5.05
CV5,100,491,4.65
CV5,100,492,4.84
CV5,100,493,4.77
CV5,100,494,4.60
CV5,100,495,5.00
CV5,100,496,4.84
CV5,100,497,5.53
CV5,100,498,4.97
CV5,100,499,5.26
CV5,100,500,4.69
CV5,150,1,5.96
CV5,150,2,5.99
CV5,150,3,5.92
CV5,150,4,6.02
CV5,150,5,5.99
CV5,150,6,5.83
CV5,150,7,6.34
CV5,150,8,5.70
CV5,150,9,6.14
CV5,150,10,5.98
CV5,150,11,6.38
CV5,150,12,6.07
CV5,150,13,5.93
CV5,150,14,5.95
CV5,150,15,6.01
CV5,150,16,5.77
CV5,150,17,5.85
CV5,150,18,5.64
CV5,150,19,5.82
CV5,150,20,6.02
CV5,150,21,6.06
CV5,150,22,5.60
CV5,150,23,5.97
CV5,150,24,6.11
CV5,150,25,5.97
CV5,150,26,5.87
CV5,150,27,5.92
CV5,150,28,5.89
CV5,150,29,5.87
CV5,150,30,6.03
CV5,150,31,6.46
CV5,150,32,5.85
CV5,150,33,5.94
CV5,150,34,5.99
CV5,150,35,5.86
CV5,150,36,6.22
CV5,150,37,5.53
CV5,150,38,5.89
CV5,150,39,6.16
CV5,150,40,5.94
CV5,150,41,5.84
CV5,150,42,6.09
CV5,150,43,6.18
CV5,150,44,6.04
CV5,150,45,5.84
CV5,150,46,6.09
CV5,150,47,5.92
CV5,150,48,6.15
CV5,150,49,6.30
CV5,150,50,5.48
CV5,150,51,6.02
CV5,150,52,5.65
CV5,150,53,6.49
CV5,150,54,5.91
CV5,150,55,6.15
CV5,150,56,5.99
CV5,150,57,5.84
CV5,150,58,5.82
CV5,150,59,6.32
CV5,150,60,6.19
CV5,150,61,6.39
CV5,150,62,6.01
CV5,150,63,6.06
CV5,150,64,5.95
CV5,150,65,5.94
CV5,150,66,5.79
CV5,150,67,6.02
CV5,150,68,5.84
CV5,150,69,6.09
CV5,150,70,6.03
CV5,150,71,6.06
CV5,150,72,6.34
CV5,150,73,5.99
CV5,150,74,6.15
CV5,150,75,6.41
CV5,150,76,6.26
CV5,150,77,6.23
CV5,150,78,5.94
CV5,150,79,6.05
CV5,150,80,5.74
CV5,150,81,6.10
CV5,150,82,6.05
CV5,150,83,6.00
CV5,150,84,6.21
CV5,150,85,5.76
CV5,150,86,6.33
CV5,150,87,6.18
CV5,150,88,5.99
CV5,150,89,5.97
CV5,150,90,6.10
CV5,150,91,6.30
CV5,150,92,6.02
CV5,150,93,6.03
CV5,150,94,6.00
CV5,150,95,6.36
CV5,150,96,5.93
CV5,150,97,5.99
CV5,150,98,6.29
CV5,150,99,6.03
CV5,150,100,6.23
CV5,150,101,5.82
CV5,150,102,5.96
CV5,150,103,6.30
CV5,150,104,5.86
CV5,150,105,5.97
CV5,150,106,6.05
CV5,150,107,5.80
CV5,150,108,5.92
CV5,150,109,6.02
CV5,150,110,6.01
CV5,150,111,6.26
CV5,150,112,6.31
CV5,150,113,5.83
CV5,150,114,6.02
CV5,150,115,6.13
CV5,150,116,6.30
CV5,150,117,6.14
CV5,150,118,6.06
CV5,150,119,6.13
CV5,150,120,6.13
CV5,150,121,5.81
CV5,150,122,6.04
CV5,150,123,6.29
CV5,150,124,5.96
CV5,150,125,6.03
CV5,150,126,5.95
CV5,150,127,5.54
CV5,150,128,6.00
CV5,150,129,6.06
CV5,150,130,5.90
CV5,150,131,5.77
CV5,150,132,5.82
CV5,150,133,6.15
CV5,150,134,6.39
CV5,150,135,6.28
CV5,150,136,5.73
CV5,150,137,6.17
CV5,150,138,5.87
CV5,150,139,5.88
CV5,150,140,5.91
CV5,150,141,6.14
CV5,150,142,6.19
CV5,150,143,5.98
CV5,150,144,5.98
CV5,150,145,6.09
CV5,150,146,6.11
CV5,150,147,6.24
CV5,150,148,5.74
CV5,150,149,6.00
CV5,150,150,5.79
CV5,150,151,5.99
CV5,150,152,5.95
CV5,150,153,5.99
CV5,150,154,5.84
CV5,150,155,5.70
CV5,150,156,5.58
CV5,150,157,5.97
CV5,150,158,5.91
CV5,150,159,5.86
CV5,150,160,6.26
CV5,150,161,5.83
CV5,150,162,6.28
CV5,150,163,6.32
CV5,150,164,5.61
CV5,150,165,6.02
CV5,150,166,5.92
CV5,150,167,5.42
CV5,150,168,5.71
CV5,150,169,6.15
CV5,150,170,6.40
CV5,150,171,6.18
CV5,150,172,6.06
CV5,150,173,6.00
CV5,150,174,6.34
CV5,150,175,6.43
CV5,150,176,5.88
CV5,150,177,5.60
CV5,150,178,5.58
CV5,150,179,6.26
CV5,150,180,5.99
CV5,150,181,6.04
CV5,150,182,5.64
CV5,150,183,5.85
CV5,150,184,5.94
CV5,150,185,6.04
CV5,150,186,5.92
CV5,150,187,5.79
CV5,150,188,5.84
CV5,150,189,6.24
CV5,150,190,6.05
CV5,150,191,6.12
CV5,150,192,5.82
CV5,150,193,5.41
CV5,150,194,5.90
CV5,150,195,5.83
CV5,150,196,6.07
CV5,150,197,6.66
CV5,150,198,6.14
CV5,150,199,6.55
CV5,150,200,6.11
CV5,150,201,5.87
CV5,150,202,6.07
CV5,150,203,6.36
CV5,150,204,6.37
CV5,150,205,5.88
CV5,150,206,6.05
CV5,150,207,5.71
CV5,150,208,6.16
CV5,150,209,6.31
CV5,150,210,6.01
CV5,150,211,5.87
CV5,150,212,6.07
CV5,150,213,6.08
CV5,150,214,6.02
CV5,150,215,6.04
CV5,150,216,5.97
CV5,150,217,6.20
CV5,150,218,6.15
CV5,150,219,5.80
CV5,150,220,5.80
CV5,150,221,5.95
CV5,150,222,6.15
CV5,150,223,6.03
CV5,150,224,5.87
CV5,150,225,6.05
CV5,150,226,5.93
CV5,150,227,6.18
CV5,150,228,6.07
CV5,150,229,5.94
CV5,150,230,6.05
CV5,150,231,6.26
CV5,150,232,5.89
CV5,150,233,6.08
CV5,150,234,5.99
CV5,150,235,6.09
CV5,150,236,5.87
CV5,150,237,6.02
CV5,150,238,6.22
CV5,150,239,5.81
CV5,150,240,5.73
CV5,150,241,5.74
CV5,150,242,5.77
CV5,150,243,6.12
CV5,150,244,5.72
CV5,150,245,5.94
CV5,150,246,6.12
CV5,150,247,6.08
CV5,150,248,5.92
CV5,150,249,6.04
CV5,150,250,6.02
CV5,150,251,5.96
CV5,150,252,5.96
CV5,150,253,6.45
CV5,150,254,6.16
CV5,150,255,6.50
CV5,150,256,5.90
CV5,150,257,5.98
CV5,150,258,5.73
CV5,150,259,5.84
CV5,150,260,6.38
CV5,150,261,5.90
CV5,150,262,6.38
CV5,150,263,5.75
CV5,150,264,5.79
CV5,150,265,5.93
CV5,150,266,5.99
CV5,150,267,6.18
CV5,150,268,6.09
CV5,150,269,5.92
CV5,150,270,5.97
CV5,150,271,5.94
CV5,150,272,5.82
CV5,150,273,5.82
CV5,150,274,6.21
CV5,150,275,5.63
CV5,150,276,6.32
CV5,150,277,5.93
CV5,150,278,5.85
CV5,150,279,6.15
CV5,150,280,6.30
CV5,150,281,6.22
CV5,150,282,6.10
CV5,150,283,6.22
CV5,150,284,5.66
CV5,150,285,5.90
CV5,150,286,5.82
CV5,150,287,6.24
CV5,150,288,5.92
CV5,150,289,6.17
CV5,150,290,6.11
CV5,150,291,5.83
CV5,150,292,5.88
CV5,150,293,6.26
CV5,150,294,5.84
CV5,150,295,6.02
CV5,150,296,5.84
CV5,150,297,5.94
CV5,150,298,5.99
CV5,150,299,5.84
CV5,150,300,5.81
CV5,150,301,6.06
CV5,150,302,5.83
CV5,150,303,5.84
CV5,150,304,5.81
CV5,150,305,5.98
CV5,150,306,6.19
CV5,150,307,6.30
CV5,150,308,5.85
CV5,150,309,6.43
CV5,150,310,5.80
CV5,150,311,6.22
CV5,150,312,5.86
CV5,150,313,5.83
CV5,150,314,5.85
CV5,150,315,5.99
CV5,150,316,6.12
CV5,150,317,6.13
CV5,150,318,5.81
CV5,150,319,5.80
CV5,150,320,5.82
CV5,150,321,5.98
CV5,150,322,5.96
CV5,150,323,5.81
CV5,150,324,6.05
CV5,150,325,6.45
CV5,150,326,5.90
CV5,150,327,5.91
CV5,150,328,6.11
CV5,150,329,5.89
CV5,150,330,6.13
CV5,150,331,5.86
CV5,150,332,6.37
CV5,150,333,6.07
CV5,150,334,5.88
CV5,150,335,5.88
CV5,150,336,5.90
CV5,150,337,6.27
CV5,150,338,5.75
CV5,150,339,5.87
CV5,150,340,5.89
CV5,150,341,6.00
CV5,150,342,5.95
CV5,150,343,5.70
CV5,150,344,5.92
CV5,150,345,5.98
CV5,150,346,5.87
CV5,150,347,6.14
CV5,150,348,6.18
CV5,150,349,5.98
CV5,150,350,6.05
CV5,150,351,5.57
CV5,150,352,5.92
CV5,150,353,6.20
CV5,150,354,5.92
CV5,150,355,5.85
CV5,150,356,6.46
CV5,150,357,6.36
CV5,150,358,6.09
CV5,150,359,6.23
CV5,150,360,5.55
CV5,150,361,5.84
CV5,150,362,5.91
CV5,150,363,5.95
CV5,150,364,5.90
CV5,150,365,5.49
CV5,150,366,6.08
CV5,150,367,6.11
CV5,150,368,6.32
CV5,150,369,5.84
CV5,150,370,5.83
CV5,150,371,5.46
CV5,150,372,5.94
CV5,150,373,6.18
CV5,150,374,5.88
CV5,150,375,6.43
CV5,150,376,5.95
CV5,150,377,6.03
CV5,150,378,5.73
CV5,150,379,6.06
CV5,150,380,5.60
CV5,150,381,6.14
CV5,150,382,6.14
CV5,150,383,6.27
CV5,150,384,5.80
CV5,150,385,6.03
CV5,150,386,6.11
CV5,150,387,6.09
CV5,150,388,5.83
CV5,150,389,5.52
CV5,150,390,6.07
CV5,150,391,5.97
CV5,150,392,5.89
CV5,150,393,6.15
CV5,150,394,5.99
CV5,150,395,5.74
CV5,150,396,5.61
CV5,150,397,5.77
CV5,150,398,6.48
CV5,150,399,6.14
CV5,150,400,6.04
CV5,150,401,5.96
CV5,150,402,5.95
CV5,150,403,6.23
CV5,150,404,5.90
CV5,150,405,6.12
CV5,150,406,5.93
CV5,150,407,6.39
CV5,150,408,6.15
CV5,150,409,6.25
CV5,150,410,5.88
CV5,150,411,6.21
CV5,150,412,5.94
CV5,150,413,6.02
CV5,150,414,6.33
CV5,150,415,5.79
CV5,150,416,6.04
CV5,150,417,6.09
CV5,150,418,6.10
CV5,150,419,5.91
CV5,150,420,6.42
CV5,150,421,5.74
CV5,150,422,6.29
CV5,150,423,6.24
CV5,150,424,6.38
CV5,150,425,5.68
CV5,150,426,5.83
CV5,150,427,6.30
CV5,150,428,5.62
CV5,150,429,5.68
CV5,150,430,5.90
CV5,150,431,6.04
CV5,150,432,6.32
CV5,150,433,5.96
CV5,150,434,5.88
CV5,150,435,6.06
CV5,150,436,6.09
CV5,150,437,6.09
CV5,150,438,5.96
CV5,150,439,5.61
CV5,150,440,5.82
CV5,150,441,6.28
CV5,150,442,6.04
CV5,150,443,5.94
CV5,150,444,6.22
CV5,150,445,5.77
CV5,150,446,5.95
CV5,150,447,6.03
CV5,150,448,5.91
CV5,150,449,6.02
CV5,150,450,5.96
CV5,150,451,5.72
CV5,150,452,6.04
CV5,150,453,5.73
CV5,150,454,6.03
CV5,150,455,6.27
CV5,150,456,5.94
CV5,150,457,5.77
CV5,150,458,5.97
CV5,150,459,5.83
CV5,150,460,6.12
CV5,150,461,5.97
CV5,150,462,6.34
CV5,150,463,6.23
CV5,150,464,5.97
CV5,150,465,6.14
CV5,150,466,5.92
CV5,150,467,6.01
CV5,150,468,5.93
CV5,150,469,6.15
CV5,150,470,6.29
CV5,150,471,6.16
CV5,150,472,6.18
CV5,150,473,6.18
CV5,150,474,6.11
CV5,150,475,5.77
CV5,150,476,6.34
CV5,150,477,6.36
CV5,150,478,5.95
CV5,150,479,5.93
CV5,150,480,6.12
CV5,150,481,6.11
CV5,150,482,5.96
CV5,150,483,5.75
CV5,150,484,6.06
CV5,150,485,6.11
CV5,150,486,6.15
CV5,150,487,6.07
CV5,150,488,5.95
CV5,150,489,6.20
CV5,150,490,6.01
CV5,150,491,5.91
CV5,150,492,5.96
CV5,150,493,5.65
CV5,150,494,5.96
CV5,150,495,6.14
CV5,150,496,6.07
CV5,150,497,6.30
CV5,150,498,5.95
CV5,150,499,6.10
CV5,150,500,6.16
CV5,200,1,7.23
CV5,200,2,6.97
CV5,200,3,7.01
CV5,200,4,6.70
CV5,200,5,7.20
CV5,200,6,7.13
CV5,200,7,7.11
CV5,200,8,6.84
CV5,200,9,6.85
CV5,200,10,7.04
CV5,200,11,6.86
CV5,200,12,7.09
CV5,200,13,6.57
CV5,200,14,6.90
CV5,200,15,7.36
CV5,200,16,7.09
CV5,200,17,7.03
CV5,200,18,7.40
CV5,200,19,6.53
CV5,200,20,6.84
CV5,200,21,6.92
CV5,200,22,7.17
CV5,200,23,7.18
CV5,200,24,6.83
CV5,200,25,7.20
CV5,200,26,6.92
CV5,200,27,7.24
CV5,200,28,6.79
CV5,200,29,6.98
CV5,200,30,6.90
CV5,200,31,7.21
CV5,200,32,6.90
CV5,200,33,6.99
CV5,200,34,7.10
CV5,200,35,7.11
CV5,200,36,7.18
CV5,200,37,7.04
CV5,200,38,6.92
CV5,200,39,6.93
CV5,200,40,7.01
CV5,200,41,7.05
CV5,200,42,6.97
CV5,200,43,7.00
CV5,200,44,6.70
CV5,200,45,7.13
CV5,200,46,7.04
CV5,200,47,7.20
CV5,200,48,7.00
CV5,200,49,6.65
CV5,200,50,6.93
CV5,200,51,6.96
CV5,200,52,7.15
CV5,200,53,6.59
CV5,200,54,7.01
CV5,200,55,7.10
CV5,200,56,6.87
CV5,200,57,7.01
CV5,200,58,6.87
CV5,200,59,6.85
CV5,200,60,6.92
CV5,200,61,6.86
CV5,200,62,7.14
CV5,200,63,6.85
CV5,200,64,6.82
CV5,200,65,7.35
CV5,200,66,7.19
CV5,200,67,6.63
CV5,200,68,6.85
CV5,200,69,7.05
CV5,200,70,7.06
CV5,200,71,6.70
CV5,200,72,7.23
CV5,200,73,7.17
CV5,200,74,7.10
CV5,200,75,7.27
CV5,200,76,7.09
CV5,200,77,7.09
CV5,200,78,7.31
CV5,200,79,7.22
CV5,200,80,6.83
CV5,200,81,7.13
CV5,200,82,6.87
CV5,200,83,7.10
CV5,200,84,7.10
CV5,200,85,6.72
CV5,200,86,6.98
CV5,200,87,7.05
CV5,200,88,6.91
CV5,200,89,7.06
CV5,200,90,7.16
CV5,200,91,6.99
CV5,200,92,7.04
CV5,200,93,7.28
CV5,200,94,7.09
CV5,200,95,7.04
CV5,200,96,6.81
CV5,200,97,7.13
CV5,200,98,7.07
CV5,200,99,7.26
CV5,200,100,7.01
CV5,200,101,6.64
CV5,200,102,6.66
CV5,200,103,7.15
CV5,200,104,6.89
CV5,200,105,7.09
CV5,200,106,7.02
CV5,200,107,6.97
CV5,200,108,6.98
CV5,200,109,6.83
CV5,200,110,7.00
CV5,200,111,6.88
CV5,200,112,6.93
CV5,200,113,6.94
CV5,200,114,6.95
CV5,200,115,7.18
CV5,200,116,6.97
CV5,200,117,7.20
CV5,200,118,7.31
CV5,200,119,7.17
CV5,200,120,7.11
CV5,200,121,7.07
CV5,200,122,7.17
CV5,200,123,7.02
CV5,200,124,7.20
CV5,200,125,7.12
CV5,200,126,6.93
CV5,200,127,7.18
CV5,200,128,7.02
CV5,200,129,6.98
CV5,200,130,6.90
CV5,200,131,7.03
CV5,200,132,7.20
CV5,200,133,7.18
CV5,200,134,7.07
CV5,200,135,7.12
CV5,200,136,7.25
CV5,200,137,6.97
CV5,200,138,6.78
CV5,200,139,7.26
CV5,200,140,6.89
CV5,200,141,6.86
CV5,200,142,6.64
CV5,200,143,7.11
CV5,200,144,6.68
CV5,200,145,6.85
CV5,200,146,7.12
CV5,200,147,7.14
CV5,200,148,6.87
CV5,200,149,6.97
CV5,200,150,6.83
CV5,200,151,6.89
CV5,200,152,7.05
CV5,200,153,6.90
CV5,200,154,6.95
CV5,200,155,6.71
CV5,200,156,7.23
CV5,200,157,7.10
CV5,200,158,7.16
CV5,200,159,7.26
CV5,200,160,6.83
CV5,200,161,6.93
CV5,200,162,6.62
CV5,200,163,7.63
CV5,200,164,6.97
CV5,200,165,7.21
CV5,200,166,6.75
CV5,200,167,7.20
CV5,200,168,7.37
CV5,200,169,6.99
CV5,200,170,6.80
CV5,200,171,6.97
CV5,200,172,6.55
CV5,200,173,6.99
CV5,200,174,7.16
CV5,200,175,6.99
CV5,200,176,6.94
CV5,200,177,7.11
CV5,200,178,7.12
CV5,200,179,6.67
CV5,200,180,7.02
CV5,200,181,7.49
CV5,200,182,6.73
CV5,200,183,6.98
CV5,200,184,7.39
CV5,200,185,7.22
CV5,200,186,6.90
CV5,200,187,7.04
CV5,200,188,7.00
CV5,200,189,6.85
CV5,200,190,6.99
CV5,200,191,6.94
CV5,200,192,7.02
CV5,200,193,6.85
CV5,200,194,6.74
CV5,200,195,6.99
CV5,200,196,7.34
CV5,200,197,7.02
CV5,200,198,6.93
CV5,200,199,7.15
CV5,200,200,6.97
CV5,200,201,7.37
CV5,200,202,7.00
CV5,200,203,7.14
CV5,200,204,6.85
CV5,200,205,7.10
CV5,200,206,7.06
CV5,200,207,6.99
CV5,200,208,6.90
CV5,200,209,6.87
CV5,200,210,7.06
CV5,200,211,7.13
CV5,200,212,6.97
CV5,200,213,7.06
CV5,200,214,6.99
CV5,200,215,7.02
CV5,200,216,6.96
CV5,200,217,7.00
CV5,200,218,7.54
CV5,200,219,7.06
CV5,200,220,7.13
CV5,200,221,7.09
CV5,200,222,6.95
CV5,200,223,7.26
CV5,200,224,6.94
CV5,200,225,7.21
CV5,200,226,6.93
CV5,200,227,6.81
CV5,200,228,7.07
CV5,200,229,6.78
CV5,200,230,7.11
CV5,200,231,6.76
CV5,200,232,6.94
CV5,200,233,6.71
CV5,200,234,7.56
