hybrid,season,plant_leave,spot,sub_spot,Zinc_ppm,Manganese_ppm,Boron_ppm
cv_1,2022,middle,H,5,0.9,39,0.8
cv_1,2022,low,H,5,0.5,87,0.2
cv_1,2022,upper,H,6,1.3,43,0.7
cv_1,2022,middle,H,6,0.5,19,0.6
cv_1,2022,low,H,6,0.7,104,0.6
cv_1,2022,upper,H,7,0.8,54,0.4
cv_1,2022,middle,H,7,0.4,9,0.3
cv_1,2022,low,H,7,0.6,72,0.3
cv_1,2022,upper,H,8,0.7,54,0.5
cv_1,2022,middle,H,8,0.5,62,0.4
cv_1,2022,low,H,8,0.6,51,0.3
cv_1,2022,upper,H,9,1.2,39,0.6
cv_1,2022,middle,H,9,0.7,66,0.6
cv_1,2022,low,H,9,0.6,177,0.4
cv_1,2022,upper,H,10,1.2,35,0.7
cv_1,2022,middle,H,10,0.5,54,0.5
cv_1,2022,low,H,10,0.7,64,0.4
cv_1,2022,upper,H,11,0.9,40,0.5
cv_1,2022,middle,H,11,0.4,18,0.4
cv_1,2022,low,H,11,0.7,128,0.3
cv_1,2022,upper,H,12,0.8,47,0.4
cv_1,2022,middle,H,12,0.4,22,0.4
cv_1,2022,low,H,12,0.5,90,0.3
cv_1,2022,upper,H,13,0.9,38,0.5
cv_1,2022,middle,H,13,0.4,37,0.4
cv_1,2022,low,H,13,0.6,78,0.4
cv_1,2022,upper,H,14,0.6,42,0.3
cv_1,2022,middle,H,14,0.4,44,0.3
cv_1,2022,low,H,14,0.5,96,0.2
cv_1,2022,upper,H,15,0.9,39,0.4
cv_1,2022,middle,H,15,0.4,5,0.3
cv_1,2022,low,H,15,0.6,173,0.3
cv_1,2022,upper,H,16,0.8,58,0.5
cv_1,2022,middle,H,16,0.4,23,0.3
cv_1,2022,low,H,16,0.6,89,0.3
cv_1,2022,upper,H,17,0.6,46,0.3
cv_1,2022,middle,H,17,0.4,13,0.2
cv_1,2022,low,H,17,0.5,96,0.3
cv_1,2022,upper,H,18,1.2,37,0.6
cv_1,2022,middle,H,18,0.8,46,0.6
cv_1,2022,low,H,18,0.5,36,0.2
cv_1,2022,upper,H,19,0.6,48,0.5
cv_1,2022,middle,H,19,0.5,96,0.4
cv_1,2022,low,H,19,0.7,83,0.4
cv_1,2022,upper,H,20,0.8,38,0.6
cv_1,2022,middle,H,20,0.4,42,0.5
cv_1,2022,low,H,20,0.7,136,0.5
cv_1,2022,upper,H,21,1.2,21,0.8
cv_1,2022,middle,H,21,0.6,25,0.5
cv_1,2022,low,H,21,0.6,82,0.4
cv_1,2022,upper,I,1,1.1,36,0.5
cv_1,2022,middle,I,1,0.5,22,0.4
cv_1,2022,low,I,1,0.8,65,0.4
cv_1,2022,upper,I,2,0.7,44,0.5
cv_1,2022,middle,I,2,0.7,121,0.3
cv_1,2022,upper,I,3,0.8,40,0.6
cv_1,2022,middle,I,3,0.5,40,0.3
cv_1,2022,low,I,3,0.6,111,0.3
cv_1,2022,upper,I,4,1.2,38,0.8
cv_1,2022,middle,I,4,0.6,56,0.5
cv_1,2022,low,I,4,0.6,116,0.4
cv_1,2022,upper,I,5,2.3,40,0.8
cv_1,2022,middle,I,5,0.8,50,0.6
cv_1,2022,low,I,5,0.7,89,0.3
cv_1,2022,upper,I,6,1.1,36,0.9
cv_1,2022,middle,I,6,0.5,42,0.7
cv_1,2022,low,I,6,1.1,193,0.4
cv_1,2022,upper,I,7,0.8,60,0.6
cv_1,2022,middle,I,7,0.7,69,0.5
cv_1,2022,upper,I,8,0.8,36,0.5
cv_1,2022,middle,I,8,0.7,66,0.3
cv_1,2022,low,I,8,0.7,130,0.5
cv_1,2022,upper,I,9,0.6,72,0.4
cv_1,2022,middle,I,9,0.6,137,0.2
cv_1,2022,upper,I,10,0.6,47,0.4
cv_1,2022,middle,I,10,0.5,65,0.3
cv_1,2022,upper,I,11,0.8,40,0.5
cv_1,2022,middle,I,11,0.6,101,0.4
cv_1,2022,upper,I,12,1.4,27,0.8
cv_1,2022,middle,I,12,0.9,41,0.6
cv_1,2022,low,I,12,0.9,40,0.4
cv_1,2022,upper,I,13,1.3,37,0.6
cv_1,2022,middle,I,13,0.6,114,0.5
cv_1,2022,low,I,13,0.8,140,0.4
cv_1,2022,upper,I,14,1.4,40,0.5
cv_1,2022,middle,I,14,0.9,76,0.3
cv_1,2022,low,I,14,0.9,109,0.2
cv_1,2022,upper,I,15,1.2,51,0.4
cv_1,2022,middle,I,15,0.7,24,0.3
cv_1,2022,low,I,15,0.7,83,0.3
cv_1,2022,upper,I,16,0.8,38,0.3
cv_1,2022,middle,I,16,0.7,100,0.1
cv_1,2022,low,I,16,0.9,50,0.1
cv_1,2022,upper,I,17,1.3,38,0.4
cv_1,2022,middle,I,17,1,34,0.3
cv_1,2022,low,I,17,1,23,0.2
cv_1,2022,upper,I,18,1.3,37,0.4
cv_1,2022,middle,I,18,0.7,66,0.3
cv_1,2022,low,I,18,0.8,55,0.1
cv_1,2022,upper,I,19,1.1,48,0.4
cv_1,2022,middle,I,19,0.7,81,0.3
cv_1,2022,low,I,19,0.8,114,0.2
cv_1,2022,upper,I,20,1,66,0.4
cv_1,2022,middle,I,20,0.9,119,0.3
cv_1,2022,upper,I,21,1.7,17,0.4
cv_1,2022,middle,I,21,1,92,0.3
cv_1,2022,low,I,21,1.1,41,0.3
cv_1,2022,upper,J,1,1,46,0.5
cv_1,2022,middle,J,1,0.6,19,0.3
cv_1,2022,low,J,1,0.8,143,0.3
cv_1,2022,upper,J,2,0.9,48,0.5
cv_1,2022,middle,J,2,0.6,96,0.5
cv_1,2022,low,J,2,0.9,181,0.3
cv_1,2022,upper,J,3,1.2,52,0.6
cv_1,2022,middle,J,3,0.7,56,0.5
cv_1,2022,low,J,3,0.8,126,0.3
cv_1,2022,upper,J,4,1.5,39,0.6
cv_1,2022,middle,J,4,0.9,40,0.7
cv_1,2022,low,J,4,1,153,0.3
cv_1,2022,upper,J,5,2.1,36,0.8
cv_1,2022,middle,J,5,1.1,47,0.8
cv_1,2022,low,J,5,1.2,46,0.5
cv_1,2022,upper,J,6,1.1,57,0.4
cv_1,2022,middle,J,6,0.6,45,0.3
cv_1,2022,low,J,6,0.7,60,0.3
cv_1,2022,upper,J,7,0.9,36,0.4
cv_1,2022,middle,J,7,0.6,33,0.3
cv_1,2022,upper,J,8,1,35,0.4
cv_1,2022,middle,J,8,0.6,11,0.2
cv_1,2022,low,J,8,0.7,111,0.2
cv_1,2022,upper,J,9,1,44,0.4
cv_1,2022,middle,J,9,0.7,12,0.3
cv_1,2022,low,J,9,0.6,33,0.1
cv_1,2022,upper,J,10,0.7,33,0.2
cv_1,2022,middle,J,10,0.5,12,0.2
cv_1,2022,low,J,10,0.6,105,0.2
cv_1,2022,upper,J,11,1.7,38,0.5
cv_1,2022,middle,J,11,0.6,31,0.3
cv_1,2022,low,J,11,1,9,0.3
cv_1,2022,upper,J,12,0.7,44,0.2
cv_1,2022,middle,J,12,0.6,16,0.2
cv_1,2022,low,J,12,0.8,79,0.1
cv_1,2022,upper,J,13,0.9,34,0.2
cv_1,2022,middle,J,13,0.6,42,0.1
cv_1,2022,upper,J,14,0.9,33,0.3
cv_1,2022,middle,J,14,1.1,13,0.9
cv_1,2022,low,J,14,0.8,115,0.4
cv_1,2022,upper,J,15,0.8,38,0.3
cv_1,2022,middle,J,15,0.6,49,0.2
cv_1,2022,low,J,15,0.8,197,0.2
cv_1,2022,upper,J,16,0.9,36,0.3
cv_1,2022,middle,J,16,0.6,36,0.3
cv_1,2022,low,J,16,0.7,96,0.2
cv_1,2022,upper,J,17,1.2,42,0.4
cv_1,2022,middle,J,17,0.6,36,0.3
cv_1,2022,low,J,17,0.7,84,0.4
cv_1,2022,upper,J,18,0.8,29,0.3
cv_1,2022,middle,J,18,0.7,37,0.3
cv_1,2022,low,J,18,0.7,182,0.2
cv_1,2022,upper,J,19,0.9,34,0.3
cv_1,2022,middle,J,19,0.6,48,0.3
cv_1,2022,low,J,19,0.8,113,0.4
cv_1,2022,upper,J,20,1.2,28,0.5
cv_1,2022,middle,J,20,0.8,86,0.4
cv_1,2022,low,J,20,1.2,173,0.3
cv_1,2022,upper,J,21,1.5,13,0.6
cv_1,2022,middle,J,21,0.9,10,0.4
cv_1,2022,low,J,21,1,63,0.3
cv_1,2022,upper,K,1,2.2,31,0.5
cv_1,2022,middle,K,1,1.8,13,0.8
cv_1,2022,low,K,1,1.1,16,0.7
cv_1,2022,upper,K,2,1.8,17,0.9
cv_1,2022,middle,K,2,2.5,30,0.7
cv_1,2022,low,K,2,1.6,11,1.1
cv_1,2022,upper,K,3,2.3,31,0.6
cv_1,2022,middle,K,3,2.2,24,0.9
cv_1,2022,low,K,3,1.4,125,0.8
cv_1,2022,upper,K,4,1.9,45,0.9
cv_1,2022,middle,K,4,1.3,54,0.8
cv_1,2022,low,K,4,1.7,307,0.3
cv_1,2022,upper,K,5,1.5,26,0.8
cv_1,2022,middle,K,5,1.3,98,0.4
cv_1,2022,low,K,5,1.6,172,0.3
cv_1,2022,upper,K,6,1.9,67,0.6
cv_1,2022,middle,K,6,0.9,36,0.9
cv_1,2022,low,K,6,0.8,38,0.2
cv_1,2022,upper,K,7,1,51,0.4
cv_1,2022,middle,K,7,0.6,14,0.3
cv_1,2022,low,K,7,0.8,63,0.2
cv_1,2022,upper,K,8,1,60,0.3
cv_1,2022,middle,K,8,0.6,24,0.1
cv_1,2022,low,K,8,0.6,84,0.1
cv_1,2022,upper,K,9,1.4,54,0.4
cv_1,2022,middle,K,9,0.7,14,0.2
cv_1,2022,low,K,9,0.8,60,0.1
cv_1,2022,upper,K,10,0.9,44,0.2
cv_1,2022,middle,K,10,0.6,14,0.1
cv_1,2022,low,K,10,0.8,31,0.1
cv_1,2022,upper,K,11,1,54,0.3
cv_1,2022,middle,K,11,0.7,57,0.2
cv_1,2022,low,K,11,0.9,107,0.2
cv_1,2022,upper,K,12,0.8,39,0.3
cv_1,2022,middle,K,12,0.7,30,0.3
cv_1,2022,low,K,12,0.7,111,0.2
cv_1,2022,upper,K,13,1.3,38,0.4
cv_1,2022,middle,K,13,0.7,15,0.3
cv_1,2022,low,K,13,0.7,42,0.3
cv_1,2022,upper,K,14,0.9,48,0.2
cv_1,2022,middle,K,14,0.5,5,0.1
cv_1,2022,low,K,14,0.5,22,0.1
cv_1,2022,upper,K,15,0.9,41,0.3
cv_1,2022,middle,K,15,0.7,39,0.4
cv_1,2022,low,K,15,0.8,158,0.3
cv_1,2022,upper,K,16,1.2,32,1
cv_1,2022,middle,K,16,0.8,66,0.9
cv_1,2022,low,K,16,0.9,101,0.5
cv_1,2022,upper,K,17,1.2,50,0.9
cv_1,2022,middle,K,17,0.7,52,0.6
cv_1,2022,low,K,17,0.9,75,0.5
cv_1,2022,upper,K,18,1.3,31,0.9
cv_1,2022,middle,K,18,0.8,58,1.2
cv_1,2022,low,K,18,1,156,0.6
cv_1,2022,upper,K,19,1.1,32,0.7
cv_1,2022,middle,K,19,0.8,72,0.5
cv_1,2022,low,K,19,0.9,122,0.3
cv_1,2022,upper,K,20,1.3,38,0.6
cv_1,2022,middle,K,20,0.6,50,0.4
cv_1,2022,low,K,20,0.8,36,0.5
cv_1,2022,upper,K,21,1.4,21,0.6
cv_1,2022,middle,K,21,1,9,0.7
cv_1,2022,low,K,21,1.1,22,0.4
cv_1,2022,upper,L,1,2.4,42,0.7
cv_1,2022,middle,L,1,2.9,36,0.9
cv_1,2022,low,L,1,1.8,47,1
cv_1,2022,upper,L,2,1.9,84,1
cv_1,2022,middle,L,2,1.1,266,0.7
cv_1,2022,low,L,2,1.4,56,0.4
cv_1,2022,upper,L,3,2.6,36,0.7
cv_1,2022,middle,L,3,2.4,42,0.9
cv_1,2022,low,L,3,1.2,11,0.6
cv_1,2022,upper,L,4,2.7,44,0.8
cv_1,2022,middle,L,4,1.3,24,0.8
cv_1,2022,low,L,4,0.9,85,0.3
cv_1,2022,upper,L,5,2.3,31,0.8
cv_1,2022,middle,L,5,1.1,10,0.9
cv_1,2022,low,L,5,1,58,0.3
cv_1,2022,upper,L,6,1.8,8,0.4
cv_1,2022,middle,L,6,1.3,19,0.4
cv_1,2022,low,L,6,1.4,63,0.3
cv_1,2022,upper,L,7,1.7,84,0.7
cv_1,2022,middle,L,7,0.8,98,0.4
cv_1,2022,low,L,7,1.1,84,0.2
cv_1,2022,upper,L,8,1,42,0.3
cv_1,2022,middle,L,8,0.6,40,0.3
cv_1,2022,low,L,8,0.7,99,0.2
cv_1,2022,upper,L,9,1.1,64,0.5
cv_1,2022,middle,L,9,0.6,53,0.3
cv_1,2022,low,L,9,0.9,146,0.2
cv_1,2022,upper,L,10,0.8,51,0.3
cv_1,2022,middle,L,10,0.7,39,0.2
cv_1,2022,low,L,10,0.6,66,0.1
cv_1,2022,upper,L,11,1.2,44,0.4
cv_1,2022,middle,L,11,0.8,43,0.2
cv_1,2022,low,L,11,1.3,114,0.2
cv_1,2022,upper,L,12,1.4,42,0.6
cv_1,2022,middle,L,12,0.7,26,0.4
cv_1,2022,low,L,12,0.8,74,0.3
cv_1,2022,upper,L,13,1.1,42,0.4
cv_1,2022,middle,L,13,0.7,91,0.4
cv_1,2022,low,L,13,0.9,154,0.2
cv_1,2022,upper,L,14,1,50,0.5
cv_1,2022,middle,L,14,0.6,42,0.3
cv_1,2022,low,L,14,0.6,102,0.3
cv_1,2022,upper,L,15,0.9,46,0.6
cv_1,2022,middle,L,15,0.7,83,0.5
cv_1,2022,low,L,15,0.9,99,0.4
cv_1,2022,upper,L,16,1.5,54,0.9
cv_1,2022,middle,L,16,0.7,64,0.7
cv_1,2022,low,L,16,0.8,123,0.3
cv_1,2022,upper,L,17,0.9,69,0.5
cv_1,2022,middle,L,17,0.8,87,0.4
cv_1,2022,low,L,17,0.8,40,0.2
cv_1,2022,upper,L,18,1.9,47,0.8
cv_1,2022,middle,L,18,1.1,19,1.2
cv_1,2022,low,L,18,0.9,46,0.7
cv_1,2022,upper,L,19,1,45,0.5
cv_1,2022,middle,L,19,0.8,75,0.6
cv_1,2022,low,L,19,0.7,107,0.3
cv_1,2022,upper,L,20,1.3,24,0.6
cv_1,2022,middle,L,20,0.8,36,0.6
cv_1,2022,low,L,20,1,75,0.4
cv_1,2022,upper,L,21,1.3,22,0.7
cv_1,2022,middle,L,21,0.8,52,0.6
cv_1,2022,low,L,21,0.9,113,0.3
cv_1,2023,upper,A,1,1.4,64,0.7
cv_1,2023,upper,A,2,1.3,34,0.5
cv_1,2023,upper,A,3,1.1,36,0.4
cv_1,2023,upper,A,4,1.1,35,0.3
cv_1,2023,upper,A,5,1.3,36,0.4
cv_1,2023,upper,A,6,1.6,33,0.5
cv_1,2023,upper,A,7,1.9,43,0.6
cv_1,2023,upper,A,8,2.2,54,0.5
cv_1,2023,upper,A,9,2.2,60,0.7
cv_1,2023,upper,A,10,2.4,42,0.7
cv_1,2023,upper,A,11,2.2,57,0.5
cv_1,2023,upper,A,12,2.2,49,0.6
cv_1,2023,upper,A,13,1.3,66,0.6
cv_1,2023,upper,A,14,1,55,0.3
cv_1,2023,upper,A,15,1,45,0.3
cv_1,2023,upper,A,16,1.2,47,0.3
cv_1,2023,upper,A,17,1.4,54,0.4
cv_1,2023,upper,A,18,1.1,55,0.4
cv_1,2023,upper,A,19,1,50,0.3
cv_1,2023,upper,A,20,1.1,29,0.3
cv_1,2023,upper,A,21,1.2,52,0.3
cv_1,2023,upper,B,1,1.3,32,0.4
cv_1,2023,upper,B,2,1.7,44,0.5
cv_1,2023,upper,B,3,1,54,0.4
cv_1,2023,upper,B,4,1.1,61,0.3
cv_1,2023,upper,B,5,1.6,48,0.6
cv_1,2023,upper,B,6,1.6,39,0.7
cv_1,2023,upper,B,7,1.3,142,0.5
cv_1,2023,upper,B,8,1.6,42,0.6
cv_1,2023,upper,B,9,1,56,0.5
cv_1,2023,upper,B,10,1.4,54,0.5
cv_1,2023,upper,B,11,1.9,33,0.7
cv_1,2023,upper,B,12,1.2,39,0.5
cv_1,2023,upper,B,13,1.9,52,0.6
cv_1,2023,upper,B,14,1.6,39,0.7
cv_1,2023,upper,B,15,1.7,32,0.6
cv_1,2023,upper,B,16,1.2,36,0.5
cv_1,2023,upper,B,17,1.5,42,0.6
cv_1,2023,upper,B,18,2.1,50,0.6
cv_1,2023,upper,B,19,1,57,0.4
cv_1,2023,upper,B,20,1.1,40,0.4
cv_1,2023,upper,B,21,0.9,48,0.3
cv_1,2023,upper,C,1,1.4,35,0.5
cv_1,2023,upper,C,2,1.2,32,0.5
cv_1,2023,upper,C,3,1.1,54,0.3
cv_1,2023,upper,C,4,1.2,35,0.4
cv_1,2023,upper,C,5,1.6,42,0.7
cv_1,2023,upper,C,6,1.5,27,0.6
cv_1,2023,upper,C,7,2.2,50,0.6
cv_1,2023,upper,C,8,1.2,50,0.6
cv_1,2023,upper,C,9,1,46,0.4
cv_1,2023,upper,C,10,0.8,50,0.3
cv_1,2023,upper,C,11,1.2,58,0.3
cv_1,2023,upper,C,12,1.8,41,0.7
cv_1,2023,upper,C,13,1.7,26,0.8
cv_1,2023,upper,C,14,1.8,30,0.5
cv_1,2023,upper,C,15,1.4,49,0.7
cv_1,2023,upper,C,16,1,50,0.4
cv_1,2023,upper,C,17,0.9,36,0.3
cv_1,2023,upper,C,18,1.4,58,0.3
cv_1,2023,upper,C,19,1.1,58,0.3
cv_1,2023,upper,C,20,1.1,60,0.3
cv_1,2023,upper,C,21,1.3,72,0.4
cv_1,2023,upper,D,1,2,51,0.6
cv_1,2023,upper,D,2,1.3,33,0.4
cv_1,2023,upper,D,3,0.9,45,0.2
cv_1,2023,upper,D,4,1.1,45,0.3
cv_1,2023,upper,D,5,1.6,70,0.6
cv_1,2023,upper,D,6,1.3,83,0.6
cv_1,2023,upper,D,7,1.3,120,0.6
cv_1,2023,upper,D,8,1.3,48,0.4
cv_1,2023,upper,D,9,1,58,0.3
cv_1,2023,upper,D,10,1,51,0.3
cv_1,2023,upper,D,11,1,37,0.3
cv_1,2023,upper,D,12,1.7,53,0.6
cv_1,2023,upper,D,13,1.5,65,0.8
cv_1,2023,upper,D,14,1.7,57,0.6
cv_1,2023,upper,D,15,1.3,65,0.5
cv_1,2023,upper,D,16,1.8,51,0.6
cv_1,2023,upper,D,17,1.5,46,0.7
cv_1,2023,upper,D,18,1.1,68,0.5
cv_1,2023,upper,D,19,1,56,0.4
cv_1,2023,upper,D,20,0.9,45,0.3
cv_1,2023,upper,D,21,1.2,48,0.7
cv_1,2023,upper,E,1,1,56,0.3
cv_1,2023,upper,E,2,1.2,45,0.2
cv_1,2023,upper,E,3,1.2,42,0.2
cv_1,2023,upper,E,4,1.2,36,0.3
cv_1,2023,upper,E,5,1.7,35,0.3
cv_1,2023,upper,E,6,2,42,0.5
cv_1,2023,upper,E,7,1.5,55,0.7
cv_1,2023,upper,E,8,1.3,70,0.3
cv_1,2023,upper,E,9,1,56,0.3
cv_1,2023,upper,E,10,1.3,46,0.3
cv_1,2023,upper,E,11,1.2,75,0.2
cv_1,2023,upper,E,12,1.3,66,0.4
cv_1,2023,upper,E,13,1.1,40,0.4
cv_1,2023,upper,E,14,1.3,35,0.4
cv_1,2023,upper,E,15,1.6,32,0.6
cv_1,2023,upper,E,16,1.1,36,0.5
cv_1,2023,upper,E,17,1.5,49,0.5
cv_1,2023,upper,E,18,1.7,30,0.6
cv_1,2023,upper,E,19,1.5,32,0.4
cv_1,2023,upper,E,20,1.6,24,0.5
cv_1,2023,upper,E,21,1.8,22,0.5
cv_1,2023,upper,F,1,1.6,40,0.5
cv_1,2023,upper,F,2,1.2,52,0.4
cv_1,2023,upper,F,3,1,45,0.3
cv_1,2023,upper,F,4,0.8,51,0.3
cv_1,2023,upper,F,5,1.5,58,0.5
cv_1,2023,upper,F,6,1.7,43,0.6
cv_1,2023,upper,F,7,1.4,56,0.6
cv_1,2023,upper,F,8,1.1,47,0.4
cv_1,2023,upper,F,9,1,44,0.4
cv_1,2023,upper,F,10,1.3,53,0.4
cv_1,2023,upper,F,11,1,46,0.3
cv_1,2023,upper,F,12,1.1,46,0.4
cv_1,2023,upper,F,13,1.2,34,0.4
cv_1,2023,upper,F,14,1.3,57,0.5
cv_1,2023,upper,F,15,1.5,39,0.5
cv_1,2023,upper,F,16,2,40,1
cv_1,2023,upper,F,17,1.6,38,0.9
cv_1,2023,upper,F,18,1.8,34,0.7
cv_1,2023,upper,F,19,2.2,29,0.8
cv_1,2023,upper,F,20,1.2,61,0.6
cv_1,2023,upper,F,21,2.1,29,0.5
cv_1,2023,upper,G,1,1.3,32,0.5
cv_1,2023,upper,G,2,1.5,52,0.5
cv_1,2023,upper,G,3,1,46,0.4
cv_1,2023,upper,G,4,0.9,45,0.4
cv_1,2023,upper,G,5,1.6,65,0.5
cv_1,2023,upper,G,6,1.4,51,0.5
cv_1,2023,upper,G,7,1.3,53,0.5
cv_1,2023,upper,G,8,1.1,48,0.5
cv_1,2023,upper,G,9,1.7,46,0.5
cv_1,2023,upper,G,10,1.3,49,0.4
cv_1,2023,upper,G,11,1,39,0.4
cv_1,2023,upper,G,12,1,33,0.4
cv_1,2023,upper,G,13,1.4,48,0.5
cv_1,2023,upper,G,14,1.1,55,0.5
cv_1,2023,upper,G,15,1.1,46,0.5
cv_1,2023,upper,G,16,1.7,43,0.7
cv_1,2023,upper,G,17,1.3,52,0.5
cv_1,2023,upper,G,18,1.6,27,0.7
cv_1,2023,upper,G,19,1.1,42,0.5
cv_1,2023,upper,G,20,1,34,0.4
cv_1,2023,upper,G,21,1.3,42,0.7
cv_1,2023,upper,H,1,1.7,48,0.6
cv_1,2023,upper,H,2,1.2,45,0.4
cv_1,2023,upper,H,3,1.1,48,0.4
cv_1,2023,upper,H,4,1.1,42,0.4
cv_1,2023,upper,H,5,2.1,47,0.6
cv_1,2023,upper,H,6,1.6,46,0.6
cv_1,2023,upper,H,7,1.2,55,0.6
cv_1,2023,upper,H,8,1.1,43,0.5
cv_1,2023,upper,H,9,1.6,66,0.7
cv_1,2023,upper,H,10,1.5,47,0.6
cv_1,2023,upper,H,11,1.2,41,0.5
cv_1,2023,upper,H,12,1.1,48,0.5
cv_1,2023,upper,H,13,1.1,42,0.6
cv_1,2023,upper,H,14,1.1,48,0.5
cv_1,2023,upper,H,15,1.3,60,0.4
cv_1,2023,upper,H,16,0.9,47,0.3
cv_1,2023,upper,H,17,1,53,0.4
cv_1,2023,upper,H,18,1.3,47,0.7
cv_1,2023,upper,H,19,1.1,53,0.5
cv_1,2023,upper,H,20,1.1,40,0.7
cv_1,2023,upper,H,21,1.8,27,0.8
cv_1,2023,upper,I,1,1.7,49,0.5
cv_1,2023,upper,I,2,1.2,48,0.5
cv_1,2023,upper,I,3,1.3,50,0.6
cv_1,2023,upper,I,4,1.7,39,0.9
cv_1,2023,upper,I,5,2.3,44,0.8
cv_1,2023,upper,I,6,1.8,39,0.8
cv_1,2023,upper,I,7,1.4,51,0.8
cv_1,2023,upper,I,8,1.3,59,0.5
cv_1,2023,upper,I,9,1,43,0.4
cv_1,2023,upper,I,10,0.9,58,0.4
cv_1,2023,upper,I,11,1.1,58,0.5
cv_1,2023,upper,I,12,1.8,34,0.7
cv_1,2023,upper,I,13,1.4,39,0.5
cv_1,2023,upper,I,14,1.7,41,0.5
cv_1,2023,upper,I,15,1.3,73,0.4
cv_1,2023,upper,I,16,1,43,0.4
cv_1,2023,upper,I,17,1.7,49,0.5
cv_1,2023,upper,I,18,1.4,41,0.6
cv_1,2023,upper,I,19,1.2,42,0.6
cv_1,2023,upper,I,20,1.2,42,0.5
cv_1,2023,upper,I,21,2,19,0.7
cv_1,2023,upper,J,1,1.1,47,0.4
cv_1,2023,upper,J,2,1,52,0.5
cv_1,2023,upper,J,3,1.4,57,0.6
cv_1,2023,upper,J,4,2.1,80,1
cv_1,2023,upper,J,5,2.1,39,1
cv_1,2023,upper,J,6,1.3,49,0.7
cv_1,2023,upper,J,7,1,41,0.4
cv_1,2023,upper,J,8,1.2,42,0.5
cv_1,2023,upper,J,9,1.2,38,0.5
cv_1,2023,upper,J,10,1.1,49,0.4
cv_1,2023,upper,J,11,1.8,45,0.6
cv_1,2023,upper,J,12,1,39,0.3
cv_1,2023,upper,J,13,1,31,0.3
cv_1,2023,upper,J,14,1.2,43,0.5
cv_1,2023,upper,J,15,1,47,0.5
cv_1,2023,upper,J,16,1.2,38,0.5
cv_1,2023,upper,J,17,1.2,32,0.7
cv_1,2023,upper,J,18,1.2,36,0.5
cv_1,2023,upper,J,19,1.1,35,0.5
cv_1,2023,upper,J,20,1.6,39,0.6
cv_1,2023,upper,J,21,1.9,19,0.5
cv_1,2023,upper,K,1,2.6,62,0.9
cv_1,2023,upper,K,2,2.2,54,0.9
cv_1,2023,upper,K,3,2.2,64,0.7
cv_1,2023,upper,K,4,2.4,67,1.2
cv_1,2023,upper,K,5,1.6,34,1.1
cv_1,2023,upper,K,6,2,111,1
cv_1,2023,upper,K,7,0.8,65,0.6
cv_1,2023,upper,K,8,0.7,68,0.5
cv_1,2023,upper,K,9,1.4,72,0.5
cv_1,2023,upper,K,10,0.7,55,0.4
cv_1,2023,upper,K,11,0.7,51,0.5
cv_1,2023,upper,K,12,0.5,47,0.4
cv_1,2023,upper,K,13,0.9,41,0.5
cv_1,2023,upper,K,14,0.6,54,0.5
cv_1,2023,upper,K,15,0.6,40,0.5
cv_1,2023,upper,K,16,1,42,1
cv_1,2023,upper,K,17,0.8,45,1
cv_1,2023,upper,K,18,0.9,44,0.9
cv_1,2023,upper,K,19,0.9,43,0.8
cv_1,2023,upper,K,20,0.7,29,0.6
cv_1,2023,upper,K,21,1.2,24,0.8
cv_1,2023,upper,L,1,2.2,52,0.7
cv_1,2023,upper,L,2,1.5,161,1.3
cv_1,2023,upper,L,3,2.4,63,1
cv_1,2023,upper,L,4,2.2,50,1
cv_1,2023,upper,L,5,1.8,41,1
cv_1,2023,upper,L,6,1.1,24,0.8
cv_1,2023,upper,L,7,1.3,73,0.9
cv_1,2023,upper,L,8,1,68,0.7
cv_1,2023,upper,L,9,1,72,0.6
cv_1,2023,upper,L,10,0.5,47,0.4
cv_1,2023,upper,L,11,1.2,63,0.8
cv_1,2023,upper,L,12,1.2,49,0.7
cv_1,2023,upper,L,13,0.9,61,0.7
cv_1,2023,upper,L,14,0.6,53,0.6
cv_1,2023,upper,L,15,1.1,64,0.9
cv_1,2023,upper,L,16,1,67,0.9
cv_1,2023,upper,L,17,0.7,144,0.6
cv_1,2023,upper,L,18,1.6,82,0.9
cv_1,2023,upper,L,19,0.6,43,0.6
cv_1,2023,upper,L,20,1,30,0.8
cv_1,2023,upper,L,21,0.9,68,0.7
cv_3,2021,upper,A,1,1.3,34,0.3
cv_3,2021,middle,A,1,0.5,8,0.1
cv_3,2021,low,A,1,0.6,15,0.1
cv_3,2021,upper,A,2,1.4,24,0.4
cv_3,2021,middle,A,2,0.4,2,0.3
cv_3,2021,low,A,2,0.5,22,0.1
cv_3,2021,upper,A,3,2.1,16,0.4
cv_3,2021,middle,A,3,0.8,5,1
cv_3,2021,low,A,3,0.8,5,0.6
cv_3,2021,upper,A,4,1.9,19,0.5
cv_3,2021,middle,A,4,0.8,6,0.9
cv_3,2021,low,A,4,0.7,21,0.4
cv_3,2021,upper,A,5,1.4,20,0.5
cv_3,2021,middle,A,5,0.5,4,0.8
cv_3,2021,low,A,5,0.5,21,0.5
cv_3,2021,upper,A,6,1.7,17,0.5
cv_3,2021,middle,A,6,0.7,3,0.8
cv_3,2021,low,A,6,0.7,11,0.5
cv_3,2021,upper,A,7,2,21,0.5
cv_3,2021,middle,A,7,0.7,27,0.7
cv_3,2021,low,A,7,0.6,103,0.3
