Location,Season,Genotype,Reps,Iron_mg_ha,Fe_V,Fe_R,Fe_M
West,2022,CV11,4,11.0758,0.2800,0.2200,0.0700
West,2022,CV11,5,14.0301,0.2300,0.2500,0.1800
West,2022,CV11,6,17.2922,0.2300,0.2500,0.1800
West,2022,CV11,7,13.6556,0.3200,0.2500,0.1000
West,2022,CV11,8,13.1746,0.2600,0.1800,0.1500
West,2022,CV11,9,15.0687,0.2500,0.2300,0.1100
West,2022,CV11,10,14.5200,0.2400,0.2300,0.1400
West,2022,CV11,11,22.1869,0.3100,0.2200,0.1700
West,2022,CV11,12,14.5936,0.2600,0.2300,0.1700
West,2022,CV11,13,16.3722,0.2700,0.2500,0.1300
West,2022,CV11,14,15.2700,0.2400,0.2600,0.2100
West,2022,CV11,15,12.0054,0.2300,0.2400,0.1100
West,2022,CV11,16,16.9315,0.3200,0.2100,0.0600
West,2022,CV11,17,26.2888,0.2700,0.2400,0.2000
West,2022,CV11,18,16.2345,0.2300,0.2600,0.1100
West,2022,CV11,19,23.0624,0.3900,0.2100,0.1100
West,2022,CV12,1,11.7936,0.2600,0.3200,0.1900
West,2022,CV12,2,19.2074,0.2600,0.2200,0.2300
West,2022,CV12,3,18.7445,0.3100,0.2700,0.2000
West,2022,CV12,4,13.9843,0.4000,0.2900,0.1800
West,2022,CV12,5,19.9925,0.2600,0.2300,0.1800
West,2022,CV12,6,13.6261,0.3000,0.2600,0.1600
West,2022,CV12,7,21.0615,0.2600,0.2600,0.1800
West,2022,CV12,8,16.4896,0.2800,0.2200,0.2200
West,2022,CV12,9,15.3140,0.3400,0.2200,0.2900
West,2022,CV12,10,15.0929,0.3400,0.2800,0.1900
West,2022,CV12,11,22.1241,0.2700,0.2300,0.1300
West,2022,CV12,12,16.1818,0.3100,0.2500,0.1500
West,2022,CV12,13,14.4403,0.3200,0.2900,0.2700
West,2022,CV12,14,10.9864,0.2300,0.2500,0.1800
West,2022,CV12,15,10.0747,0.3600,0.2600,0.1400
West,2022,CV12,16,19.1545,0.3800,0.2500,0.1600
West,2022,CV12,17,17.4238,0.2700,0.2500,0.1300
West,2022,CV12,18,12.9980,0.4100,0.2800,0.1900
West,2022,CV12,19,25.6011,0.4900,0.2300,0.1400
West,2022,#N/A,1,5.3322,0.3000,0.2900,0.1300
West,2022,#N/A,2,9.0886,0.3800,0.3000,0.3100
West,2022,#N/A,3,19.2098,0.2600,0.2700,0.2300
West,2022,#N/A,4,6.9795,0.2200,0.2600,0.1500
West,2022,#N/A,5,11.9103,0.2700,0.2500,0.1900
West,2022,#N/A,6,11.3588,0.3000,0.2900,0.1300
West,2022,#N/A,7,9.4366,0.4300,0.2800,0.2300
West,2022,#N/A,8,11.8396,0.2200,0.2800,0.2500
West,2022,#N/A,9,8.2086,0.3000,0.2500,0.1500
West,2022,#N/A,10,14.1542,0.2700,0.3000,0.2700
West,2022,#N/A,11,12.1744,0.2900,0.2700,0.2100
West,2022,#N/A,12,7.7517,0.2800,0.3000,0.1200
West,2022,#N/A,13,11.8169,0.3200,0.2800,0.1100
West,2022,#N/A,14,10.5053,0.3100,0.3000,0.1200
West,2022,#N/A,15,13.9169,0.2900,0.2900,0.1700
West,2022,#N/A,16,15.3041,0.2900,0.2200,0.2700
West,2022,#N/A,17,8.3957,0.3700,0.2900,0.1900
West,2022,#N/A,18,10.8408,0.2900,0.2600,0.0800
West,2022,#N/A,19,17.8120,0.2400,0.2800,0.2600
North,2021,CV1,1,5.8569,0.4100,0.2300,0.0800
North,2021,CV1,2,6.8117,0.4400,0.2900,0.1000
North,2021,CV1,3,24.3001,0.4700,0.3100,0.1300
North,2021,CV1,4,15.5010,0.5500,0.2100,0.0600
North,2021,CV1,5,5.8754,0.3800,0.2000,0.0800
North,2021,CV1,6,3.5050,0.5100,0.2700,0.2000
North,2021,CV1,7,4.2055,0.4300,0.2700,0.1200
North,2021,CV1,8,3.5627,0.4000,0.2800,0.1300
North,2021,CV1,9,6.6023,0.4500,0.2300,0.0700
North,2021,CV1,10,5.7114,0.4200,0.2300,0.1000
North,2021,CV1,11,4.3278,0.5300,0.2200,0.0700
North,2021,CV1,12,5.0850,0.5000,0.2100,0.0800
North,2021,CV1,13,7.2965,0.4800,0.2600,0.0700
North,2021,CV1,14,7.7843,0.4400,0.2600,0.1700
North,2021,CV1,15,8.2096,0.5300,0.2700,0.1800
North,2021,CV1,16,3.1239,0.4900,0.3400,0.2400
North,2021,CV1,17,8.0380,0.5000,0.2500,0.0600
North,2021,CV1,18,12.6083,0.4800,0.1500,0.0300
North,2021,CV1,19,4.9212,0.4900,0.2200,0.1700
North,2021,CV1,20,9.7223,0.4100,0.2100,0.0400
North,2021,CV2,1,6.1881,0.4000,0.2600,0.1100
North,2021,CV2,2,12.1783,0.4400,0.3000,0.1100
North,2021,CV2,3,8.2635,0.4700,0.3100,0.1500
North,2021,CV2,4,24.0658,0.4400,0.3100,0.2200
North,2021,CV2,5,5.3874,0.3900,0.3100,0.2200
North,2021,CV2,6,4.3383,0.5400,0.2800,0.1500
North,2021,CV2,7,5.8013,0.3900,0.2500,0.0900
North,2021,CV2,8,5.2202,0.4300,0.2700,0.2100
North,2021,CV2,9,8.1017,0.4800,0.2700,0.2400
North,2021,CV2,10,6.5257,0.5000,0.3100,0.1400
North,2021,CV2,11,5.2840,0.4100,0.3400,0.1200
North,2021,CV2,12,5.3176,0.4700,0.3100,0.3400
North,2021,CV2,13,4.1174,0.4100,0.2800,0.1000
North,2021,CV2,14,21.7339,0.4900,0.3200,0.1200
North,2021,CV2,15,29.0915,0.4400,0.2900,0.1200
North,2021,CV2,16,13.4387,0.4800,0.2700,0.2300
North,2021,CV2,17,10.2498,0.4400,0.3000,0.1600
North,2021,CV2,18,5.7130,0.5300,0.3000,0.2900
North,2021,CV2,19,16.1850,0.5400,0.2900,0.3300
North,2021,CV2,20,5.3646,0.4900,0.2800,0.1300
North,2021,CV3,1,5.2158,0.4600,0.2700,0.2400
North,2021,CV3,2,6.0266,0.4200,0.2600,0.0900
North,2021,CV3,3,23.2615,0.5100,0.2800,0.1700
North,2021,CV3,4,9.8662,0.4000,0.2700,0.1600
North,2021,CV3,5,10.3777,0.5100,0.2700,0.1000
North,2021,CV3,6,6.1099,0.4500,0.2700,0.1700
North,2021,CV3,7,4.6657,0.4700,0.3000,0.1100
North,2021,CV3,8,11.3700,0.3900,0.2700,0.1000
North,2021,CV3,9,6.9697,0.4800,0.2700,0.0900
North,2021,CV3,10,24.6344,0.5100,0.2200,0.1200
North,2021,CV3,11,7.6449,0.4200,0.2200,0.1300
North,2021,CV3,12,5.6465,0.4700,0.2800,0.0400
North,2021,CV3,13,7.3145,0.4300,0.2600,0.1300
North,2021,CV3,14,6.3855,0.5100,0.2300,0.1500
North,2021,CV3,15,7.9825,0.5500,0.2500,0.0800
North,2021,CV3,16,12.4612,0.4700,0.3000,0.1400
North,2021,CV3,17,8.5409,0.5300,0.3000,0.0700
North,2021,CV3,18,21.0170,0.5600,0.2500,0.1100
North,2021,CV3,19,7.8718,0.5100,0.2800,0.1000
North,2021,CV3,20,10.9201,0.4400,0.2800,0.1100
North,2021,CV4,1,5.9581,0.5000,0.3500,0.1300
North,2021,CV4,2,5.9022,0.4600,0.2800,
North,2021,CV4,3,6.0048,0.4500,0.2800,0.1400
North,2021,CV4,4,25.6723,0.4700,0.3000,0.1200
North,2021,CV4,5,6.7489,0.4700,0.3000,0.3800
North,2021,CV4,6,15.2265,0.5400,0.2600,0.1800
North,2021,CV4,7,18.4162,0.5400,0.2600,0.2500
North,2021,CV4,8,7.1025,0.4800,0.3100,0.2000
North,2021,CV4,9,8.5827,0.5700,0.3200,0.3000
North,2021,CV4,10,17.6236,0.5000,0.3200,0.3300
North,2021,CV4,11,11.9949,0.4700,0.3100,0.1900
North,2021,CV4,12,4.6225,0.4800,0.3300,0.2500
North,2021,CV4,13,11.6655,0.4700,0.3000,0.2300
North,2021,CV4,14,6.2840,0.4800,0.2800,0.2000
North,2021,CV4,15,26.5888,0.4500,0.3400,0.1900
North,2021,CV4,16,7.5402,0.5000,0.2800,0.2900
North,2021,CV4,17,7.8430,0.4100,0.3200,0.2200
North,2021,CV4,18,11.4553,0.4500,0.3200,0.2900
North,2021,CV4,19,5.8396,0.4700,0.3000,0.2200
North,2021,CV4,20,9.9093,0.5000,0.3700,0.3500
North,2021,CV5,1,10.0038,0.4400,0.2900,0.1000
North,2021,CV5,2,6.7563,0.4900,0.2800,0.1200
North,2021,CV5,3,6.8370,0.4500,0.2900,0.1100
North,2021,CV5,4,9.5467,0.4600,0.2900,0.1100
North,2021,CV5,5,8.4377,0.3700,0.2600,0.1000
North,2021,CV5,6,5.0369,0.4300,0.2600,0.0600
North,2021,CV5,7,7.7074,0.3600,0.2900,0.1000
North,2021,CV5,8,2.9591,0.4200,0.2800,0.0800
North,2021,CV5,9,5.6008,0.4900,0.2300,0.1200
North,2021,CV5,10,8.1356,0.5100,0.2700,0.1700
North,2021,CV5,11,4.7555,0.5300,0.2200,0.1000
North,2021,CV5,12,7.9026,0.5800,0.2600,0.0800
North,2021,CV5,13,10.0334,0.4300,0.3000,0.0900
North,2021,CV5,14,7.2322,0.5000,0.2400,0.0600
North,2021,CV5,15,4.3343,0.4600,0.2200,0.2100
North,2021,CV5,16,18.0075,0.4500,0.3000,0.1300
North,2021,CV5,17,6.6619,0.4600,0.2900,0.1400
North,2021,CV5,18,6.4055,0.4200,0.2400,0.0900
North,2021,CV5,19,3.3124,0.5300,0.2400,0.0700
North,2021,CV5,20,5.4720,0.4500,0.2700,0.0700
North,2021,CV6,1,18.6893,0.6100,0.3400,0.6400
North,2021,CV6,2,8.3607,0.5300,0.3100,0.1000
North,2021,CV6,3,6.3749,0.5100,0.2700,0.1100
North,2021,CV6,4,9.4312,0.5100,0.3000,0.0900
North,2021,CV6,5,6.4346,0.4200,0.2800,0.1200
North,2021,CV6,6,5.8040,0.4600,0.3000,0.1000
North,2021,CV6,7,8.4232,0.4600,0.2800,0.1200
North,2021,CV6,8,5.3135,0.4400,0.2500,0.0900
North,2021,CV6,9,6.1465,0.4400,0.2800,0.1200
North,2021,CV6,10,5.4711,0.4200,0.2600,0.0900
North,2021,CV6,11,3.7388,0.4200,0.2800,0.1300
North,2021,CV6,12,5.8085,0.5300,0.3100,0.1100
North,2021,CV6,13,7.6540,0.4400,0.2700,0.1100
North,2021,CV6,14,18.8853,0.4700,0.2900,0.2100
North,2021,CV6,15,6.9686,0.5300,0.2900,0.1800
North,2021,CV6,16,13.3899,0.4700,0.3100,0.2400
North,2021,CV6,17,7.0599,0.4700,0.3000,0.0800
North,2021,CV6,18,8.0247,0.5000,0.2900,0.1000
North,2021,CV6,19,32.7896,0.4400,0.2500,0.0500
North,2021,CV6,20,9.2411,0.4400,0.2800,0.2300
North,2021,CV7,1,17.8928,0.4600,0.2700,0.2100
North,2021,CV7,2,5.2710,0.3200,0.3000,0.5200
North,2021,CV7,3,12.0950,0.4800,0.2500,0.1500
North,2021,CV7,4,15.2079,0.5000,0.3000,0.1700
North,2021,CV7,5,12.1812,0.4300,0.3100,0.1000
North,2021,CV7,6,5.4815,0.4400,0.3100,0.1500
North,2021,CV7,7,12.6879,0.4900,0.2900,0.2300
North,2021,CV7,8,12.6536,0.6200,0.2800,0.2800
North,2021,CV7,9,5.5209,0.4900,0.2500,0.5100
North,2021,CV7,10,3.0426,0.5200,0.2100,0.2100
North,2021,CV7,11,7.3267,0.5500,0.3300,0.3800
North,2021,CV7,12,8.2750,0.5300,0.3100,0.1700
North,2021,CV7,13,15.0817,0.4500,0.3300,0.1600
North,2021,CV7,14,10.1605,0.4600,0.3300,0.1100
North,2021,CV7,15,16.2261,0.4600,0.2600,0.1100
North,2021,CV7,16,7.6308,0.4400,0.2800,0.3100
North,2021,CV7,17,8.8100,0.3900,0.3100,0.1200
North,2021,CV7,18,21.9169,0.4000,0.2800,0.1700
North,2021,CV7,19,8.3843,0.3100,0.2800,0.1600
North,2021,CV7,20,4.3016,0.3700,0.2900,0.1000
North,2021,CV8,1,5.7395,0.4100,0.2800,0.1100
North,2021,CV8,2,17.8655,0.4600,0.3100,0.1600
North,2021,CV8,3,5.4423,0.4600,0.3200,0.1400
North,2021,CV8,4,7.5926,0.4500,0.2500,0.3300
North,2021,CV8,5,11.3395,0.4800,0.3400,0.0900
North,2021,CV8,6,9.4514,0.4800,0.2900,0.1000
North,2021,CV8,7,14.1637,0.4200,0.3100,0.2100
North,2021,CV8,8,4.4442,0.4300,0.2600,0.0800
North,2021,CV8,9,21.4304,0.4700,0.2700,0.2200
North,2021,CV8,10,7.3876,0.4500,0.2900,0.0600
North,2021,CV8,11,24.2707,0.4700,0.3000,0.1700
North,2021,CV8,12,20.7940,0.3700,0.2600,0.1300
North,2021,CV8,13,20.2849,0.5100,0.3000,0.3500
North,2021,CV8,14,12.2745,0.4800,0.3400,0.2700
North,2021,CV8,15,4.5137,0.4500,0.2800,0.1800
North,2021,CV8,16,5.2105,0.4900,0.3000,0.1100
North,2021,CV8,17,14.5298,0.4700,0.3100,0.2600
North,2021,CV8,18,19.8557,0.5000,0.2700,0.1900
North,2021,CV8,19,7.7083,0.4000,0.2800,0.0900
North,2021,CV8,20,11.5241,0.3900,0.3200,0.0800
North,2021,CV9,1,5.4094,0.4100,0.3100,0.1500
North,2021,CV9,2,6.4905,0.5200,0.3100,0.1300
North,2021,CV9,3,21.3849,0.4000,0.3000,0.0800
North,2021,CV9,4,14.7068,0.4500,0.2900,0.1800
North,2021,CV9,5,4.6415,0.4100,0.2200,0.0600
North,2021,CV9,6,10.4063,0.4000,0.2300,0.1400
North,2021,CV9,7,8.1045,0.4700,0.2600,0.1300
North,2021,CV9,8,4.9297,0.4200,0.2800,0.1000
North,2021,CV9,9,8.1976,0.4100,0.1900,0.2800
North,2021,CV9,10,3.7847,0.3900,0.2300,0.1600
North,2021,CV9,11,12.5845,0.4000,0.2400,0.2300
North,2021,CV9,12,25.2361,0.3700,0.2500,0.0900
North,2021,CV9,13,37.2039,0.4000,0.2900,0.1000
North,2021,CV9,14,13.1607,0.3300,0.2500,0.0500
North,2021,CV9,15,9.8879,0.4400,0.2500,0.1100
North,2021,CV9,16,4.2539,0.3800,0.2500,0.0700
North,2021,CV9,17,16.4074,0.3700,0.2300,0.1100
North,2021,CV9,18,17.4920,0.4100,0.2600,0.1600
North,2021,CV9,19,22.2609,0.3800,0.2600,0.1000
North,2021,CV9,20,6.4953,0.4400,0.2800,0.0800
North,2021,CV10,1,15.0082,0.4200,0.2200,0.0400
North,2021,CV10,2,13.7532,0.4100,0.2500,0.0500
North,2021,CV10,3,22.9239,0.4600,0.2700,0.0600
North,2021,CV10,4,7.9287,0.4500,0.2100,0.0600
North,2021,CV10,5,12.1302,0.4100,0.2800,0.2000
North,2021,CV10,6,5.3026,0.4300,0.2500,0.1200
North,2021,CV10,7,18.0114,0.4100,0.2700,0.1500
North,2021,CV10,8,17.9961,0.4600,0.2400,0.1400
North,2021,CV10,9,3.8852,0.4300,0.2200,0.0800
North,2021,CV10,10,16.3509,0.3900,0.2200,0.0700
North,2021,CV10,11,20.3261,0.3400,0.2400,0.0800
North,2021,CV10,12,5.4225,0.3600,0.2800,0.0700
North,2021,CV10,13,14.6954,0.4000,0.2800,0.1300
North,2021,CV10,14,12.6887,0.4300,0.2500,0.0600
North,2021,CV10,15,21.1320,0.4800,0.2600,0.1500
North,2021,CV10,16,6.3835,0.3600,0.2800,0.0600
North,2021,CV10,17,6.0039,0.4300,0.2300,0.1000
North,2021,CV10,18,6.2526,0.3400,0.2600,0.0600
North,2021,CV10,19,9.4791,0.4400,0.2700,0.1300
North,2021,CV10,20,11.0267,0.4000,0.2500,0.0500
North,2021,CV11,1,8.8688,0.3900,0.2800,0.0900
North,2021,CV11,2,29.4468,0.4700,0.2700,0.1500
North,2021,CV11,3,26.2039,0.4800,0.2800,0.2700
North,2021,CV11,4,13.0887,0.5000,0.2900,0.0800
North,2021,CV11,5,6.8607,0.4000,0.2700,0.0600
North,2021,CV11,6,13.8374,0.5100,0.2500,0.1800
North,2021,CV11,7,12.5409,0.4800,0.2900,0.0500
North,2021,CV11,8,7.9070,0.4400,0.2700,0.0900
North,2021,CV11,9,12.9602,0.4000,0.2700,0.0500
North,2021,CV11,10,8.4679,0.4200,0.2600,0.1700
North,2021,CV11,11,5.9061,0.4300,0.2200,0.0400
North,2021,CV11,12,8.4909,0.4700,0.2700,0.1800
North,2021,CV11,13,12.5455,0.4800,0.3200,0.0800
North,2021,CV11,14,12.5722,0.4900,0.2800,0.0500
North,2021,CV11,15,13.8043,0.4600,0.2300,0.1100
North,2021,CV11,16,9.4520,0.4800,0.3000,0.0800
North,2021,CV11,17,5.1077,0.4700,0.1300,0.0600
North,2021,CV11,18,4.9225,0.5600,0.2300,0.1800
North,2021,CV11,19,21.2780,0.4400,0.3100,0.0800
North,2021,CV11,20,5.3598,0.4700,0.2800,0.0900
North,2021,CV12,1,36.5986,0.4600,0.2500,0.0800
North,2021,CV12,2,49.2385,0.4200,0.2700,0.0500
North,2021,CV12,3,23.5694,0.4800,0.2500,0.0900
North,2021,CV12,4,25.4483,0.3600,0.2500,0.1200
North,2021,CV12,5,15.7553,0.4200,0.3100,0.1300
North,2021,CV12,6,8.5483,0.4500,0.2700,0.0500
North,2021,CV12,7,10.6039,0.4400,0.2700,0.1300
North,2021,CV12,8,12.0135,0.5000,0.2700,0.1300
North,2021,CV12,9,13.8486,0.4700,0.2800,0.1800
North,2021,CV12,10,21.3565,0.5200,0.3000,0.2600
North,2021,CV12,11,11.0121,0.5000,0.2800,0.0600
North,2021,CV12,12,7.5602,0.4700,0.2900,0.1000
North,2021,CV12,13,10.1958,0.5000,0.2500,0.0900
North,2021,CV12,14,14.9783,0.4200,0.2500,0.0700
North,2021,CV12,15,4.4854,0.5400,0.2300,0.3500
North,2021,CV12,16,14.5455,0.4600,0.3100,0.2700
North,2021,CV12,17,15.6900,0.4700,0.2200,0.1600
North,2021,CV12,18,19.0309,0.4700,0.2600,0.1600
North,2021,CV12,19,6.9247,0.4300,0.2500,0.1200
North,2021,CV12,20,9.9576,0.4700,0.2600,0.0700
North,2022,CV1,1,8.0127,0.2900,0.2600,0.1000
North,2022,CV1,2,13.5794,0.2400,0.2400,0.1000
North,2022,CV1,3,28.5653,0.3200,0.3100,0.0800
North,2022,CV1,4,6.4937,0.3100,0.2400,0.0900
North,2022,CV1,5,7.4111,0.2600,0.2500,0.0700
North,2022,CV1,6,35.4547,0.2000,0.2200,0.0500
North,2022,CV1,7,9.1248,0.2800,0.2500,0.0700
North,2022,CV1,8,30.0600,0.2800,0.2600,0.0700
North,2022,CV1,9,5.3444,0.2800,0.2500,0.0600
North,2022,CV1,10,6.2730,0.2900,0.2300,0.0300
North,2022,CV1,11,4.8219,0.3100,0.2600,0.0600
North,2022,CV1,12,5.3039,0.3100,0.2800,0.0600
North,2022,CV1,13,55.0986,0.3100,0.3700,0.0400
North,2022,CV1,14,16.8704,0.3100,0.2800,0.1000
North,2022,CV1,15,16.2918,0.3200,0.2500,0.0600
North,2022,CV1,16,20.8424,0.3000,0.2400,0.0300
North,2022,CV1,17,5.2393,0.3300,0.2900,0.0600
North,2022,CV1,18,10.4318,0.2700,0.2900,0.0500
North,2022,CV1,19,4.0453,0.3300,0.2600,0.0500
North,2022,CV1,20,14.8521,0.2900,0.2500,0.0600
North,2022,CV2,1,6.0291,0.2700,0.2700,0.0400
North,2022,CV2,2,9.5488,0.2400,0.2900,0.0400
North,2022,CV2,3,7.9453,0.3000,0.2600,0.0800
North,2022,CV2,4,23.8807,0.2300,0.2700,0.0600
North,2022,CV2,5,21.4219,0.2700,0.2200,0.0500
North,2022,CV2,6,15.6908,0.2800,0.2900,0.0600
North,2022,CV2,7,26.2686,0.2900,0.2500,0.0300
North,2022,CV2,8,7.1197,0.2600,0.2800,0.0400
North,2022,CV2,9,7.1611,0.2600,0.2600,0.0600
North,2022,CV2,10,4.7174,0.3000,0.2300,0.0500
North,2022,CV2,11,21.3301,0.2700,0.2500,0.0500
North,2022,CV2,12,6.6026,0.2900,0.3100,0.0500
North,2022,CV2,13,3.9526,0.3000,0.2100,0.0500
North,2022,CV2,14,6.7183,0.2300,0.2200,0.0600
North,2022,CV2,15,1.1172,0.2800,0.1600,0.0500
North,2022,CV2,16,4.3653,0.3000,0.2500,0.0400
North,2022,CV2,17,10.2812,0.2500,0.2600,0.0500
North,2022,CV2,18,3.6717,0.3000,0.2500,0.0300
North,2022,CV2,19,6.7379,0.3300,0.2800,0.0500
North,2022,CV2,20,11.3633,0.2800,0.2300,0.0400
North,2022,CV3,1,3.2677,0.2700,0.2500,0.0300
North,2022,CV3,2,18.2513,0.2600,0.2700,0.0500
North,2022,CV3,3,35.6715,0.3100,0.2000,0.0600
North,2022,CV3,4,33.6988,0.2100,0.2600,0.0600
North,2022,CV3,5,7.0824,0.2700,0.2200,0.0300
North,2022,CV3,6,26.8540,0.2300,0.2600,0.0400
North,2022,CV3,7,12.3999,0.2700,0.2300,0.0300
North,2022,CV3,8,8.8224,0.3200,0.2300,0.0500
North,2022,CV3,9,2.2637,0.2500,0.2200,0.0600
North,2022,CV3,10,18.9111,0.2600,0.2200,0.0500
North,2022,CV3,11,3.2243,0.2800,0.2000,0.0600
North,2022,CV3,12,19.0138,0.2900,0.2900,0.0800
North,2022,CV3,13,19.5361,0.2600,0.2700,0.0800
North,2022,CV3,14,7.9931,0.2700,0.2100,0.0600
North,2022,CV3,15,20.7083,0.2500,0.2500,0.0500
North,2022,CV3,16,16.8641,0.2500,0.2400,0.0600
North,2022,CV3,17,24.3332,0.2600,0.2400,0.0600
North,2022,CV3,18,5.6799,0.2500,0.2100,0.0400
North,2022,CV3,19,22.1361,0.2200,0.2500,0.0500
North,2022,CV3,20,5.4203,0.2800,0.2700,0.0900
North,2022,CV4,1,20.5182,0.2600,0.1800,0.0700
North,2022,CV4,2,7.0741,0.2900,0.2300,0.0900
North,2022,CV4,3,5.8658,0.2700,0.2500,0.0700
North,2022,CV4,4,18.3681,0.2200,0.2200,
North,2022,CV4,5,3.8100,0.2900,0.2300,0.0800
North,2022,CV4,6,40.4287,0.2400,0.2500,0.0700
North,2022,CV4,7,1.4271,0.2800,0.2100,0.0600
North,2022,CV4,8,5.3097,0.2500,0.2600,0.0700
North,2022,CV4,9,8.8159,0.2700,0.2600,0.0600
North,2022,CV4,10,46.5051,0.2400,0.2300,0.0800
North,2022,CV4,11,14.1346,0.2400,0.2800,0.0800
North,2022,CV4,12,10.7017,0.2800,0.2400,0.0500
North,2022,CV4,13,23.8896,0.2600,0.2300,0.0500
North,2022,CV4,14,3.9725,0.2500,0.2300,0.0600
North,2022,CV4,15,5.5811,0.2300,0.2500,0.0500
North,2022,CV4,16,20.2996,0.2300,0.2300,0.0800
North,2022,CV4,17,9.7325,0.2200,0.2400,0.0700
North,2022,CV4,18,21.0999,0.2700,0.2800,0.0700
North,2022,CV4,19,11.8598,0.2900,0.2800,0.0500
North,2022,CV4,20,32.5733,0.2400,0.2600,0.0500
North,2022,CV5,1,20.9006,0.3500,0.2700,0.1200
North,2022,CV5,2,8.2447,,0.3000,0.0500
North,2022,CV5,3,29.9762,0.2800,0.2700,0.1100
North,2022,CV5,4,18.5376,0.2700,0.3000,0.0700
North,2022,CV5,5,11.0590,0.3000,0.2700,0.0700
North,2022,CV5,6,25.9343,0.2500,0.2800,0.0700
North,2022,CV5,7,13.2286,0.2800,0.2400,0.0500
North,2022,CV5,8,4.4849,0.2700,0.2400,0.0500
North,2022,CV5,9,3.2642,0.2300,0.2400,0.0500
North,2022,CV5,10,14.3307,0.3100,0.2500,0.0800
North,2022,CV5,11,2.8978,0.2400,0.2100,0.0600
North,2022,CV5,12,11.3388,0.2700,0.2500,0.0800
North,2022,CV5,13,5.9741,0.2800,0.1900,0.0500
North,2022,CV5,14,5.6052,0.2900,0.2600,0.0400
North,2022,CV5,15,8.1365,0.2700,0.2400,0.0400
North,2022,CV5,16,9.6718,0.2500,0.2400,0.0600
North,2022,CV5,17,11.2967,0.3000,0.2500,0.0800
North,2022,CV5,18,11.0300,0.2900,0.2100,0.0700
North,2022,CV5,19,12.4643,0.2400,0.2200,0.0800
North,2022,CV5,20,12.5875,0.2800,0.2100,0.0400
North,2022,CV6,1,21.3501,0.2600,0.2700,0.0900
North,2022,CV6,2,7.3082,0.2800,0.2100,0.0600
North,2022,CV6,3,8.5092,0.2500,0.2400,0.0500
North,2022,CV6,4,6.1425,0.3100,0.2700,0.0800
North,2022,CV6,5,5.7192,0.2700,0.2700,0.0600
North,2022,CV6,6,7.0295,0.2800,0.2400,0.0500
North,2022,CV6,7,16.8781,0.2800,0.2400,0.0400
North,2022,CV6,8,7.6061,0.2900,0.2200,0.0400
North,2022,CV6,9,28.3090,0.2800,0.2600,0.0500
North,2022,CV6,10,10.0889,0.2600,0.2000,0.0500
North,2022,CV6,11,10.0975,0.2900,0.2300,0.0500
North,2022,CV6,12,6.7532,0.2400,0.2300,0.0500
North,2022,CV6,13,20.1940,,0.2200,0.0500
North,2022,CV6,14,11.4567,0.3000,0.2500,0.0700
North,2022,CV6,15,23.3110,0.2800,0.2300,0.0600
North,2022,CV6,16,16.1144,0.2800,0.2400,0.0500
North,2022,CV6,17,16.0717,0.2400,0.2300,0.0500
North,2022,CV6,18,9.9988,0.2200,0.2400,0.0400
North,2022,CV6,19,12.2296,0.2400,0.2300,0.0400
North,2022,CV6,20,8.9177,0.2300,0.1900,0.0500
North,2022,CV7,1,18.2003,0.2500,0.2300,0.0500
North,2022,CV7,2,20.5910,0.2800,0.2300,0.0400
North,2022,CV7,3,8.2346,0.2700,0.2600,0.0400
North,2022,CV7,4,12.4125,0.3000,0.2600,0.0500
North,2022,CV7,5,16.3438,0.3100,0.2400,0.0500
North,2022,CV7,6,20.4820,0.1900,0.2400,0.0500
North,2022,CV7,7,3.4031,0.3200,0.2700,0.0400
North,2022,CV7,8,8.4941,0.2500,0.2900,0.0500
North,2022,CV7,9,14.4422,0.2500,0.2300,0.0500
North,2022,CV7,10,3.8325,0.2800,0.2300,0.0400
North,2022,CV7,11,4.0098,0.2300,0.2100,0.0400
North,2022,CV7,12,6.8821,0.2800,0.2000,0.0500
North,2022,CV7,13,24.8937,0.2900,0.2600,
North,2022,CV7,14,13.6539,0.2700,0.2300,0.0700
North,2022,CV7,15,7.0079,0.2100,0.2200,0.0500
North,2022,CV7,16,5.8742,0.2800,0.2500,0.0400
North,2022,CV7,17,9.5135,0.3100,0.2600,0.0500
North,2022,CV7,18,8.6059,0.1900,0.2500,0.0400
North,2022,CV7,19,12.8781,0.2400,0.2200,0.0400
North,2022,CV7,20,11.3152,0.1400,0.2400,0.0500
North,2022,CV8,1,5.5238,0.2200,0.2600,0.0500
North,2022,CV8,2,7.8660,0.3200,0.2700,0.0400
North,2022,CV8,3,8.1974,0.2500,0.2700,0.0800
North,2022,CV8,4,11.5629,0.2500,0.2600,0.0400
North,2022,CV8,5,3.5877,0.3100,0.2400,0.0300
North,2022,CV8,6,4.2673,0.2700,0.2200,0.0400
North,2022,CV8,7,14.5027,0.2700,0.2500,0.0400
North,2022,CV8,8,17.2021,0.3100,0.2500,0.0600
North,2022,CV8,9,4.3260,0.2700,0.2600,0.0500
North,2022,CV8,10,4.4595,0.3300,0.2500,0.0400
North,2022,CV8,11,9.5043,0.2900,0.2500,0.0400
North,2022,CV8,12,23.2578,0.3300,0.2500,0.0600
North,2022,CV8,13,18.2920,0.2900,0.2400,0.0600
North,2022,CV8,14,26.6107,0.2900,0.2400,0.0500
North,2022,CV8,15,5.4322,0.3300,0.2500,0.0700
North,2022,CV8,16,10.1668,0.3200,0.2700,0.0500
