genotype,thinning,area,tolerance
cv1,manipulation,10.44,0
cv1,manipulation,19.57,1
cv1,manipulation,16.27,1
cv1,manipulation,23.49,1
cv1,manipulation,19.86,1
cv1,manipulation,13.18,0
cv1,manipulation,16.08,1
cv1,manipulation,17.82,1
cv1,manipulation,22.04,1
cv1,manipulation,23.69,1
cv1,manipulation,12.94,0
cv1,manipulation,12.17,0
cv1,manipulation,16.91,1
cv1,manipulation,15.52,0
cv1,manipulation,16.41,0
cv1,manipulation,17.97,0
cv1,manipulation,15.95,0
cv1,manipulation,19.3,0
cv1,manipulation,19.99,1
cv1,manipulation,18.78,1
cv1,manipulation,18.7,0
cv1,manipulation,18.9,1
cv1,manipulation,16.69,0
cv1,manipulation,18.57,0
cv1,manipulation,22.52,1
cv1,manipulation,22.18,1
cv1,manipulation,18.44,1
cv1,manipulation,18.69,1
cv1,manipulation,15.08,0
cv1,manipulation,21.51,1
cv1,manipulation,18.21,0
cv1,manipulation,11.43,0
cv1,manipulation,14.38,0
cv1,manipulation,19.42,1
cv1,manipulation,11.28,0
cv1,manipulation,14.79,0
cv1,manipulation,20.26,0
cv1,manipulation,17.72,1
cv1,manipulation,20.31,1
cv1,manipulation,14.42,0
cv1,manipulation,12.78,0
cv1,manipulation,18.26,0
cv1,manipulation,18.03,1
cv1,manipulation,18.57,1
cv1,manipulation,20.54,1
cv1,manipulation,20.07,0
cv1,manipulation,18.76,0
cv1,manipulation,22.05,1
cv1,manipulation,22.47,1
cv1,manipulation,16.1,0
cv1,manipulation,21.43,1
cv1,manipulation,19.5,0
cv1,manipulation,16.35,0
cv1,manipulation,13.58,0
cv1,manipulation,14.47,0
cv1,manipulation,10.7,0
cv1,manipulation,20.77,1
cv1,manipulation,18.3,0
cv1,manipulation,17.65,0
cv1,manipulation,21.41,1
cv1,manipulation,19.23,1
cv1,manipulation,12.01,0
cv1,manipulation,20.24,1
cv1,manipulation,14.14,0
cv1,manipulation,19.35,1
cv1,manipulation,18.46,1
cv1,manipulation,17.64,1
cv1,manipulation,20.19,1
cv1,manipulation,20.56,1
cv1,manipulation,21.89,1
cv1,manipulation,17.72,1
cv1,manipulation,16.56,1
cv1,manipulation,17.59,0
cv1,manipulation,15.05,1
cv1,manipulation,17.9,1
cv1,manipulation,14.35,0
cv1,manipulation,20.64,0
cv1,manipulation,20.42,1
cv1,manipulation,11.5,0
cv1,manipulation,17.11,1
cv1,manipulation,19.1,1
cv1,manipulation,16.62,0
cv1,manipulation,19.59,1
cv1,manipulation,16.67,0
cv1,manipulation,18.45,1
cv1,manipulation,20.5,1
cv1,manipulation,21.89,0
cv1,manipulation,17.67,0
cv1,manipulation,11.71,0
cv1,manipulation,13.06,0
cv1,manipulation,21.75,1
cv1,manipulation,19.88,1
cv1,manipulation,14.4,0
cv1,manipulation,20.96,1
cv1,manipulation,14.77,0
cv1,manipulation,20.79,1
cv1,manipulation,22.04,1
cv1,manipulation,16.14,1
cv1,manipulation,15.33,0
cv1,manipulation,20.54,1
cv1,manipulation,16.25,0
cv1,manipulation,15.81,1
cv1,manipulation,13.6,0
cv1,manipulation,22.03,0
cv1,manipulation,14,0
cv1,manipulation,17.57,1
cv1,manipulation,20.12,1
cv1,manipulation,19.18,1
cv1,manipulation,16.18,1
cv1,manipulation,15.79,0
cv1,manipulation,15.77,1
cv1,manipulation,23.86,1
cv1,manipulation,19.48,1
cv1,manipulation,18.08,1
cv1,manipulation,19.15,0
cv1,manipulation,21.01,1
cv1,manipulation,14.37,0
cv1,manipulation,15.31,0
cv1,manipulation,21.31,1
cv1,manipulation,18.05,1
cv1,manipulation,19.73,1
cv1,manipulation,19.83,1
cv1,manipulation,17.36,0
cv1,manipulation,7.61,0
cv1,manipulation,18.88,1
cv1,manipulation,14.29,0
cv1,manipulation,16.12,1
cv1,manipulation,18.49,1
cv1,manipulation,19.86,1
cv1,manipulation,17.38,1
cv1,manipulation,18,1
cv1,manipulation,21.52,1
cv1,manipulation,18.04,0
cv1,manipulation,15.43,1
cv1,manipulation,12.48,0
cv1,manipulation,13.38,0
cv1,manipulation,19.38,0
cv1,manipulation,18.21,0
cv1,manipulation,19.89,1
cv1,manipulation,18.69,1
cv1,manipulation,18.76,1
cv1,manipulation,16.39,0
cv1,manipulation,16.89,1
cv1,manipulation,16.83,1
cv1,manipulation,24.14,1
cv1,manipulation,15.67,1
cv1,manipulation,22.02,1
cv1,manipulation,18.14,0
cv1,manipulation,23.2,1
cv1,manipulation,22.4,1
cv1,manipulation,18.74,1
cv1,manipulation,10.95,0
cv1,manipulation,20.52,1
cv1,manipulation,13.78,1
cv1,manipulation,19.87,1
cv1,manipulation,19.21,1
cv1,manipulation,21.59,1
cv1,manipulation,16.49,0
cv1,manipulation,22.12,1
cv1,manipulation,15.1,1
cv1,manipulation,10.26,0
cv1,manipulation,11.31,0
cv1,manipulation,16.65,1
cv1,manipulation,12.72,0
cv1,manipulation,22.26,1
cv1,manipulation,14.64,1
cv1,manipulation,20.88,1
cv1,manipulation,20.28,1
cv1,manipulation,24.39,1
cv1,manipulation,11.6,1
cv1,manipulation,19.99,0
cv1,manipulation,21.1,1
cv1,manipulation,20.91,1
cv1,manipulation,17.07,0
cv1,manipulation,24.07,1
cv1,manipulation,19.12,1
cv1,manipulation,20.6,1
cv1,manipulation,19.77,1
cv1,manipulation,15.16,0
cv1,manipulation,24.34,1
cv1,manipulation,20.14,1
cv1,manipulation,16.99,0
cv1,manipulation,17.72,1
cv1,manipulation,17.1,1
cv1,manipulation,19.35,1
cv1,manipulation,16.56,0
cv1,manipulation,23.12,1
cv1,manipulation,17.1,1
cv1,manipulation,18.81,0
cv1,manipulation,18.91,0
cv1,manipulation,18.73,0
cv1,manipulation,16.61,0
cv1,manipulation,19.96,1
cv1,manipulation,20.21,1
cv1,manipulation,21.5,1
cv1,manipulation,21.72,1
cv1,manipulation,22.26,1
cv1,manipulation,17.18,1
cv1,manipulation,19.55,0
cv1,manipulation,22.89,1
cv1,manipulation,19.19,0
cv1,manipulation,21.91,1
cv1,manipulation,20.34,1
cv1,manipulation,21.51,1
cv1,manipulation,17.98,0
cv1,manipulation,17.45,0
cv1,manipulation,23.06,1
cv1,manipulation,16.83,0
cv1,manipulation,15.82,0
cv1,manipulation,20.6,1
cv1,manipulation,19.45,1
cv1,manipulation,17.59,1
cv1,manipulation,19.22,1
cv1,manipulation,17.34,0
cv1,manipulation,19.78,1
cv1,manipulation,23.48,1
cv1,manipulation,15.11,0
cv1,manipulation,23.17,1
cv1,manipulation,22.89,1
cv1,manipulation,13.16,0
cv1,manipulation,21.18,1
cv1,manipulation,18.47,0
cv1,manipulation,11.95,0
cv1,manipulation,19.69,1
cv1,manipulation,22.13,1
cv1,manipulation,20.35,0
cv1,manipulation,18.74,1
cv1,manipulation,18.03,1
cv1,manipulation,21.37,1
cv1,manipulation,24.01,1
cv1,manipulation,20.93,1
cv1,manipulation,18.65,1
cv1,manipulation,21.02,1
cv1,manipulation,19.5,1
cv1,manipulation,21.88,1
cv1,manipulation,22.03,1
cv1,manipulation,17.84,1
cv1,manipulation,23.73,1
cv1,manipulation,23.15,1
cv1,manipulation,15.83,1
cv1,manipulation,14.25,1
cv1,manipulation,21.58,1
cv1,manipulation,21.33,1
cv1,manipulation,20.35,1
cv1,manipulation,19.25,1
cv1,manipulation,21.17,1
cv1,manipulation,22.05,1
cv1,manipulation,14.55,0
cv1,manipulation,16.31,0
cv1,manipulation,14.91,0
