Genotype,Replicate,baseline,plasticity,baseline_se,plasticity_se
CV3,267,2.36,0.01,0.38,0.00
CV3,268,2.27,0.01,0.25,0.00
CV3,269,2.34,0.01,0.47,0.00
CV3,270,2.46,0.01,0.36,0.00
CV3,271,2.16,0.01,0.34,0.00
CV3,272,2.12,0.01,0.48,0.00
CV3,273,2.22,0.01,0.35,0.00
CV3,274,2.47,0.01,0.34,0.00
CV3,275,2.09,0.01,0.42,0.00
CV3,276,2.24,0.01,0.34,0.00
CV3,277,2.14,0.01,0.43,0.00
CV3,278,2.50,0.01,0.50,0.00
CV3,279,2.11,0.01,0.33,0.00
CV3,280,2.47,0.01,0.34,0.00
CV3,281,2.37,0.01,0.41,0.00
CV3,282,2.41,0.01,0.43,0.00
CV3,283,2.35,0.01,0.49,0.00
CV3,284,2.24,0.01,0.52,0.00
CV3,285,2.55,0.01,0.44,0.00
CV3,286,2.58,0.01,0.28,0.00
CV3,287,2.62,0.01,0.36,0.00
CV3,288,2.35,0.01,0.34,0.00
CV3,289,2.22,0.01,0.51,0.00
CV3,290,2.30,0.01,0.43,0.00
CV3,291,2.25,0.01,0.38,0.00
CV3,292,2.37,0.01,0.32,0.00
CV3,293,2.29,0.01,0.46,0.00
CV3,294,2.25,0.01,0.41,0.00
CV3,295,2.21,0.01,0.22,0.00
CV3,296,2.54,0.01,0.43,0.00
CV3,297,2.12,0.01,0.68,0.01
CV3,298,2.21,0.01,0.57,0.00
CV3,299,2.20,0.01,0.49,0.00
CV3,300,2.07,0.01,0.40,0.00
CV3,301,2.62,0.01,0.35,0.00
CV3,302,2.21,0.01,0.47,0.00
CV3,303,2.51,0.01,0.43,0.00
CV3,304,2.28,0.01,0.41,0.00
CV3,305,2.07,0.01,0.43,0.00
CV3,306,2.36,0.01,0.45,0.00
CV3,307,2.46,0.01,0.30,0.00
CV3,308,2.12,0.01,0.36,0.00
CV3,309,2.22,0.01,0.45,0.00
CV3,310,2.22,0.01,0.41,0.00
CV3,311,2.43,0.01,0.31,0.00
CV3,312,2.29,0.01,0.49,0.00
CV3,313,2.19,0.01,0.30,0.00
CV3,314,2.29,0.01,0.38,0.00
CV3,315,2.56,0.01,0.32,0.00
CV3,316,2.61,0.01,0.38,0.00
CV3,317,2.40,0.01,0.42,0.00
CV3,318,2.12,0.01,0.49,0.00
CV3,319,2.44,0.01,0.41,0.00
CV3,320,2.20,0.01,0.48,0.00
CV3,321,2.11,0.01,0.46,0.00
CV3,322,2.53,0.01,0.31,0.00
CV3,323,2.49,0.01,0.61,0.00
CV3,324,2.27,0.01,0.43,0.00
CV3,325,2.45,0.01,0.49,0.00
CV3,326,2.43,0.01,0.42,0.00
CV3,327,2.26,0.01,0.42,0.00
CV3,328,2.39,0.01,0.46,0.00
CV3,329,2.48,0.01,0.51,0.00
CV3,330,2.15,0.01,0.37,0.00
CV3,331,2.51,0.01,0.38,0.00
CV3,332,2.37,0.01,0.56,0.00
CV3,333,2.54,0.01,0.52,0.00
CV3,334,2.32,0.01,0.40,0.00
CV3,335,2.32,0.01,0.37,0.00
CV3,336,2.09,0.01,0.42,0.00
CV3,337,2.25,0.01,0.35,0.00
CV3,338,2.06,0.01,0.61,0.01
CV3,339,2.59,0.01,0.30,0.00
CV3,340,1.98,0.01,0.39,0.00
CV3,341,2.21,0.01,0.47,0.00
CV3,342,2.25,0.01,0.43,0.00
CV3,343,2.16,0.01,0.49,0.00
CV3,344,2.58,0.01,0.55,0.00
CV3,345,2.46,0.01,0.57,0.00
CV3,346,2.49,0.01,0.45,0.00
CV3,347,2.30,0.01,0.41,0.00
CV3,348,2.32,0.01,0.49,0.00
CV3,349,2.35,0.01,0.41,0.00
CV3,350,2.48,0.01,0.49,0.00
CV3,351,2.20,0.01,0.41,0.00
CV3,352,2.21,0.01,0.48,0.00
CV3,353,2.37,0.01,0.48,0.00
CV3,354,2.15,0.01,0.41,0.00
CV3,355,2.63,0.00,0.20,0.00
CV3,356,2.27,0.01,0.33,0.00
CV3,357,2.59,0.01,0.30,0.00
CV3,358,2.11,0.01,0.24,0.00
CV3,359,2.09,0.01,0.63,0.01
CV3,360,2.47,0.01,0.39,0.00
CV3,361,2.41,0.01,0.47,0.00
CV3,362,2.32,0.01,0.41,0.00
CV3,363,2.41,0.01,0.46,0.00
CV3,364,2.37,0.01,0.26,0.00
CV3,365,2.10,0.01,0.36,0.00
CV3,366,2.15,0.01,0.31,0.00
CV3,367,2.28,0.01,0.35,0.00
CV3,368,2.54,0.01,0.49,0.00
CV3,369,2.17,0.01,0.40,0.00
CV3,370,2.26,0.01,0.34,0.00
CV3,371,2.58,0.01,0.41,0.00
CV3,372,2.21,0.01,0.51,0.00
CV3,373,2.26,0.01,0.55,0.00
CV3,374,2.14,0.01,0.42,0.00
CV3,375,2.36,0.01,0.42,0.00
CV3,376,2.47,0.01,0.45,0.00
CV3,377,2.37,0.01,0.44,0.00
CV3,378,2.21,0.01,0.71,0.01
CV3,379,2.29,0.01,0.26,0.00
CV3,380,2.17,0.01,0.43,0.00
CV3,381,2.24,0.01,0.49,0.00
CV3,382,2.20,0.01,0.33,0.00
CV3,383,2.40,0.01,0.47,0.00
CV3,384,2.34,0.01,0.31,0.00
CV3,385,2.28,0.01,0.44,0.00
CV3,386,2.19,0.01,0.49,0.00
CV3,387,2.28,0.01,0.48,0.00
CV3,388,2.18,0.01,0.46,0.00
CV3,389,2.28,0.01,0.45,0.00
CV3,390,2.15,0.01,0.38,0.00
CV3,391,2.22,0.01,0.31,0.00
CV3,392,2.25,0.01,0.42,0.00
CV3,393,1.94,0.01,0.51,0.00
CV3,394,2.54,0.01,0.27,0.00
CV3,395,2.49,0.01,0.28,0.00
CV3,396,2.07,0.01,0.38,0.00
CV3,397,2.39,0.01,0.55,0.00
CV3,398,2.20,0.01,0.34,0.00
CV3,399,2.42,0.01,0.44,0.00
CV3,400,2.21,0.01,0.37,0.00
CV3,401,2.00,0.01,0.47,0.00
CV3,402,2.36,0.01,0.29,0.00
CV3,403,2.17,0.01,0.41,0.00
CV3,404,2.34,0.01,0.39,0.00
CV3,405,2.45,0.01,0.37,0.00
CV3,406,2.34,0.01,0.46,0.00
CV3,407,2.23,0.01,0.15,0.00
CV3,408,2.43,0.01,0.40,0.00
CV3,409,2.29,0.01,0.46,0.00
CV3,410,2.39,0.01,0.20,0.00
CV3,411,2.40,0.01,0.31,0.00
CV3,412,2.52,0.01,0.34,0.00
CV3,413,2.56,0.01,0.49,0.00
CV3,414,2.26,0.01,0.31,0.00
CV3,415,2.25,0.01,0.40,0.00
CV3,416,2.26,0.01,0.50,0.00
CV3,417,2.31,0.01,0.37,0.00
CV3,418,2.52,0.01,0.51,0.00
CV3,419,2.46,0.01,0.36,0.00
CV3,420,2.14,0.01,0.37,0.00
CV3,421,2.30,0.01,0.51,0.00
CV3,422,2.34,0.01,0.40,0.00
CV3,423,2.41,0.01,0.46,0.00
CV3,424,2.32,0.01,0.41,0.00
CV3,425,2.19,0.01,0.36,0.00
CV3,426,2.43,0.01,0.21,0.00
CV3,427,2.32,0.01,0.33,0.00
CV3,428,2.46,0.01,0.21,0.00
CV3,429,2.14,0.01,0.56,0.00
CV3,430,2.27,0.01,0.31,0.00
CV3,431,2.30,0.01,0.43,0.00
CV3,432,2.28,0.01,0.39,0.00
CV3,433,2.29,0.01,0.32,0.00
CV3,434,2.23,0.01,0.38,0.00
CV3,435,2.45,0.01,0.40,0.00
CV3,436,2.50,0.01,0.51,0.00
CV3,437,2.50,0.01,0.25,0.00
CV3,438,2.31,0.01,0.45,0.00
CV3,439,2.31,0.01,0.51,0.00
CV3,440,2.31,0.01,0.45,0.00
CV3,441,2.33,0.01,0.22,0.00
CV3,442,2.31,0.01,0.30,0.00
CV3,443,2.51,0.01,0.48,0.00
CV3,444,2.34,0.01,0.43,0.00
CV3,445,2.39,0.01,0.30,0.00
CV3,446,2.14,0.01,0.45,0.00
CV3,447,2.33,0.01,0.41,0.00
CV3,448,2.32,0.01,0.46,0.00
CV3,449,2.40,0.01,0.40,0.00
CV3,450,2.20,0.01,0.44,0.00
CV3,451,2.46,0.01,0.48,0.00
CV3,452,2.29,0.01,0.37,0.00
CV3,453,2.26,0.01,0.49,0.00
CV3,454,2.19,0.01,0.47,0.00
CV3,455,2.15,0.01,0.47,0.00
CV3,456,2.36,0.01,0.32,0.00
CV3,457,2.39,0.01,0.37,0.00
CV3,458,2.24,0.01,0.35,0.00
CV3,459,2.39,0.01,0.38,0.00
CV3,460,2.11,0.01,0.50,0.00
CV3,461,2.27,0.01,0.50,0.00
CV3,462,2.16,0.01,0.42,0.00
CV3,463,2.40,0.01,0.32,0.00
CV3,464,2.39,0.01,0.41,0.00
CV3,465,2.49,0.01,0.54,0.00
CV3,466,2.44,0.01,0.53,0.00
CV3,467,2.65,0.01,0.48,0.00
CV3,468,2.49,0.01,0.39,0.00
CV3,469,2.26,0.01,0.35,0.00
CV3,470,2.22,0.01,0.38,0.00
CV3,471,2.39,0.01,0.37,0.00
CV3,472,2.35,0.01,0.55,0.00
CV3,473,2.37,0.01,0.60,0.00
CV3,474,2.31,0.01,0.59,0.00
CV3,475,2.35,0.01,0.38,0.00
CV3,476,2.24,0.01,0.37,0.00
CV3,477,2.09,0.01,0.62,0.01
CV3,478,2.17,0.01,0.47,0.00
CV3,479,2.25,0.01,0.41,0.00
CV3,480,2.26,0.01,0.37,0.00
CV3,481,2.35,0.01,0.54,0.00
CV3,482,2.16,0.01,0.35,0.00
CV3,483,2.26,0.01,0.33,0.00
CV3,484,2.29,0.01,0.44,0.00
CV3,485,2.40,0.01,0.45,0.00
CV3,486,2.15,0.01,0.41,0.00
CV3,487,2.38,0.01,0.41,0.00
CV3,488,2.12,0.01,0.62,0.01
CV3,489,2.46,0.01,0.52,0.00
CV3,490,2.18,0.01,0.37,0.00
CV3,491,2.14,0.01,0.53,0.00
CV3,492,2.30,0.01,0.38,0.00
CV3,493,2.20,0.01,0.31,0.00
CV3,494,2.17,0.01,0.45,0.00
CV3,495,2.25,0.01,0.49,0.00
CV3,496,2.22,0.01,0.40,0.00
CV3,497,2.79,0.00,0.48,0.00
CV3,498,2.76,0.01,0.49,0.00
CV3,499,2.54,0.01,0.25,0.00
CV3,500,2.61,0.01,0.52,0.00
CV4,1,4.19,0.00,0.42,0.00
CV4,2,3.96,0.00,0.35,0.00
CV4,3,3.96,0.00,0.46,0.00
CV4,4,3.84,0.01,0.48,0.00
CV4,5,3.90,0.00,0.37,0.00
CV4,6,3.57,0.00,0.42,0.00
CV4,7,3.94,0.00,0.32,0.00
CV4,8,4.00,0.00,0.52,0.00
CV4,9,3.69,0.01,0.45,0.00
CV4,10,4.04,0.00,0.48,0.00
CV4,11,3.86,0.00,0.54,0.00
CV4,12,3.88,0.00,0.33,0.00
CV4,13,4.04,0.00,0.58,0.00
CV4,14,3.80,0.00,0.40,0.00
CV4,15,4.14,0.00,0.51,0.00
CV4,16,3.87,0.00,0.49,0.00
CV4,17,3.75,0.01,0.48,0.00
CV4,18,3.56,0.01,0.42,0.00
CV4,19,3.69,0.01,0.50,0.00
CV4,20,3.89,0.00,0.33,0.00
CV4,21,3.67,0.01,0.33,0.00
CV4,22,3.70,0.00,0.48,0.00
CV4,23,3.54,0.00,0.45,0.00
CV4,24,3.85,0.00,0.53,0.00
CV4,25,4.10,0.00,0.53,0.00
CV4,26,3.66,0.01,0.28,0.00
CV4,27,4.17,0.00,0.54,0.00
CV4,28,3.84,0.00,0.38,0.00
CV4,29,3.68,0.01,0.31,0.00
CV4,30,3.96,0.00,0.48,0.00
CV4,31,3.83,0.00,0.32,0.00
CV4,32,3.80,0.00,0.41,0.00
CV4,33,3.83,0.00,0.38,0.00
CV4,34,3.83,0.00,0.26,0.00
CV4,35,3.92,0.00,0.49,0.00
CV4,36,3.67,0.01,0.46,0.00
CV4,37,3.49,0.01,0.35,0.00
CV4,38,4.11,0.00,0.37,0.00
CV4,39,3.65,0.00,0.36,0.00
CV4,40,3.51,0.01,0.41,0.00
CV4,41,4.02,0.00,0.53,0.00
CV4,42,3.66,0.01,0.31,0.00
CV4,43,3.39,0.01,0.27,0.00
CV4,44,4.09,0.00,0.38,0.00
CV4,45,3.96,0.00,0.28,0.00
CV4,46,3.71,0.01,0.48,0.00
CV4,47,3.67,0.00,0.46,0.00
CV4,48,3.94,0.00,0.42,0.00
CV4,49,3.74,0.00,0.36,0.00
CV4,50,3.99,0.00,0.62,0.01
CV4,51,3.72,0.01,0.24,0.00
CV4,52,3.90,0.00,0.46,0.00
CV4,53,3.92,0.00,0.49,0.00
CV4,54,3.67,0.01,0.38,0.00
CV4,55,3.65,0.01,0.35,0.00
CV4,56,3.90,0.00,0.57,0.00
CV4,57,3.83,0.01,0.25,0.00
CV4,58,3.84,0.00,0.33,0.00
CV4,59,4.04,0.00,0.45,0.00
CV4,60,3.74,0.01,0.49,0.00
CV4,61,3.50,0.01,0.28,0.00
CV4,62,4.20,0.00,0.53,0.00
CV4,63,3.75,0.01,0.37,0.00
CV4,64,3.71,0.01,0.42,0.00
CV4,65,3.90,0.00,0.46,0.00
CV4,66,3.90,0.01,0.52,0.00
CV4,67,4.11,0.00,0.63,0.01
CV4,68,3.61,0.01,0.27,0.00
CV4,69,3.79,0.01,0.62,0.01
CV4,70,3.99,0.00,0.47,0.00
CV4,71,3.74,0.00,0.45,0.00
CV4,72,3.82,0.00,0.60,0.00
CV4,73,3.77,0.01,0.68,0.01
CV4,74,3.50,0.01,0.38,0.00
CV4,75,4.35,0.00,0.41,0.00
CV4,76,3.59,0.01,0.28,0.00
CV4,77,3.57,0.01,0.38,0.00
CV4,78,3.95,0.00,0.28,0.00
CV4,79,4.32,0.00,0.50,0.00
CV4,80,3.82,0.00,0.36,0.00
CV4,81,3.91,0.00,0.42,0.00
CV4,82,4.15,0.00,0.50,0.00
CV4,83,3.78,0.01,0.41,0.00
CV4,84,3.53,0.01,0.38,0.00
CV4,85,3.85,0.00,0.32,0.00
CV4,86,4.06,0.00,0.53,0.00
CV4,87,3.92,0.00,0.39,0.00
CV4,88,4.09,0.00,0.64,0.01
CV4,89,4.00,0.00,0.46,0.00
CV4,90,3.75,0.00,0.34,0.00
CV4,91,3.64,0.01,0.56,0.00
CV4,92,3.72,0.01,0.33,0.00
CV4,93,3.55,0.01,0.48,0.00
CV4,94,4.78,-0.00,0.69,0.01
CV4,95,3.99,0.00,0.53,0.00
CV4,96,4.08,0.00,0.41,0.00
CV4,97,3.73,0.00,0.37,0.00
CV4,98,4.04,0.00,0.60,0.00
CV4,99,4.09,0.00,0.48,0.00
CV4,100,4.18,0.00,0.57,0.00
CV4,101,4.26,0.00,0.52,0.00
CV4,102,3.55,0.01,0.42,0.00
CV4,103,3.78,0.00,0.23,0.00
CV4,104,3.59,0.01,0.38,0.00
CV4,105,3.83,0.00,0.25,0.00
CV4,106,4.01,0.00,0.37,0.00
CV4,107,3.66,0.00,0.43,0.00
CV4,108,4.27,0.00,0.52,0.00
CV4,109,4.28,0.00,0.51,0.00
CV4,110,3.93,0.00,0.34,0.00
CV4,111,4.19,0.00,0.57,0.00
CV4,112,4.12,0.00,0.53,0.00
CV4,113,3.72,0.00,0.42,0.00
CV4,114,3.45,0.01,0.30,0.00
CV4,115,3.66,0.01,0.49,0.00
CV4,116,3.75,0.01,0.34,0.00
CV4,117,4.02,0.00,0.40,0.00
CV4,118,3.91,0.00,0.38,0.00
CV4,119,3.80,0.01,0.46,0.00
CV4,120,3.92,0.00,0.45,0.00
CV4,121,3.52,0.01,0.39,0.00
CV4,122,3.87,0.00,0.47,0.00
CV4,123,3.58,0.01,0.52,0.00
CV4,124,4.06,0.00,0.31,0.00
CV4,125,3.73,0.00,0.70,0.01
CV4,126,3.52,0.01,0.39,0.00
CV4,127,3.71,0.00,0.43,0.00
CV4,128,3.74,0.01,0.47,0.00
CV4,129,3.81,0.00,0.38,0.00
CV4,130,4.02,0.00,0.47,0.00
CV4,131,3.65,0.01,0.40,0.00
CV4,132,3.68,0.01,0.42,0.00
CV4,133,3.62,0.01,0.42,0.00
CV4,134,4.00,0.00,0.55,0.00
CV4,135,3.80,0.00,0.36,0.00
CV4,136,4.13,0.00,0.31,0.00
CV4,137,4.06,0.00,0.68,0.01
CV4,138,3.91,0.00,0.36,0.00
CV4,139,3.93,0.00,0.58,0.00
CV4,140,4.29,0.00,0.45,0.00
CV4,141,3.94,0.00,0.58,0.00
CV4,142,3.94,0.00,0.37,0.00
CV4,143,4.01,0.00,0.42,0.00
CV4,144,3.60,0.01,0.38,0.00
CV4,145,3.63,0.01,0.49,0.00
CV4,146,3.85,0.00,0.28,0.00
CV4,147,4.34,0.00,0.52,0.00
CV4,148,3.85,0.00,0.23,0.00
CV4,149,3.66,0.01,0.37,0.00
CV4,150,3.74,0.01,0.28,0.00
CV4,151,3.95,0.00,0.45,0.00
CV4,152,3.86,0.00,0.42,0.00
CV4,153,4.07,0.00,0.49,0.00
CV4,154,3.91,0.00,0.49,0.00
CV4,155,3.56,0.01,0.33,0.00
CV4,156,3.90,0.00,0.19,0.00
CV4,157,4.18,0.00,0.45,0.00
CV4,158,3.82,0.00,0.40,0.00
CV4,159,4.10,0.00,0.47,0.00
CV4,160,4.14,0.00,0.18,0.00
CV4,161,3.54,0.01,0.44,0.00
CV4,162,3.77,0.00,0.40,0.00
CV4,163,3.50,0.01,0.45,0.00
CV4,164,3.78,0.00,0.33,0.00
CV4,165,3.85,0.00,0.44,0.00
CV4,166,3.94,0.00,0.45,0.00
CV4,167,3.55,0.01,0.31,0.00
CV4,168,3.90,0.00,0.36,0.00
CV4,169,3.70,0.00,0.40,0.00
CV4,170,3.86,0.00,0.27,0.00
CV4,171,3.96,0.00,0.39,0.00
CV4,172,3.78,0.01,0.33,0.00
CV4,173,4.28,0.00,0.40,0.00
CV4,174,4.13,0.00,0.47,0.00
CV4,175,3.99,0.00,0.56,0.00
CV4,176,3.71,0.01,0.41,0.00
CV4,177,3.64,0.00,0.36,0.00
CV4,178,3.86,0.00,0.41,0.00
CV4,179,3.84,0.00,0.42,0.00
CV4,180,3.73,0.01,0.39,0.00
CV4,181,3.64,0.00,0.31,0.00
CV4,182,3.92,0.00,0.34,0.00
CV4,183,3.74,0.00,0.41,0.00
CV4,184,4.06,0.00,0.40,0.00
CV4,185,3.89,0.00,0.51,0.00
CV4,186,3.97,0.00,0.55,0.00
CV4,187,3.71,0.01,0.31,0.00
CV4,188,4.04,0.01,0.38,0.00
CV4,189,3.73,0.01,0.35,0.00
CV4,190,3.61,0.01,0.32,0.00
CV4,191,3.81,0.00,0.34,0.00
CV4,192,3.97,0.00,0.54,0.00
CV4,193,3.66,0.01,0.46,0.00
CV4,194,4.17,0.00,0.51,0.00
CV4,195,4.02,0.00,0.41,0.00
CV4,196,3.77,0.00,0.39,0.00
CV4,197,3.98,0.00,0.55,0.00
CV4,198,3.87,0.00,0.48,0.00
CV4,199,3.59,0.01,0.39,0.00
CV4,200,4.18,0.00,0.55,0.00
CV4,201,4.10,0.00,0.28,0.00
CV4,202,3.84,0.00,0.41,0.00
CV4,203,3.69,0.00,0.33,0.00
CV4,204,4.25,0.00,0.37,0.00
CV4,205,3.99,0.00,0.41,0.00
CV4,206,4.06,0.00,0.38,0.00
CV4,207,4.02,0.00,0.18,0.00
CV4,208,4.06,0.00,0.46,0.00
CV4,209,3.81,0.01,0.62,0.01
CV4,210,3.72,0.00,0.40,0.00
CV4,211,3.53,0.01,0.38,0.00
CV4,212,3.99,0.00,0.43,0.00
CV4,213,3.50,0.00,0.35,0.00
CV4,214,3.89,0.00,0.42,0.00
CV4,215,3.72,0.01,0.39,0.00
CV4,216,3.92,0.00,0.60,0.00
CV4,217,3.67,0.01,0.45,0.00
CV4,218,4.11,0.00,0.45,0.00
CV4,219,3.60,0.01,0.48,0.00
CV4,220,4.04,0.00,0.48,0.00
CV4,221,4.09,0.00,0.66,0.01
CV4,222,3.62,0.01,0.37,0.00
CV4,223,3.98,0.00,0.37,0.00
CV4,224,4.35,0.00,0.64,0.01
CV4,225,3.79,0.00,0.49,0.00
CV4,226,3.87,0.00,0.40,0.00
CV4,227,4.19,0.00,0.34,0.00
CV4,228,3.84,0.00,0.45,0.00
CV4,229,3.53,0.01,0.31,0.00
CV4,230,4.09,0.00,0.47,0.00
CV4,231,3.49,0.01,0.24,0.00
CV4,232,3.83,0.01,0.34,0.00
CV4,233,3.90,0.00,0.63,0.01
CV4,234,3.67,0.00,0.45,0.00
CV4,235,3.69,0.01,0.38,0.00
CV4,236,4.10,0.00,0.43,0.00
CV4,237,3.80,0.00,0.27,0.00
CV4,238,3.72,0.01,0.25,0.00
CV4,239,3.80,0.01,0.50,0.00
CV4,240,3.73,0.00,0.45,0.00
CV4,241,3.73,0.01,0.22,0.00
CV4,242,4.12,0.00,0.36,0.00
CV4,243,3.77,0.01,0.55,0.00
CV4,244,3.79,0.00,0.39,0.00
CV4,245,3.66,0.01,0.48,0.00
CV4,246,3.96,0.00,0.42,0.00
CV4,247,4.05,0.00,0.52,0.00
CV4,248,3.98,0.00,0.25,0.00
CV4,249,3.91,0.00,0.52,0.00
CV4,250,4.07,0.00,0.37,0.00
CV4,251,3.97,0.00,0.50,0.00
CV4,252,3.83,0.00,0.43,0.00
CV4,253,3.86,0.00,0.20,0.00
CV4,254,3.71,0.01,0.41,0.00
CV4,255,3.93,0.00,0.48,0.00
CV4,256,4.05,0.00,0.65,0.01
CV4,257,3.81,0.00,0.37,0.00
CV4,258,3.91,0.01,0.54,0.00
CV4,259,3.72,0.01,0.42,0.00
CV4,260,3.92,0.01,0.39,0.00
CV4,261,4.08,0.00,0.57,0.00
CV4,262,4.01,0.00,0.46,0.00
CV4,263,3.72,0.01,0.27,0.00
CV4,264,3.74,0.00,0.36,0.00
CV4,265,4.06,0.00,0.53,0.00
CV4,266,3.95,0.00,0.37,0.00
CV4,267,3.58,0.01,0.37,0.00
CV4,268,3.73,0.00,0.34,0.00
CV4,269,4.02,0.00,0.42,0.00
CV4,270,3.91,0.01,0.58,0.00
CV4,271,3.82,0.01,0.46,0.00
CV4,272,4.37,0.00,0.57,0.00
CV4,273,4.00,0.00,0.46,0.00
CV4,274,3.88,0.00,0.33,0.00
CV4,275,3.74,0.00,0.33,0.00
CV4,276,3.66,0.01,0.34,0.00
CV4,277,3.83,0.01,0.49,0.00
CV4,278,3.77,0.00,0.36,0.00
CV4,279,4.11,0.00,0.56,0.00
CV4,280,4.12,0.00,0.52,0.00
CV4,281,4.02,0.00,0.45,0.00
CV4,282,3.55,0.01,0.44,0.00
CV4,283,3.82,0.00,0.30,0.00
CV4,284,3.86,0.00,0.66,0.01
CV4,285,3.76,0.01,0.35,0.00
CV4,286,4.04,0.00,0.49,0.00
CV4,287,3.86,0.00,0.50,0.00
CV4,288,3.82,0.00,0.43,0.00
CV4,289,3.62,0.01,0.43,0.00
CV4,290,3.92,0.00,0.36,0.00
CV4,291,3.90,0.00,0.42,0.00
CV4,292,3.95,0.00,0.57,0.00
CV4,293,3.72,0.00,0.31,0.00
CV4,294,3.90,0.00,0.33,0.00
CV4,295,3.84,0.00,0.42,0.00
CV4,296,3.77,0.00,0.60,0.00
CV4,297,3.72,0.00,0.31,0.00
CV4,298,3.56,0.01,0.35,0.00
CV4,299,3.93,0.00,0.48,0.00
CV4,300,3.66,0.00,0.25,0.00
CV4,301,4.12,0.00,0.49,0.00
CV4,302,3.74,0.00,0.45,0.00
CV4,303,3.88,0.00,0.05,0.00
CV4,304,3.79,0.00,0.36,0.00
CV4,305,3.96,0.00,0.40,0.00
CV4,306,3.91,0.01,0.25,0.00
CV4,307,3.86,0.00,0.40,0.00
CV4,308,3.86,0.00,0.55,0.00
CV4,309,3.80,0.01,0.40,0.00
CV4,310,3.70,0.00,0.32,0.00
CV4,311,3.85,0.00,0.33,0.00
CV4,312,4.13,0.00,0.49,0.00
CV4,313,4.11,0.00,0.57,0.00
CV4,314,3.42,0.01,0.31,0.00
CV4,315,4.05,0.00,0.54,0.00
CV4,316,4.07,0.00,0.30,0.00
CV4,317,4.02,0.00,0.48,0.00
CV4,318,3.77,0.01,0.34,0.00
CV4,319,3.47,0.01,0.30,0.00
CV4,320,3.86,0.00,0.53,0.00
CV4,321,3.77,0.01,0.30,0.00
CV4,322,3.56,0.01,0.31,0.00
CV4,323,3.70,0.01,0.24,0.00
CV4,324,3.94,0.00,0.46,0.00
CV4,325,3.84,0.00,0.44,0.00
CV4,326,4.00,0.00,0.46,0.00
CV4,327,3.93,0.00,0.49,0.00
CV4,328,3.89,0.00,0.30,0.00
CV4,329,3.77,0.00,0.45,0.00
CV4,330,3.82,0.00,0.33,0.00
CV4,331,3.89,0.00,0.33,0.00
CV4,332,3.62,0.00,0.38,0.00
CV4,333,3.97,0.00,0.43,0.00
CV4,334,4.11,0.00,0.45,0.00
CV4,335,3.60,0.01,0.43,0.00
CV4,336,4.14,0.00,0.47,0.00
CV4,337,3.93,0.00,0.37,0.00
CV4,338,3.74,0.00,0.53,0.00
CV4,339,3.65,0.01,0.23,0.00
CV4,340,3.28,0.01,0.49,0.00
CV4,341,3.75,0.00,0.54,0.00
CV4,342,4.04,0.00,0.44,0.00
CV4,343,3.81,0.00,0.31,0.00
CV4,344,4.03,0.00,0.65,0.01
CV4,345,3.95,0.00,0.49,0.00
CV4,346,3.50,0.01,0.50,0.00
CV4,347,3.97,0.00,0.34,0.00
CV4,348,4.19,0.00,0.70,0.01
CV4,349,3.67,0.00,0.29,0.00
CV4,350,3.93,0.00,0.46,0.00
CV4,351,3.87,0.00,0.36,0.00
CV4,352,3.97,0.00,0.46,0.00
CV4,353,3.91,0.01,0.63,0.01
CV4,354,3.89,0.01,0.33,0.00
CV4,355,4.20,0.00,0.39,0.00
CV4,356,4.20,0.00,0.63,0.01
CV4,357,3.79,0.00,0.47,0.00
CV4,358,3.91,0.00,0.53,0.00
CV4,359,3.77,0.01,0.36,0.00
CV4,360,3.65,0.00,0.54,0.00
CV4,361,3.84,0.00,0.37,0.00
CV4,362,3.83,0.00,0.58,0.00
CV4,363,4.07,0.00,0.50,0.00
CV4,364,3.90,0.00,0.37,0.00
CV4,365,4.15,0.00,0.51,0.00
CV4,366,4.10,0.00,0.55,0.00
CV4,367,3.85,0.00,0.59,0.00
CV4,368,3.86,0.00,0.29,0.00
CV4,369,3.82,0.00,0.34,0.00
CV4,370,3.68,0.00,0.42,0.00
CV4,371,4.06,0.00,0.47,0.00
CV4,372,3.59,0.01,0.33,0.00
CV4,373,3.86,0.00,0.57,0.00
CV4,374,3.69,0.01,0.29,0.00
CV4,375,3.84,0.00,0.62,0.01
CV4,376,3.85,0.00,0.43,0.00
CV4,377,3.95,0.01,0.63,0.01
CV4,378,4.01,0.00,0.53,0.00
CV4,379,4.04,0.00,0.57,0.00
CV4,380,3.89,0.00,0.69,0.01
CV4,381,3.78,0.00,0.50,0.00
CV4,382,3.71,0.01,0.37,0.00
CV4,383,3.79,0.01,0.31,0.00
CV4,384,3.52,0.01,0.27,0.00
CV4,385,3.69,0.01,0.31,0.00
CV4,386,3.83,0.00,0.45,0.00
CV4,387,3.76,0.00,0.36,0.00
CV4,388,3.73,0.01,0.44,0.00
CV4,389,3.95,0.00,0.44,0.00
CV4,390,4.01,0.00,0.27,0.00
CV4,391,3.78,0.01,0.22,0.00
CV4,392,4.01,0.00,0.32,0.00
CV4,393,3.78,0.00,0.33,0.00
CV4,394,3.96,0.00,0.34,0.00
CV4,395,4.10,0.00,0.54,0.00
CV4,396,3.78,0.01,0.40,0.00
CV4,397,4.28,0.00,0.45,0.00
CV4,398,4.16,0.00,0.50,0.00
CV4,399,3.80,0.00,0.35,0.00
CV4,400,3.83,0.00,0.20,0.00
