year,location,month,Days,date,temp,gdds
2018,Winchester,October,178,25-Oct,0.11,3070.5
2018,Winchester,October,179,26-Oct,0.64,3071.14
2018,Winchester,October,180,27-Oct,1.2,3072.34
2018,Winchester,October,181,28-Oct,1.64,3073.98
2018,Winchester,October,182,29-Oct,2.54,3076.52
2018,Winchester,October,183,30-Oct,1.54,3078.06
2018,Winchester,October,184,31-Oct,3.83,3081.89
2019,Winchester,May,1,1-May,3.47,13.47
2019,Winchester,May,2,2-May,5.51,18.98
2019,Winchester,May,3,3-May,8.08,27.06
2019,Winchester,May,4,4-May,10.62,37.68
2019,Winchester,May,5,5-May,12.04,49.72
2019,Winchester,May,6,6-May,12.44,62.16
2019,Winchester,May,7,7-May,9.31,71.47
2019,Winchester,May,8,8-May,6.34,77.81
2019,Winchester,May,9,9-May,7.52,85.33
2019,Winchester,May,10,10-May,13.3,98.63
2019,Winchester,May,11,11-May,8.57,107.2
2019,Winchester,May,12,12-May,9.37,116.57
2019,Winchester,May,13,13-May,8.73,125.3
2019,Winchester,May,14,14-May,6.99,132.29
2019,Winchester,May,15,15-May,9.29,141.58
2019,Winchester,May,16,16-May,9.91,151.49
2019,Winchester,May,17,17-May,10.3,161.79
2019,Winchester,May,18,18-May,10.87,172.66
2019,Winchester,May,19,19-May,13.26,185.92
2019,Winchester,May,20,20-May,14.75,200.67
2019,Winchester,May,21,21-May,10.8,211.47
2019,Winchester,May,22,22-May,13.13,224.6
2019,Winchester,May,23,23-May,14.09,238.69
2019,Winchester,May,24,24-May,14.26,252.95
2019,Winchester,May,25,25-May,13.12,266.07
2019,Winchester,May,26,26-May,15.83,281.9
2019,Winchester,May,27,27-May,13.07,294.97
2019,Winchester,May,28,28-May,10.05,305.02
2019,Winchester,May,29,29-May,12.58,317.6
2019,Winchester,May,30,30-May,12.56,330.16
2019,Winchester,May,31,31-May,12.86,343.02
2019,Winchester,June,32,1-Jun,14.16,357.18
2019,Winchester,June,33,2-Jun,13.81,370.99
2019,Winchester,June,34,3-Jun,9.78,380.77
2019,Winchester,June,35,4-Jun,9.82,390.59
2019,Winchester,June,36,5-Jun,13.18,403.77
2019,Winchester,June,37,6-Jun,15.96,419.73
2019,Winchester,June,38,7-Jun,16.66,436.39
2019,Winchester,June,39,8-Jun,15.89,452.28
2019,Winchester,June,40,9-Jun,18.61,470.89
2019,Winchester,June,41,10-Jun,17.27,488.16
2019,Winchester,June,42,11-Jun,15.52,503.68
2019,Winchester,June,43,12-Jun,16.05,519.73
2019,Winchester,June,44,13-Jun,16.29,536.02
2019,Winchester,June,45,14-Jun,14.22,550.24
2019,Winchester,June,46,15-Jun,14.46,564.7
2019,Winchester,June,47,16-Jun,14.25,578.95
2019,Winchester,June,48,17-Jun,17.03,595.98
2019,Winchester,June,49,18-Jun,19.94,615.92
2019,Winchester,June,50,19-Jun,18.9,634.82
2019,Winchester,June,51,20-Jun,17.4,652.22
2019,Winchester,June,52,21-Jun,17.6,669.82
2019,Winchester,June,53,22-Jun,18.15,687.97
2019,Winchester,June,54,23-Jun,18.92,706.89
2019,Winchester,June,55,24-Jun,20.28,727.17
2019,Winchester,June,56,25-Jun,20.27,747.44
2019,Winchester,June,57,26-Jun,20.38,767.82
2019,Winchester,June,58,27-Jun,21.09,788.91
2019,Winchester,June,59,28-Jun,21.05,809.96
2019,Winchester,June,60,29-Jun,21.91,831.87
2019,Winchester,June,61,30-Jun,18.78,850.65
2019,Winchester,July,62,1-Jul,20.39,871.04
2019,Winchester,July,63,2-Jul,21.84,892.88
2019,Winchester,July,64,3-Jul,24.28,917.16
2019,Winchester,July,65,4-Jul,27.14,944.3
2019,Winchester,July,66,5-Jul,24.72,969.02
2019,Winchester,July,67,6-Jul,22.82,991.84
2019,Winchester,July,68,7-Jul,17.77,1009.61
2019,Winchester,July,69,8-Jul,19.58,1029.19
2019,Winchester,July,70,9-Jul,22.03,1051.22
2019,Winchester,July,71,10-Jul,22.54,1073.76
2019,Winchester,July,72,11-Jul,23.36,1097.12
2019,Winchester,July,73,12-Jul,21.44,1118.56
2019,Winchester,July,74,13-Jul,20.71,1139.27
2019,Winchester,July,75,14-Jul,19.73,1159
2019,Winchester,July,76,15-Jul,20.85,1179.85
2019,Winchester,July,77,16-Jul,22.87,1202.72
2019,Winchester,July,78,17-Jul,22.71,1225.43
2019,Winchester,July,79,18-Jul,21.35,1246.78
2019,Winchester,July,80,19-Jul,25.57,1272.35
2019,Winchester,July,81,20-Jul,25.72,1298.07
2019,Winchester,July,82,21-Jul,24.56,1322.63
2019,Winchester,July,83,22-Jul,19.15,1341.78
2019,Winchester,July,84,23-Jul,19.8,1361.58
2019,Winchester,July,85,24-Jul,19.34,1380.92
2019,Winchester,July,86,25-Jul,21.82,1402.74
2019,Winchester,July,87,26-Jul,22.73,1425.47
2019,Winchester,July,88,27-Jul,23.04,1448.51
2019,Winchester,July,89,28-Jul,23.91,1472.42
2019,Winchester,July,90,29-Jul,23.71,1496.13
2019,Winchester,July,91,30-Jul,24.53,1520.66
2019,Winchester,July,92,31-Jul,21.65,1542.31
2019,Winchester,August,93,1-Aug,20.02,1562.33
2019,Winchester,August,94,2-Aug,20.43,1582.76
2019,Winchester,August,95,3-Aug,21.39,1604.15
2019,Winchester,August,96,4-Aug,18.08,1622.23
2019,Winchester,August,97,5-Aug,19.98,1642.21
2019,Winchester,August,98,6-Aug,22.08,1664.29
2019,Winchester,August,99,7-Aug,21.01,1685.3
2019,Winchester,August,100,8-Aug,21.34,1706.64
2019,Winchester,August,101,9-Aug,19.02,1725.66
2019,Winchester,August,102,10-Aug,16.69,1742.35
2019,Winchester,August,103,11-Aug,19.54,1761.89
2019,Winchester,August,104,12-Aug,21.05,1782.94
2019,Winchester,August,105,13-Aug,20.03,1802.97
2019,Winchester,August,106,14-Aug,17.83,1820.8
2019,Winchester,August,107,15-Aug,17.69,1838.49
2019,Winchester,August,108,16-Aug,19.87,1858.36
2019,Winchester,August,109,17-Aug,20.56,1878.92
2019,Winchester,August,110,18-Aug,21.18,1900.1
2019,Winchester,August,111,19-Aug,22.39,1922.49
2019,Winchester,August,112,20-Aug,19.8,1942.29
2019,Winchester,August,113,21-Aug,22.3,1964.59
2019,Winchester,August,114,22-Aug,20.65,1985.24
2019,Winchester,August,115,23-Aug,16.91,2002.15
2019,Winchester,August,116,24-Aug,16.94,2019.09
2019,Winchester,August,117,25-Aug,18.12,2037.21
2019,Winchester,August,118,26-Aug,18.67,2055.88
2019,Winchester,August,119,27-Aug,18.4,2074.28
2019,Winchester,August,120,28-Aug,19.99,2094.27
2019,Winchester,August,121,29-Aug,19.06,2113.33
2019,Winchester,August,122,30-Aug,18.93,2132.26
2019,Winchester,August,123,31-Aug,16.29,2148.55
2019,Winchester,September,124,1-Sep,17.48,2166.03
2019,Winchester,September,125,2-Sep,18.71,2184.74
2019,Winchester,September,126,3-Sep,16.63,2201.37
2019,Winchester,September,127,4-Sep,18.48,2219.85
2019,Winchester,September,128,5-Sep,15.76,2235.61
2019,Winchester,September,129,6-Sep,16.8,2252.41
2019,Winchester,September,130,7-Sep,15.44,2267.85
2019,Winchester,September,131,8-Sep,13.46,2281.31
2019,Winchester,September,132,9-Sep,11.92,2293.23
2019,Winchester,September,133,10-Sep,14.26,2307.49
2019,Winchester,September,134,11-Sep,19.65,2327.14
2019,Winchester,September,135,12-Sep,14.44,2341.58
2019,Winchester,September,136,13-Sep,15.29,2356.87
2019,Winchester,September,137,14-Sep,18.19,2375.06
2019,Winchester,September,138,15-Sep,13.55,2388.61
2019,Winchester,September,139,16-Sep,14.15,2402.76
2019,Winchester,September,140,17-Sep,14.48,2417.24
2019,Winchester,September,141,18-Sep,14.47,2431.71
2019,Winchester,September,142,19-Sep,14.87,2446.58
2019,Winchester,September,143,20-Sep,17.06,2463.64
2019,Winchester,September,144,21-Sep,18.64,2482.28
2019,Winchester,September,145,22-Sep,21.08,2503.36
2019,Winchester,September,146,23-Sep,20.71,2524.07
2019,Winchester,September,147,24-Sep,14.3,2538.37
2019,Winchester,September,148,25-Sep,16.62,2554.99
2019,Winchester,September,149,26-Sep,16.26,2571.25
2019,Winchester,September,150,27-Sep,14.3,2585.55
2019,Winchester,September,151,28-Sep,16.17,2601.72
2019,Winchester,September,152,29-Sep,10.32,2612.04
2019,Winchester,September,153,30-Sep,11.61,2623.65
2019,Winchester,October,154,1-Oct,16.33,2639.98
2019,Winchester,October,155,2-Oct,11.43,2651.41
2019,Winchester,October,156,3-Oct,6.88,2658.29
2019,Winchester,October,157,4-Oct,6.61,2664.9
2019,Winchester,October,158,5-Oct,6.51,2671.41
2019,Winchester,October,159,6-Oct,12.42,2683.83
2019,Winchester,October,160,7-Oct,12.4,2696.23
2019,Winchester,October,161,8-Oct,10.17,2706.4
2019,Winchester,October,162,9-Oct,9.68,2716.08
2019,Winchester,October,163,10-Oct,10.56,2726.64
2019,Winchester,October,164,11-Oct,10.94,2737.58
2019,Winchester,October,165,12-Oct,10.9,2748.48
2019,Winchester,October,166,13-Oct,9.48,2757.96
2019,Winchester,October,167,14-Oct,9.14,2767.1
2019,Winchester,October,168,15-Oct,7.57,2774.67
2019,Winchester,October,169,16-Oct,10.96,2785.63
2019,Winchester,October,170,17-Oct,8.42,2794.05
2019,Winchester,October,171,18-Oct,5.92,2799.97
2019,Winchester,October,172,19-Oct,5.19,2805.16
2019,Winchester,October,173,20-Oct,8.76,2813.92
2019,Winchester,October,174,21-Oct,9.33,2823.25
2019,Winchester,October,175,22-Oct,11.94,2835.19
2019,Winchester,October,176,23-Oct,10.24,2845.43
2019,Winchester,October,177,24-Oct,8.5,2853.93
2019,Winchester,October,178,25-Oct,5.33,2859.26
2019,Winchester,October,179,26-Oct,5.9,2865.16
2019,Winchester,October,180,27-Oct,9.09,2874.25
2019,Winchester,October,181,28-Oct,10.15,2884.4
2019,Winchester,October,182,29-Oct,12.35,2896.75
2019,Winchester,October,183,30-Oct,10.72,2907.47
2019,Winchester,October,184,31-Oct,10.49,2917.96
2020,Winchester,May,1,1-May,11.62,21.62
2020,Winchester,May,2,2-May,10.48,32.1
2020,Winchester,May,3,3-May,13.04,45.14
2020,Winchester,May,4,4-May,6.69,51.83
2020,Winchester,May,5,5-May,4.38,56.21
2020,Winchester,May,6,6-May,6.37,62.58
2020,Winchester,May,7,7-May,6.55,69.13
2020,Winchester,May,8,8-May,2.23,71.36
2020,Winchester,May,9,9-May,0.7,72.06
2020,Winchester,May,10,10-May,4.87,76.93
2020,Winchester,May,11,11-May,4.5,81.43
2020,Winchester,May,12,12-May,2.84,84.27
2020,Winchester,May,13,13-May,5.47,89.74
2020,Winchester,May,14,14-May,8.39,98.13
2020,Winchester,May,15,15-May,11.24,109.37
2020,Winchester,May,16,16-May,11.69,121.06
2020,Winchester,May,17,17-May,12.12,133.18
2020,Winchester,May,18,18-May,13,146.18
2020,Winchester,May,19,19-May,11.05,157.23
2020,Winchester,May,20,20-May,15.32,172.55
2020,Winchester,May,21,21-May,14.33,186.88
2020,Winchester,May,22,22-May,15.78,202.66
2020,Winchester,May,23,23-May,15.73,218.39
2020,Winchester,May,24,24-May,17.71,236.1
2020,Winchester,May,25,25-May,19.56,255.66
2020,Winchester,May,26,26-May,22.26,277.92
2020,Winchester,May,27,27-May,24.26,302.18
2020,Winchester,May,28,28-May,22.93,325.11
2020,Winchester,May,29,29-May,22.24,347.35
2020,Winchester,May,30,30-May,14.66,362.01
2020,Winchester,May,31,31-May,8.62,370.63
2020,Winchester,June,32,1-Jun,11.01,381.64
2020,Winchester,June,33,2-Jun,14.31,395.95
2020,Winchester,June,34,3-Jun,15.91,411.86
2020,Winchester,June,35,4-Jun,18.98,430.84
2020,Winchester,June,36,5-Jun,20.91,451.75
2020,Winchester,June,37,6-Jun,18.1,469.85
2020,Winchester,June,38,7-Jun,15.15,485
2020,Winchester,June,39,8-Jun,16.02,501.02
2020,Winchester,June,40,9-Jun,16.76,517.78
2020,Winchester,June,41,10-Jun,22.81,540.59
2020,Winchester,June,42,11-Jun,21.77,562.36
2020,Winchester,June,43,12-Jun,14.77,577.13
2020,Winchester,June,44,13-Jun,10.82,587.95
2020,Winchester,June,45,14-Jun,13.03,600.98
2020,Winchester,June,46,15-Jun,16.14,617.12
2020,Winchester,June,47,16-Jun,19.8,636.92
2020,Winchester,June,48,17-Jun,20.36,657.28
2020,Winchester,June,49,18-Jun,22.26,679.54
2020,Winchester,June,50,19-Jun,23.42,702.96
2020,Winchester,June,51,20-Jun,23.8,726.76
2020,Winchester,June,52,21-Jun,24.43,751.19
2020,Winchester,June,53,22-Jun,25.14,776.33
2020,Winchester,June,54,23-Jun,24.66,800.99
2020,Winchester,June,55,24-Jun,20.11,821.1
2020,Winchester,June,56,25-Jun,19.35,840.45
2020,Winchester,June,57,26-Jun,20.61,861.06
2020,Winchester,June,58,27-Jun,21.12,882.18
2020,Winchester,June,59,28-Jun,21.48,903.66
2020,Winchester,June,60,29-Jun,20.96,924.62
2020,Winchester,June,61,30-Jun,20.23,944.85
2020,Winchester,July,62,1-Jul,22.83,967.68
2020,Winchester,July,63,2-Jul,25.12,992.8
2020,Winchester,July,64,3-Jul,24.22,1017.02
2020,Winchester,July,65,4-Jul,22.42,1039.44
2020,Winchester,July,66,5-Jul,22.65,1062.09
2020,Winchester,July,67,6-Jul,22.64,1084.73
2020,Winchester,July,68,7-Jul,25.51,1110.24
2020,Winchester,July,69,8-Jul,26.86,1137.1
2020,Winchester,July,70,9-Jul,28.12,1165.22
2020,Winchester,July,71,10-Jul,28.35,1193.57
2020,Winchester,July,72,11-Jul,24.55,1218.12
2020,Winchester,July,73,12-Jul,23.45,1241.57
2020,Winchester,July,74,13-Jul,21.64,1263.21
2020,Winchester,July,75,14-Jul,22.17,1285.38
2020,Winchester,July,76,15-Jul,21.8,1307.18
2020,Winchester,July,77,16-Jul,22.35,1329.53
2020,Winchester,July,78,17-Jul,24.44,1353.97
2020,Winchester,July,79,18-Jul,25.07,1379.04
2020,Winchester,July,80,19-Jul,25.8,1404.84
2020,Winchester,July,81,20-Jul,24.37,1429.21
2020,Winchester,July,82,21-Jul,21.25,1450.46
2020,Winchester,July,83,22-Jul,22.01,1472.47
2020,Winchester,July,84,23-Jul,22.36,1494.83
2020,Winchester,July,85,24-Jul,22.98,1517.81
2020,Winchester,July,86,25-Jul,25.19,1543
2020,Winchester,July,87,26-Jul,26.98,1569.98
2020,Winchester,July,88,27-Jul,27.21,1597.19
2020,Winchester,July,89,28-Jul,24.87,1622.06
2020,Winchester,July,90,29-Jul,23.42,1645.48
2020,Winchester,July,91,30-Jul,22.07,1667.55
2020,Winchester,July,92,31-Jul,21.56,1689.11
2020,Winchester,August,93,1-Aug,24.11,1713.22
2020,Winchester,August,94,2-Aug,23.16,1736.38
2020,Winchester,August,95,3-Aug,22.3,1758.68
2020,Winchester,August,96,4-Aug,19.65,1778.33
2020,Winchester,August,97,5-Aug,20.13,1798.46
2020,Winchester,August,98,6-Aug,18.93,1817.39
2020,Winchester,August,99,7-Aug,21.14,1838.53
2020,Winchester,August,100,8-Aug,23.59,1862.12
2020,Winchester,August,101,9-Aug,22.34,1884.46
2020,Winchester,August,102,10-Aug,24.12,1908.58
2020,Winchester,August,103,11-Aug,25.56,1934.14
2020,Winchester,August,104,12-Aug,22.35,1956.49
2020,Winchester,August,105,13-Aug,23.43,1979.92
2020,Winchester,August,106,14-Aug,21.82,2001.74
2020,Winchester,August,107,15-Aug,22.48,2024.22
2020,Winchester,August,108,16-Aug,22.2,2046.42
2020,Winchester,August,109,17-Aug,20.73,2067.15
2020,Winchester,August,110,18-Aug,18.48,2085.63
2020,Winchester,August,111,19-Aug,17.01,2102.64
2020,Winchester,August,112,20-Aug,18.62,2121.26
2020,Winchester,August,113,21-Aug,20.21,2141.47
2020,Winchester,August,114,22-Aug,21.67,2163.14
2020,Winchester,August,115,23-Aug,22.73,2185.87
2020,Winchester,August,116,24-Aug,23.27,2209.14
2020,Winchester,August,117,25-Aug,20.6,2229.74
2020,Winchester,August,118,26-Aug,14.38,2244.12
2020,Winchester,August,119,27-Aug,14.55,2258.67
2020,Winchester,August,120,28-Aug,17.58,2276.25
2020,Winchester,August,121,29-Aug,17.94,2294.19
2020,Winchester,August,122,30-Aug,15.48,2309.67
2020,Winchester,August,123,31-Aug,16.62,2326.29
2020,Winchester,September,124,1-Sep,20.53,2346.82
2020,Winchester,September,125,2-Sep,22.47,2369.29
2020,Winchester,September,126,3-Sep,19.16,2388.45
2020,Winchester,September,127,4-Sep,17.68,2406.13
2020,Winchester,September,128,5-Sep,16.15,2422.28
2020,Winchester,September,129,6-Sep,15.59,2437.87
2020,Winchester,September,130,7-Sep,19.31,2457.18
2020,Winchester,September,131,8-Sep,15.23,2472.41
2020,Winchester,September,132,9-Sep,15.24,2487.65
2020,Winchester,September,133,10-Sep,14.91,2502.56
2020,Winchester,September,134,11-Sep,13.4,2515.96
2020,Winchester,September,135,12-Sep,14.73,2530.69
2020,Winchester,September,136,13-Sep,17.18,2547.87
2020,Winchester,September,137,14-Sep,12.65,2560.52
2020,Winchester,September,138,15-Sep,11.13,2571.65
2020,Winchester,September,139,16-Sep,17.26,2588.91
2020,Winchester,September,140,17-Sep,12.65,2601.56
2020,Winchester,September,141,18-Sep,8.17,2609.73
2020,Winchester,September,142,19-Sep,7.97,2617.7
2020,Winchester,September,143,20-Sep,9.41,2627.11
2020,Winchester,September,144,21-Sep,10.08,2637.19
2020,Winchester,September,145,22-Sep,12.06,2649.25
2020,Winchester,September,146,23-Sep,15.68,2664.93
2020,Winchester,September,147,24-Sep,14.48,2679.41
2020,Winchester,September,148,25-Sep,14.54,2693.95
2020,Winchester,September,149,26-Sep,17.65,2711.6
2020,Winchester,September,150,27-Sep,20.51,2732.11
2020,Winchester,September,151,28-Sep,21.21,2753.32
2020,Winchester,September,152,29-Sep,17.08,2770.4
2020,Winchester,September,153,30-Sep,13.68,2784.08
2020,Winchester,October,154,1-Oct,14.1,2798.18
2020,Winchester,October,155,2-Oct,10.12,2808.3
2020,Winchester,October,156,3-Oct,8.18,2816.48
2020,Winchester,October,157,4-Oct,9.92,2826.4
2020,Winchester,October,158,5-Oct,11.27,2837.67
2020,Winchester,October,159,6-Oct,12.94,2850.61
2020,Winchester,October,160,7-Oct,13.44,2864.05
2020,Winchester,October,161,8-Oct,6.47,2870.52
2020,Winchester,October,162,9-Oct,9.05,2879.57
2020,Winchester,October,163,10-Oct,16.34,2895.91
2020,Winchester,October,164,11-Oct,6.23,2902.14
2020,Winchester,October,165,12-Oct,9.58,2911.72
2020,Winchester,October,166,13-Oct,11.27,2922.99
2020,Winchester,October,167,14-Oct,10.61,2933.6
2020,Winchester,October,168,15-Oct,13.4,2947
2020,Winchester,October,169,16-Oct,8.39,2955.39
2020,Winchester,October,170,17-Oct,6.81,2962.2
2020,Winchester,October,171,18-Oct,9.89,2972.09
2020,Winchester,October,172,19-Oct,7.98,2980.07
2020,Winchester,October,173,20-Oct,6.7,2986.77
2020,Winchester,October,174,21-Oct,10.4,2997.17
2020,Winchester,October,175,22-Oct,8.9,3006.07
2020,Winchester,October,176,23-Oct,16.53,3022.6
2020,Winchester,October,177,24-Oct,7.97,3030.57
2020,Winchester,October,178,25-Oct,2.21,3032.78
2020,Winchester,October,179,26-Oct,2.4,3035.18
2020,Winchester,October,180,27-Oct,0.94,3036.12
2020,Winchester,October,181,28-Oct,4.01,3040.13
2020,Winchester,October,182,29-Oct,2.83,3042.96
2020,Winchester,October,183,30-Oct,-0.45,3042.51
2020,Winchester,October,184,31-Oct,0.54,3043.05
2021,Winchester,May,1,1-May,4.05,14.05
2021,Winchester,May,2,2-May,8.66,22.71
2021,Winchester,May,3,3-May,7.55,30.26
2021,Winchester,May,4,4-May,11.28,41.54
2021,Winchester,May,5,5-May,10,51.54
2021,Winchester,May,6,6-May,8.75,60.29
2021,Winchester,May,7,7-May,8.17,68.46
2021,Winchester,May,8,8-May,6.14,74.6
2021,Winchester,May,9,9-May,9.22,83.82
2021,Winchester,May,10,10-May,9.34,93.16
2021,Winchester,May,11,11-May,7.69,100.85
2021,Winchester,May,12,12-May,10.52,111.37
2021,Winchester,May,13,13-May,12.8,124.17
2021,Winchester,May,14,14-May,14.68,138.85
2021,Winchester,May,15,15-May,14.57,153.42
2021,Winchester,May,16,16-May,16.48,169.9
2021,Winchester,May,17,17-May,17.03,186.93
2021,Winchester,May,18,18-May,17.55,204.48
2021,Winchester,May,19,19-May,21.23,225.71
2021,Winchester,May,20,20-May,20.77,246.48
2021,Winchester,May,21,21-May,23.98,270.46
2021,Winchester,May,22,22-May,21.94,292.4
2021,Winchester,May,23,23-May,16.87,309.27
2021,Winchester,May,24,24-May,14.73,324
2021,Winchester,May,25,25-May,19.86,343.86
2021,Winchester,May,26,26-May,22.61,366.47
2021,Winchester,May,27,27-May,12.23,378.7
2021,Winchester,May,28,28-May,6.69,385.39
2021,Winchester,May,29,29-May,10.27,395.66
2021,Winchester,May,30,30-May,12.52,408.18
2021,Winchester,May,31,31-May,15.62,423.8
2021,Winchester,June,32,1-Jun,16.73,440.53
2021,Winchester,June,33,2-Jun,19.02,459.55
2021,Winchester,June,34,3-Jun,18.19,477.74
2021,Winchester,June,35,4-Jun,20.36,498.1
2021,Winchester,June,36,5-Jun,20.76,518.86
2021,Winchester,June,37,6-Jun,21.32,540.18
2021,Winchester,June,38,7-Jun,24.81,564.99
2021,Winchester,June,39,8-Jun,23.32,588.31
2021,Winchester,June,40,9-Jun,22.61,610.92
2021,Winchester,June,41,10-Jun,18.6,629.52
2021,Winchester,June,42,11-Jun,19.21,648.73
2021,Winchester,June,43,12-Jun,20.01,668.74
2021,Winchester,June,44,13-Jun,21.63,690.37
2021,Winchester,June,45,14-Jun,18.94,709.31
2021,Winchester,June,46,15-Jun,16.58,725.89
2021,Winchester,June,47,16-Jun,15.27,741.16
2021,Winchester,June,48,17-Jun,17.59,758.75
2021,Winchester,June,49,18-Jun,18.85,777.6
2021,Winchester,June,50,19-Jun,21.44,799.04
2021,Winchester,June,51,20-Jun,21.55,820.59
2021,Winchester,June,52,21-Jun,23.82,844.41
2021,Winchester,June,53,22-Jun,15.15,859.56
2021,Winchester,June,54,23-Jun,16.41,875.97
2021,Winchester,June,55,24-Jun,20.97,896.94
2021,Winchester,June,56,25-Jun,22.37,919.31
2021,Winchester,June,57,26-Jun,20.86,940.17
2021,Winchester,June,58,27-Jun,25.88,966.05
2021,Winchester,June,59,28-Jun,26.51,992.56
2021,Winchester,June,60,29-Jun,25.39,1017.95
2021,Winchester,June,61,30-Jun,23.4,1041.35
2021,Winchester,July,62,1-Jul,20.8,1062.15
2021,Winchester,July,63,2-Jul,18.68,1080.83
2021,Winchester,July,64,3-Jul,17.52,1098.35
2021,Winchester,July,65,4-Jul,19.23,1117.58
2021,Winchester,July,66,5-Jul,22.26,1139.84
2021,Winchester,July,67,6-Jul,25.3,1165.14
2021,Winchester,July,68,7-Jul,14.69,1179.83
2021,Winchester,July,69,8-Jul,15.52,1195.35
2021,Winchester,July,70,9-Jul,19.08,1214.43
2021,Winchester,July,71,10-Jul,20.61,1235.04
2021,Winchester,July,72,11-Jul,20.46,1255.5
2021,Winchester,July,73,12-Jul,22.9,1278.4
2021,Winchester,July,74,13-Jul,24.19,1302.59
2021,Winchester,July,75,14-Jul,24.14,1326.73
2021,Winchester,July,76,15-Jul,24.46,1351.19
2021,Winchester,July,77,16-Jul,21.26,1372.45
2021,Winchester,July,78,17-Jul,21.29,1393.74
2021,Winchester,July,79,18-Jul,21.42,1415.16
2021,Winchester,July,80,19-Jul,23.54,1438.7
2021,Winchester,July,81,20-Jul,22.21,1460.91
2021,Winchester,July,82,21-Jul,19.25,1480.16
2021,Winchester,July,83,22-Jul,19.3,1499.46
2021,Winchester,July,84,23-Jul,20.83,1520.29
2021,Winchester,July,85,24-Jul,21.57,1541.86
2021,Winchester,July,86,25-Jul,23.21,1565.07
2021,Winchester,July,87,26-Jul,22.23,1587.3
2021,Winchester,July,88,27-Jul,17.9,1605.2
2021,Winchester,July,89,28-Jul,18.05,1623.25
2021,Winchester,July,90,29-Jul,16.27,1639.52
2021,Winchester,July,91,30-Jul,15.72,1655.24
2021,Winchester,July,92,31-Jul,16.8,1672.04
2021,Winchester,August,93,1-Aug,15.8,1687.84
2021,Winchester,August,94,2-Aug,18.37,1706.21
2021,Winchester,August,95,3-Aug,20.33,1726.54
2021,Winchester,August,96,4-Aug,22.2,1748.74
2021,Winchester,August,97,5-Aug,23.38,1772.12
2021,Winchester,August,98,6-Aug,23.65,1795.77
2021,Winchester,August,99,7-Aug,24.08,1819.85
2021,Winchester,August,100,8-Aug,24.21,1844.06
2021,Winchester,August,101,9-Aug,25.48,1869.54
2021,Winchester,August,102,10-Aug,26.87,1896.41
2021,Winchester,August,103,11-Aug,27.01,1923.42
2021,Winchester,August,104,12-Aug,26.48,1949.9
2021,Winchester,August,105,13-Aug,25.44,1975.34
2021,Winchester,August,106,14-Aug,21.78,1997.12
2021,Winchester,August,107,15-Aug,19.49,2016.61
2021,Winchester,August,108,16-Aug,20.81,2037.42
2021,Winchester,August,109,17-Aug,21.58,2059
2021,Winchester,August,110,18-Aug,24.01,2083.01
2021,Winchester,August,111,19-Aug,23.51,2106.52
2021,Winchester,August,112,20-Aug,26.15,2132.67
2021,Winchester,August,113,21-Aug,27.34,2160.01
2021,Winchester,August,114,22-Aug,27.41,2187.42
2021,Winchester,August,115,23-Aug,26.84,2214.26
2021,Winchester,August,116,24-Aug,27.31,2241.57
2021,Winchester,August,117,25-Aug,27.29,2268.86
2021,Winchester,August,118,26-Aug,27.55,2296.41
2021,Winchester,August,119,27-Aug,21.21,2317.62
2021,Winchester,August,120,28-Aug,18.93,2336.55
2021,Winchester,August,121,29-Aug,22.81,2359.36
2021,Winchester,August,122,30-Aug,25.13,2384.49
2021,Winchester,August,123,31-Aug,21.74,2406.23
2021,Winchester,September,124,1-Sep,18.35,2424.58
2021,Winchester,September,125,2-Sep,15.51,2440.09
2021,Winchester,September,126,3-Sep,17.76,2457.85
2021,Winchester,September,127,4-Sep,19.03,2476.88
2021,Winchester,September,128,5-Sep,19.87,2496.75
2021,Winchester,September,129,6-Sep,17.51,2514.26
2021,Winchester,September,130,7-Sep,17.73,2531.99
2021,Winchester,September,131,8-Sep,19.45,2551.44
2021,Winchester,September,132,9-Sep,18.98,2570.42
2021,Winchester,September,133,10-Sep,15.86,2586.28
2021,Winchester,September,134,11-Sep,19.08,2605.36
2021,Winchester,September,135,12-Sep,22,2627.36
2021,Winchester,September,136,13-Sep,17.48,2644.84
2021,Winchester,September,137,14-Sep,18.3,2663.14
2021,Winchester,September,138,15-Sep,20.05,2683.19
2021,Winchester,September,139,16-Sep,17.71,2700.9
2021,Winchester,September,140,17-Sep,20.16,2721.06
2021,Winchester,September,141,18-Sep,18.31,2739.37
2021,Winchester,September,142,19-Sep,15.37,2754.74
2021,Winchester,September,143,20-Sep,17.4,2772.14
2021,Winchester,September,144,21-Sep,19.04,2791.18
2021,Winchester,September,145,22-Sep,20.2,2811.38
2021,Winchester,September,146,23-Sep,21.5,2832.88
2021,Winchester,September,147,24-Sep,15.14,2848.02
2021,Winchester,September,148,25-Sep,15.85,2863.87
2021,Winchester,September,149,26-Sep,15.34,2879.21
2021,Winchester,September,150,27-Sep,15.38,2894.59
2021,Winchester,September,151,28-Sep,12.01,2906.6
2021,Winchester,September,152,29-Sep,10.81,2917.41
2021,Winchester,September,153,30-Sep,10.76,2928.17
2021,Winchester,October,154,1-Oct,12.15,2940.32
2021,Winchester,October,155,2-Oct,14.37,2954.69
2021,Winchester,October,156,3-Oct,13.37,2968.06
2021,Winchester,October,157,4-Oct,14.29,2982.35
